 #  Scattering field.
 #  All quantities in atomic units (a.u.), unless otherwise indicated.
 #  Z =   8, NELEC =   8,   projectile: electron
 #  Kinetic energy = 3.67493E+06 a.u. = 1.00000E+08 eV
 #
 #   i       r           r*V         r*Vst        r*Vex       r*Vpol       r*Wabs        rho_e
 #------------------------------------------------------------------------------------------------
     1  0.00000E+00 -0.00000E+00 -0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     2  5.14998E-07 -9.79160E-02 -9.79160E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     3  1.04113E-06 -1.97932E-01 -1.97932E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     4  1.57865E-06 -3.00072E-01 -3.00072E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     5  2.12779E-06 -4.04361E-01 -4.04361E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     6  2.68880E-06 -5.10820E-01 -5.10820E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     7  3.26195E-06 -6.19470E-01 -6.19470E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     8  3.84750E-06 -7.30328E-01 -7.30328E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     9  4.44571E-06 -8.43410E-01 -8.43410E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    10  5.05686E-06 -9.58727E-01 -9.58727E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    11  5.68122E-06 -1.07629E+00 -1.07629E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    12  6.31909E-06 -1.19610E+00 -1.19610E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    13  6.97076E-06 -1.31817E+00 -1.31817E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    14  7.63651E-06 -1.44248E+00 -1.44248E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    15  8.31667E-06 -1.56904E+00 -1.56904E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    16  9.01154E-06 -1.69783E+00 -1.69783E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    17  9.72144E-06 -1.82884E+00 -1.82884E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    18  1.04467E-05 -1.96204E+00 -1.96204E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    19  1.11876E-05 -2.09739E+00 -2.09739E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    20  1.19446E-05 -2.23488E+00 -2.23488E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    21  1.27179E-05 -2.37444E+00 -2.37444E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    22  1.35080E-05 -2.51604E+00 -2.51604E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    23  1.43151E-05 -2.65960E+00 -2.65960E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    24  1.51397E-05 -2.80505E+00 -2.80505E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    25  1.59821E-05 -2.95232E+00 -2.95232E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    26  1.68428E-05 -3.10131E+00 -3.10131E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    27  1.77221E-05 -3.25192E+00 -3.25192E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    28  1.86203E-05 -3.40403E+00 -3.40403E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    29  1.95381E-05 -3.55750E+00 -3.55750E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    30  2.04756E-05 -3.71220E+00 -3.71220E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    31  2.14334E-05 -3.86797E+00 -3.86797E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    32  2.24120E-05 -4.02462E+00 -4.02462E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    33  2.34117E-05 -4.18197E+00 -4.18197E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    34  2.44331E-05 -4.33980E+00 -4.33980E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    35  2.54765E-05 -4.49789E+00 -4.49789E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    36  2.65425E-05 -4.65598E+00 -4.65598E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    37  2.76315E-05 -4.81382E+00 -4.81382E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    38  2.87441E-05 -4.97112E+00 -4.97112E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    39  2.98808E-05 -5.12756E+00 -5.12756E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    40  3.10420E-05 -5.28283E+00 -5.28283E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    41  3.22284E-05 -5.43659E+00 -5.43659E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    42  3.34404E-05 -5.58847E+00 -5.58847E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    43  3.46786E-05 -5.73809E+00 -5.73809E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    44  3.59437E-05 -5.88508E+00 -5.88508E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    45  3.72360E-05 -6.02903E+00 -6.02903E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    46  3.85563E-05 -6.16954E+00 -6.16954E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
