 #
 # Differential cross section:               MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #--------------------------------------------------------------
  9.000E-02  6.16850E-07  8.56403E-17  3.05827E+00  0.00000E+00
  9.250E-02  6.51596E-07  7.68054E-17  2.74277E+00  0.00000E+00
  9.500E-02  6.87293E-07  6.90784E-17  2.46683E+00  0.00000E+00
  9.750E-02  7.23942E-07  6.22970E-17  2.22467E+00  0.00000E+00
  1.000E-01  7.61543E-07  5.63258E-17  2.01143E+00  0.00000E+00
  1.250E-01  1.18991E-06  2.31420E-17  8.26416E-01  0.00000E+00
  1.500E-01  1.71347E-06  1.11744E-17  3.99045E-01  0.00000E+00
  1.750E-01  2.33223E-06  6.03534E-18  2.15526E-01  0.00000E+00
  2.000E-01  3.04617E-06  3.53899E-18  1.26380E-01  0.00000E+00
  2.250E-01  3.85531E-06  2.20983E-18  7.89143E-02  0.00000E+00
  2.500E-01  4.75964E-06  1.45004E-18  5.17818E-02  0.00000E+00
  2.750E-01  5.75916E-06  9.90460E-19  3.53700E-02  0.00000E+00
  3.000E-01  6.85388E-06  6.99372E-19  2.49750E-02  0.00000E+00
  3.250E-01  8.04378E-06  5.07790E-19  1.81335E-02  0.00000E+00
  3.500E-01  9.32888E-06  3.77544E-19  1.34824E-02  0.00000E+00
  3.750E-01  1.07092E-05  2.86508E-19  1.02314E-02  0.00000E+00
  4.000E-01  1.21846E-05  2.21331E-19  7.90388E-03  0.00000E+00
  4.250E-01  1.37553E-05  1.73679E-19  6.20219E-03  0.00000E+00
  4.500E-01  1.54212E-05  1.38189E-19  4.93481E-03  0.00000E+00
  4.750E-01  1.71822E-05  1.11319E-19  3.97526E-03  0.00000E+00
  5.000E-01  1.90385E-05  9.06934E-20  3.23872E-03  0.00000E+00
  5.250E-01  2.09899E-05  7.46150E-20  2.66455E-03  0.00000E+00
  5.500E-01  2.30365E-05  6.19425E-20  2.21201E-03  0.00000E+00
  5.750E-01  2.51783E-05  5.18483E-20  1.85154E-03  0.00000E+00
  6.000E-01  2.74153E-05  4.37299E-20  1.56162E-03  0.00000E+00
  6.250E-01  2.97475E-05  3.71420E-20  1.32637E-03  0.00000E+00
  6.500E-01  3.21749E-05  3.17512E-20  1.13385E-03  0.00000E+00
  6.750E-01  3.46974E-05  2.73050E-20  9.75080E-04  0.00000E+00
  7.000E-01  3.73152E-05  2.36110E-20  8.43163E-04  0.00000E+00
  7.250E-01  4.00281E-05  2.05208E-20  7.32811E-04  0.00000E+00
  7.500E-01  4.28362E-05  1.79195E-20  6.39916E-04  0.00000E+00
  7.750E-01  4.57395E-05  1.57171E-20  5.61268E-04  0.00000E+00
  8.000E-01  4.87380E-05  1.38426E-20  4.94328E-04  0.00000E+00
  8.250E-01  5.18317E-05  1.22394E-20  4.37076E-04  0.00000E+00
  8.500E-01  5.50205E-05  1.08618E-20  3.87882E-04  0.00000E+00
  8.750E-01  5.83045E-05  9.67297E-21  3.45428E-04  0.00000E+00
  9.000E-01  6.16838E-05  8.64264E-21  3.08634E-04  0.00000E+00
  9.250E-01  6.51582E-05  7.74605E-21  2.76616E-04  0.00000E+00
  9.500E-01  6.87277E-05  6.96279E-21  2.48646E-04  0.00000E+00
  9.750E-01  7.23925E-05  6.27603E-21  2.24121E-04  0.00000E+00
  1.000E+00  7.61524E-05  5.67055E-21  2.02499E-04  0.00000E+00
  1.100E+00  9.21439E-05  3.87319E-21  1.38314E-04  0.00000E+00
  1.200E+00  1.09658E-04  2.73514E-21  9.76736E-05  0.00000E+00
  1.300E+00  1.28695E-04  1.98593E-21  7.09188E-05  0.00000E+00
  1.400E+00  1.49255E-04  1.47660E-21  5.27303E-05  0.00000E+00
  1.500E+00  1.71338E-04  1.12061E-21  4.00177E-05  0.00000E+00
  1.600E+00  1.94942E-04  8.65691E-22  3.09144E-05  0.00000E+00
  1.700E+00  2.20070E-04  6.79342E-22  2.42598E-05  0.00000E+00
  1.800E+00  2.46720E-04  5.40526E-22  1.93025E-05  0.00000E+00
  1.900E+00  2.74892E-04  4.35434E-22  1.55496E-05  0.00000E+00
  2.000E+00  3.04586E-04  3.54684E-22  1.26660E-05  0.00000E+00
  2.100E+00  3.35803E-04  2.91812E-22  1.04208E-05  0.00000E+00
  2.200E+00  3.68542E-04  2.42278E-22  8.65191E-06  0.00000E+00
  2.300E+00  4.02802E-04  2.02818E-22  7.24276E-06  0.00000E+00
  2.400E+00  4.38585E-04  1.71077E-22  6.10926E-06  0.00000E+00
  2.500E+00  4.75889E-04  1.45307E-22  5.18901E-06  0.00000E+00
  2.600E+00  5.14715E-04  1.24212E-22  4.43569E-06  0.00000E+00
  2.700E+00  5.55063E-04  1.06810E-22  3.81425E-06  0.00000E+00
  2.800E+00  5.96931E-04  9.23500E-23  3.29788E-06  0.00000E+00
  2.900E+00  6.40321E-04  8.02569E-23  2.86602E-06  0.00000E+00
  3.000E+00  6.85233E-04  7.00790E-23  2.50257E-06  0.00000E+00
  3.100E+00  7.31665E-04  6.14646E-23  2.19494E-06  0.00000E+00
  3.200E+00  7.79618E-04  5.41337E-23  1.93315E-06  0.00000E+00
  3.300E+00  8.29092E-04  4.78634E-23  1.70923E-06  0.00000E+00
  3.400E+00  8.80086E-04  4.24753E-23  1.51682E-06  0.00000E+00
  3.500E+00  9.32601E-04  3.78239E-23  1.35072E-06  0.00000E+00
  3.600E+00  9.86636E-04  3.37921E-23  1.20674E-06  0.00000E+00
  3.700E+00  1.04219E-03  3.02832E-23  1.08143E-06  0.00000E+00
  3.800E+00  1.09927E-03  2.72179E-23  9.71971E-07  0.00000E+00
  3.900E+00  1.15786E-03  2.45307E-23  8.76009E-07  0.00000E+00
  4.000E+00  1.21797E-03  2.21669E-23  7.91593E-07  0.00000E+00
  4.100E+00  1.27961E-03  2.00809E-23  7.17103E-07  0.00000E+00
  4.200E+00  1.34276E-03  1.82345E-23  6.51164E-07  0.00000E+00
  4.300E+00  1.40743E-03  1.65953E-23  5.92629E-07  0.00000E+00
  4.400E+00  1.47362E-03  1.51361E-23  5.40521E-07  0.00000E+00
  4.500E+00  1.54133E-03  1.38337E-23  4.94012E-07  0.00000E+00
  4.600E+00  1.61056E-03  1.26684E-23  4.52395E-07  0.00000E+00
  4.700E+00  1.68131E-03  1.16230E-23  4.15066E-07  0.00000E+00
  4.800E+00  1.75357E-03  1.06832E-23  3.81505E-07  0.00000E+00
  4.900E+00  1.82735E-03  9.83643E-24  3.51265E-07  0.00000E+00
  5.000E+00  1.90265E-03  9.07181E-24  3.23960E-07  0.00000E+00
  5.100E+00  1.97947E-03  8.37998E-24  2.99255E-07  0.00000E+00
  5.200E+00  2.05780E-03  7.75277E-24  2.76857E-07  0.00000E+00
  5.300E+00  2.13765E-03  7.18310E-24  2.56513E-07  0.00000E+00
  5.400E+00  2.21902E-03  6.66473E-24  2.38002E-07  0.00000E+00
  5.500E+00  2.30190E-03  6.19223E-24  2.21128E-07  0.00000E+00
  5.600E+00  2.38630E-03  5.76080E-24  2.05722E-07  0.00000E+00
  5.700E+00  2.47222E-03  5.36624E-24  1.91632E-07  0.00000E+00
  5.800E+00  2.55965E-03  5.00485E-24  1.78726E-07  0.00000E+00
  5.900E+00  2.64859E-03  4.67331E-24  1.66887E-07  0.00000E+00
  6.000E+00  2.73905E-03  4.36873E-24  1.56010E-07  0.00000E+00
  6.100E+00  2.83103E-03  4.08852E-24  1.46004E-07  0.00000E+00
  6.200E+00  2.92452E-03  3.83038E-24  1.36785E-07  0.00000E+00
  6.300E+00  3.01952E-03  3.59225E-24  1.28282E-07  0.00000E+00
  6.400E+00  3.11604E-03  3.37231E-24  1.20427E-07  0.00000E+00
  6.500E+00  3.21407E-03  3.16891E-24  1.13164E-07  0.00000E+00
  6.600E+00  3.31362E-03  2.98058E-24  1.06438E-07  0.00000E+00
  6.700E+00  3.41468E-03  2.80600E-24  1.00204E-07  0.00000E+00
  6.800E+00  3.51725E-03  2.64399E-24  9.44185E-08  0.00000E+00
  6.900E+00  3.62133E-03  2.49347E-24  8.90435E-08  0.00000E+00
  7.000E+00  3.72692E-03  2.35349E-24  8.40446E-08  0.00000E+00
  7.100E+00  3.83403E-03  2.22317E-24  7.93907E-08  0.00000E+00
  7.200E+00  3.94265E-03  2.10172E-24  7.50537E-08  0.00000E+00
  7.300E+00  4.05278E-03  1.98842E-24  7.10079E-08  0.00000E+00
  7.400E+00  4.16442E-03  1.88264E-24  6.72303E-08  0.00000E+00
  7.500E+00  4.27757E-03  1.78378E-24  6.36998E-08  0.00000E+00
  7.600E+00  4.39223E-03  1.69130E-24  6.03973E-08  0.00000E+00
  7.700E+00  4.50840E-03  1.60472E-24  5.73054E-08  0.00000E+00
  7.800E+00  4.62608E-03  1.52358E-24  5.44082E-08  0.00000E+00
  7.900E+00  4.74527E-03  1.44750E-24  5.16911E-08  0.00000E+00
  8.000E+00  4.86597E-03  1.37609E-24  4.91410E-08  0.00000E+00
  8.100E+00  4.98817E-03  1.30901E-24  4.67456E-08  0.00000E+00
  8.200E+00  5.11188E-03  1.24595E-24  4.44938E-08  0.00000E+00
  8.300E+00  5.23711E-03  1.18663E-24  4.23755E-08  0.00000E+00
  8.400E+00  5.36383E-03  1.13079E-24  4.03812E-08  0.00000E+00
  8.500E+00  5.49207E-03  1.07818E-24  3.85024E-08  0.00000E+00
  8.600E+00  5.62181E-03  1.02858E-24  3.67312E-08  0.00000E+00
  8.700E+00  5.75306E-03  9.81785E-25  3.50602E-08  0.00000E+00
  8.800E+00  5.88581E-03  9.37610E-25  3.34827E-08  0.00000E+00
  8.900E+00  6.02007E-03  8.95882E-25  3.19925E-08  0.00000E+00
  9.000E+00  6.15583E-03  8.56438E-25  3.05839E-08  0.00000E+00
  9.100E+00  6.29310E-03  8.19130E-25  2.92517E-08  0.00000E+00
  9.200E+00  6.43187E-03  7.83822E-25  2.79908E-08  0.00000E+00
  9.300E+00  6.57214E-03  7.50386E-25  2.67968E-08  0.00000E+00
  9.400E+00  6.71392E-03  7.18705E-25  2.56654E-08  0.00000E+00
  9.500E+00  6.85720E-03  6.88670E-25  2.45928E-08  0.00000E+00
  9.600E+00  7.00198E-03  6.60178E-25  2.35754E-08  0.00000E+00
  9.700E+00  7.14827E-03  6.33136E-25  2.26097E-08  0.00000E+00
  9.800E+00  7.29605E-03  6.07457E-25  2.16927E-08  0.00000E+00
  9.900E+00  7.44534E-03  5.83059E-25  2.08214E-08  0.00000E+00
  1.000E+01  7.59612E-03  5.59867E-25  1.99932E-08  0.00000E+00
  1.025E+01  7.97965E-03  5.06706E-25  1.80948E-08  0.00000E+00
  1.050E+01  8.37255E-03  4.59670E-25  1.64151E-08  0.00000E+00
  1.075E+01  8.77480E-03  4.17933E-25  1.49247E-08  0.00000E+00
  1.100E+01  9.18641E-03  3.80796E-25  1.35985E-08  0.00000E+00
  1.125E+01  9.60736E-03  3.47664E-25  1.24153E-08  0.00000E+00
  1.150E+01  1.00376E-02  3.18032E-25  1.13571E-08  0.00000E+00
  1.175E+01  1.04773E-02  2.91466E-25  1.04084E-08  0.00000E+00
  1.200E+01  1.09262E-02  2.67594E-25  9.55596E-09  0.00000E+00
  1.225E+01  1.13844E-02  2.46096E-25  8.78825E-09  0.00000E+00
  1.250E+01  1.18520E-02  2.26695E-25  8.09542E-09  0.00000E+00
  1.275E+01  1.23288E-02  2.09150E-25  7.46889E-09  0.00000E+00
  1.300E+01  1.28150E-02  1.93254E-25  6.90122E-09  0.00000E+00
  1.325E+01  1.33104E-02  1.78824E-25  6.38593E-09  0.00000E+00
  1.350E+01  1.38150E-02  1.65702E-25  5.91732E-09  0.00000E+00
  1.375E+01  1.43290E-02  1.53748E-25  5.49045E-09  0.00000E+00
  1.400E+01  1.48521E-02  1.42841E-25  5.10093E-09  0.00000E+00
  1.425E+01  1.53845E-02  1.32872E-25  4.74494E-09  0.00000E+00
  1.450E+01  1.59262E-02  1.23747E-25  4.41908E-09  0.00000E+00
  1.475E+01  1.64770E-02  1.15382E-25  4.12036E-09  0.00000E+00
  1.500E+01  1.70371E-02  1.07702E-25  3.84612E-09  0.00000E+00
  1.525E+01  1.76063E-02  1.00642E-25  3.59400E-09  0.00000E+00
  1.550E+01  1.81848E-02  9.41428E-26  3.36190E-09  0.00000E+00
  1.575E+01  1.87724E-02  8.81520E-26  3.14796E-09  0.00000E+00
  1.600E+01  1.93692E-02  8.26228E-26  2.95051E-09  0.00000E+00
  1.625E+01  1.99751E-02  7.75134E-26  2.76805E-09  0.00000E+00
  1.650E+01  2.05901E-02  7.27865E-26  2.59925E-09  0.00000E+00
  1.675E+01  2.12143E-02  6.84083E-26  2.44290E-09  0.00000E+00
  1.700E+01  2.18476E-02  6.43486E-26  2.29793E-09  0.00000E+00
  1.725E+01  2.24900E-02  6.05802E-26  2.16336E-09  0.00000E+00
  1.750E+01  2.31415E-02  5.70785E-26  2.03831E-09  0.00000E+00
  1.775E+01  2.38021E-02  5.38214E-26  1.92200E-09  0.00000E+00
  1.800E+01  2.44717E-02  5.07887E-26  1.81370E-09  0.00000E+00
  1.825E+01  2.51504E-02  4.79622E-26  1.71276E-09  0.00000E+00
  1.850E+01  2.58382E-02  4.53256E-26  1.61861E-09  0.00000E+00
  1.875E+01  2.65349E-02  4.28638E-26  1.53069E-09  0.00000E+00
  1.900E+01  2.72407E-02  4.05632E-26  1.44854E-09  0.00000E+00
  1.925E+01  2.79555E-02  3.84113E-26  1.37169E-09  0.00000E+00
  1.950E+01  2.86793E-02  3.63970E-26  1.29976E-09  0.00000E+00
  1.975E+01  2.94120E-02  3.45099E-26  1.23237E-09  0.00000E+00
  2.000E+01  3.01537E-02  3.27404E-26  1.16918E-09  0.00000E+00
  2.025E+01  3.09043E-02  3.10801E-26  1.10989E-09  0.00000E+00
  2.050E+01  3.16639E-02  2.95211E-26  1.05422E-09  0.00000E+00
  2.075E+01  3.24324E-02  2.80559E-26  1.00190E-09  0.00000E+00
  2.100E+01  3.32098E-02  2.66781E-26  9.52694E-10  0.00000E+00
  2.125E+01  3.39961E-02  2.53816E-26  9.06392E-10  0.00000E+00
  2.150E+01  3.47912E-02  2.41606E-26  8.62790E-10  0.00000E+00
  2.175E+01  3.55952E-02  2.30100E-26  8.21703E-10  0.00000E+00
  2.200E+01  3.64081E-02  2.19251E-26  7.82960E-10  0.00000E+00
  2.225E+01  3.72297E-02  2.09015E-26  7.46405E-10  0.00000E+00
  2.250E+01  3.80602E-02  1.99350E-26  7.11893E-10  0.00000E+00
  2.275E+01  3.88995E-02  1.90221E-26  6.79290E-10  0.00000E+00
  2.300E+01  3.97476E-02  1.81591E-26  6.48472E-10  0.00000E+00
  2.325E+01  4.06044E-02  1.73429E-26  6.19325E-10  0.00000E+00
  2.350E+01  4.14700E-02  1.65705E-26  5.91742E-10  0.00000E+00
  2.375E+01  4.23443E-02  1.58391E-26  5.65626E-10  0.00000E+00
  2.400E+01  4.32273E-02  1.51463E-26  5.40884E-10  0.00000E+00
  2.425E+01  4.41190E-02  1.44896E-26  5.17432E-10  0.00000E+00
  2.450E+01  4.50194E-02  1.38668E-26  4.95192E-10  0.00000E+00
  2.475E+01  4.59284E-02  1.32759E-26  4.74090E-10  0.00000E+00
  2.500E+01  4.68461E-02  1.27149E-26  4.54057E-10  0.00000E+00
  2.550E+01  4.87074E-02  1.16759E-26  4.16953E-10  0.00000E+00
  2.600E+01  5.06030E-02  1.07369E-26  3.83421E-10  0.00000E+00
  2.650E+01  5.25328E-02  9.88675E-27  3.53062E-10  0.00000E+00
  2.700E+01  5.44967E-02  9.11575E-27  3.25529E-10  0.00000E+00
  2.750E+01  5.64946E-02  8.41535E-27  3.00517E-10  0.00000E+00
  2.800E+01  5.85262E-02  7.77806E-27  2.77759E-10  0.00000E+00
  2.850E+01  6.05914E-02  7.19730E-27  2.57020E-10  0.00000E+00
  2.900E+01  6.26901E-02  6.66727E-27  2.38092E-10  0.00000E+00
  2.950E+01  6.48222E-02  6.18284E-27  2.20793E-10  0.00000E+00
  3.000E+01  6.69873E-02  5.73950E-27  2.04961E-10  0.00000E+00
  3.050E+01  6.91854E-02  5.33320E-27  1.90452E-10  0.00000E+00
  3.100E+01  7.14163E-02  4.96038E-27  1.77138E-10  0.00000E+00
  3.150E+01  7.36799E-02  4.61785E-27  1.64907E-10  0.00000E+00
  3.200E+01  7.59760E-02  4.30279E-27  1.53655E-10  0.00000E+00
  3.250E+01  7.83043E-02  4.01264E-27  1.43294E-10  0.00000E+00
  3.300E+01  8.06647E-02  3.74515E-27  1.33742E-10  0.00000E+00
  3.350E+01  8.30571E-02  3.49827E-27  1.24926E-10  0.00000E+00
  3.400E+01  8.54812E-02  3.27019E-27  1.16781E-10  0.00000E+00
  3.450E+01  8.79369E-02  3.05925E-27  1.09248E-10  0.00000E+00
  3.500E+01  9.04240E-02  2.86398E-27  1.02275E-10  0.00000E+00
  3.550E+01  9.29422E-02  2.68304E-27  9.58132E-11  0.00000E+00
  3.600E+01  9.54915E-02  2.51523E-27  8.98205E-11  0.00000E+00
  3.650E+01  9.80716E-02  2.35945E-27  8.42576E-11  0.00000E+00
  3.700E+01  1.00682E-01  2.21472E-27  7.90892E-11  0.00000E+00
  3.750E+01  1.03323E-01  2.08014E-27  7.42833E-11  0.00000E+00
  3.800E+01  1.05995E-01  1.95490E-27  6.98109E-11  0.00000E+00
  3.850E+01  1.08696E-01  1.83826E-27  6.56455E-11  0.00000E+00
  3.900E+01  1.11427E-01  1.72954E-27  6.17631E-11  0.00000E+00
  3.950E+01  1.14188E-01  1.62814E-27  5.81418E-11  0.00000E+00
  4.000E+01  1.16978E-01  1.53348E-27  5.47616E-11  0.00000E+00
  4.050E+01  1.19797E-01  1.44506E-27  5.16042E-11  0.00000E+00
  4.100E+01  1.22645E-01  1.36242E-27  4.86529E-11  0.00000E+00
  4.150E+01  1.25522E-01  1.28512E-27  4.58925E-11  0.00000E+00
  4.200E+01  1.28428E-01  1.21277E-27  4.33089E-11  0.00000E+00
  4.250E+01  1.31361E-01  1.14502E-27  4.08893E-11  0.00000E+00
  4.300E+01  1.34323E-01  1.08152E-27  3.86219E-11  0.00000E+00
  4.350E+01  1.37313E-01  1.02199E-27  3.64959E-11  0.00000E+00
  4.400E+01  1.40330E-01  9.66134E-28  3.45013E-11  0.00000E+00
  4.450E+01  1.43375E-01  9.13703E-28  3.26289E-11  0.00000E+00
  4.500E+01  1.46447E-01  8.64457E-28  3.08703E-11  0.00000E+00
  4.550E+01  1.49545E-01  8.18180E-28  2.92177E-11  0.00000E+00
  4.600E+01  1.52671E-01  7.74670E-28  2.76640E-11  0.00000E+00
  4.650E+01  1.55823E-01  7.33740E-28  2.62023E-11  0.00000E+00
  4.700E+01  1.59001E-01  6.95218E-28  2.48267E-11  0.00000E+00
  4.750E+01  1.62205E-01  6.58946E-28  2.35314E-11  0.00000E+00
  4.800E+01  1.65435E-01  6.24776E-28  2.23112E-11  0.00000E+00
  4.850E+01  1.68690E-01  5.92572E-28  2.11611E-11  0.00000E+00
  4.900E+01  1.71970E-01  5.62207E-28  2.00768E-11  0.00000E+00
  4.950E+01  1.75276E-01  5.33564E-28  1.90539E-11  0.00000E+00
