 #
 # Subroutine MOTTSC. Elastic scattering of electrons and positrons
 #                    by unscreened Coulomb fields
 #
 # Projectile: electron
 # Kinetic energy = 1.00000E+08 eV = 3.67493E+06 a.u.
 #
 # Z =   8
 #
 # Differential cross section      MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS       McKinl-Fesh    error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)   (a0**2/sr)
 #-----------------------------------------------------------------------
  4.750E-01  1.71822E-05  1.11323E-19  3.97542E-03  3.97538E-03   1.0E+00
  5.000E-01  1.90385E-05  9.06966E-20  3.23884E-03  3.23810E-03   5.2E-04
  5.250E-01  2.09899E-05  7.46174E-20  2.66464E-03  2.66410E-03   4.6E-04
  5.500E-01  2.30365E-05  6.19443E-20  2.21207E-03  2.21184E-03   2.4E-04
  5.750E-01  2.51783E-05  5.18497E-20  1.85159E-03  1.85161E-03   3.1E-05
  6.000E-01  2.74153E-05  4.37310E-20  1.56166E-03  1.56183E-03   2.3E-04
  6.250E-01  2.97475E-05  3.71429E-20  1.32640E-03  1.32658E-03   3.1E-04
  6.500E-01  3.21749E-05  3.17518E-20  1.13388E-03  1.13401E-03   2.6E-04
  6.750E-01  3.46974E-05  2.73056E-20  9.75099E-04  9.75154E-04   1.1E-04
  7.000E-01  3.73152E-05  2.36114E-20  8.43179E-04  8.43165E-04   4.8E-05
  7.250E-01  4.00281E-05  2.05211E-20  7.32823E-04  7.32773E-04   1.6E-04
  7.500E-01  4.28362E-05  1.79198E-20  6.39927E-04  6.39872E-04   2.0E-04
  7.750E-01  4.57395E-05  1.57173E-20  5.61276E-04  5.61240E-04   1.5E-04
  8.000E-01  4.87380E-05  1.38428E-20  4.94335E-04  4.94324E-04   5.6E-05
  8.250E-01  5.18317E-05  1.22395E-20  4.37081E-04  4.37092E-04   5.0E-05
  8.500E-01  5.50205E-05  1.08619E-20  3.87887E-04  3.87909E-04   1.2E-04
  8.750E-01  5.83045E-05  9.67309E-21  3.45432E-04  3.45453E-04   1.4E-04
  9.000E-01  6.16838E-05  8.64274E-21  3.08638E-04  3.08651E-04   9.6E-05
  9.250E-01  6.51582E-05  7.74613E-21  2.76619E-04  2.76623E-04   2.6E-05
  9.500E-01  6.87277E-05  6.96286E-21  2.48648E-04  2.48643E-04   4.8E-05
  9.750E-01  7.23925E-05  6.27609E-21  2.24123E-04  2.24114E-04   9.2E-05
  1.000E+00  7.61524E-05  5.67185E-21  2.02545E-04  2.02537E-04   9.6E-05
  1.100E+00  9.21439E-05  3.87426E-21  1.38352E-04  1.38357E-04   7.2E-05
  1.200E+00  1.09658E-04  2.73604E-21  9.77056E-05  9.77037E-05   3.9E-05
  1.300E+00  1.28695E-04  1.98669E-21  7.09459E-05  7.09459E-05   8.1E-06
  1.400E+00  1.49255E-04  1.47726E-21  5.27538E-05  5.27538E-05   1.6E-05
  1.500E+00  1.71338E-04  1.12118E-21  4.00381E-05  4.00373E-05   2.8E-05
  1.600E+00  1.94942E-04  8.66195E-22  3.09324E-05  3.09324E-05   3.0E-05
  1.700E+00  2.20070E-04  6.79790E-22  2.42757E-05  2.42752E-05   2.4E-05
  1.800E+00  2.46720E-04  5.40926E-22  1.93168E-05  1.93166E-05   1.3E-05
  1.900E+00  2.74892E-04  4.35794E-22  1.55625E-05  1.55622E-05   2.3E-06
  2.000E+00  3.04586E-04  3.55009E-22  1.26776E-05  1.26773E-05   7.3E-06
  2.100E+00  3.35803E-04  2.92108E-22  1.04314E-05  1.04312E-05   1.2E-05
  2.200E+00  3.68542E-04  2.42548E-22  8.66154E-06  8.66125E-06   1.3E-05
  2.300E+00  4.02802E-04  2.03065E-22  7.25159E-06  7.25140E-06   1.1E-05
  2.400E+00  4.38585E-04  1.71304E-22  6.11738E-06  6.11715E-06   6.2E-06
  2.500E+00  4.75889E-04  1.45517E-22  5.19651E-06  5.19631E-06   7.5E-07
  2.600E+00  5.14715E-04  1.24406E-22  4.44263E-06  4.44245E-06   4.2E-06
  2.700E+00  5.55063E-04  1.06990E-22  3.82069E-06  3.82051E-06   6.9E-06
  2.800E+00  5.96931E-04  9.25181E-23  3.30388E-06  3.30373E-06   7.3E-06
  2.900E+00  6.40321E-04  8.04138E-23  2.87163E-06  2.87147E-06   6.0E-06
  3.000E+00  6.85233E-04  7.02258E-23  2.50781E-06  2.50767E-06   3.3E-06
  3.100E+00  7.31665E-04  6.16023E-23  2.19986E-06  2.19972E-06   1.9E-07
  3.200E+00  7.79618E-04  5.42630E-23  1.93777E-06  1.93764E-06   2.7E-06
  3.300E+00  8.29092E-04  4.79852E-23  1.71358E-06  1.71346E-06   4.3E-06
  3.400E+00  8.80086E-04  4.25901E-23  1.52092E-06  1.52080E-06   4.5E-06
  3.500E+00  9.32601E-04  3.79324E-23  1.35459E-06  1.35448E-06   3.6E-06
  3.600E+00  9.86636E-04  3.38948E-23  1.21041E-06  1.21030E-06   1.9E-06
  3.700E+00  1.04219E-03  3.03805E-23  1.08491E-06  1.08481E-06   2.5E-07
  3.800E+00  1.09927E-03  2.73103E-23  9.75267E-07  9.75174E-07   1.9E-06
  3.900E+00  1.15786E-03  2.46185E-23  8.79141E-07  8.79051E-07   2.9E-06
  4.000E+00  1.21797E-03  2.22503E-23  7.94574E-07  7.94490E-07   3.0E-06
  4.100E+00  1.27961E-03  2.01604E-23  7.19942E-07  7.19861E-07   2.4E-06
  4.200E+00  1.34276E-03  1.83103E-23  6.53872E-07  6.53795E-07   1.2E-06
  4.300E+00  1.40743E-03  1.66677E-23  5.95214E-07  5.95141E-07   3.0E-07
  4.400E+00  1.47362E-03  1.52053E-23  5.42992E-07  5.42922E-07   1.4E-06
  4.500E+00  1.54133E-03  1.38999E-23  4.96375E-07  4.96309E-07   2.1E-06
  4.600E+00  1.61056E-03  1.27318E-23  4.54659E-07  4.54595E-07   2.1E-06
  4.700E+00  1.68131E-03  1.16838E-23  4.17235E-07  4.17175E-07   1.6E-06
  4.800E+00  1.75357E-03  1.07415E-23  3.83587E-07  3.83528E-07   7.9E-07
  4.900E+00  1.82735E-03  9.89240E-24  3.53264E-07  3.53208E-07   3.1E-07
  5.000E+00  1.90265E-03  9.12559E-24  3.25881E-07  3.25827E-07   1.1E-06
  5.100E+00  1.97947E-03  8.43171E-24  3.01102E-07  3.01050E-07   1.5E-06
  5.200E+00  2.05780E-03  7.80255E-24  2.78634E-07  2.78585E-07   1.5E-06
  5.300E+00  2.13765E-03  7.23105E-24  2.58225E-07  2.58178E-07   1.2E-06
  5.400E+00  2.21902E-03  6.71094E-24  2.39652E-07  2.39607E-07   5.3E-07
  5.500E+00  2.30190E-03  6.23679E-24  2.22720E-07  2.22676E-07   3.0E-07
  5.600E+00  2.38630E-03  5.80381E-24  2.07258E-07  2.07216E-07   8.8E-07
  5.700E+00  2.47222E-03  5.40777E-24  1.93115E-07  1.93075E-07   1.2E-06
  5.800E+00  2.55965E-03  5.04497E-24  1.80159E-07  1.80120E-07   1.1E-06
  5.900E+00  2.64859E-03  4.71210E-24  1.68272E-07  1.68235E-07   8.5E-07
  6.000E+00  2.73905E-03  4.40626E-24  1.57350E-07  1.57314E-07   3.6E-07
  6.100E+00  2.83103E-03  4.12484E-24  1.47301E-07  1.47266E-07   2.8E-07
  6.200E+00  2.92452E-03  3.86555E-24  1.38041E-07  1.38008E-07   7.1E-07
  6.300E+00  3.01952E-03  3.62633E-24  1.29498E-07  1.29466E-07   9.2E-07
  6.400E+00  3.11604E-03  3.40533E-24  1.21607E-07  1.21575E-07   8.8E-07
  6.500E+00  3.21407E-03  3.20094E-24  1.14307E-07  1.14277E-07   6.4E-07
  6.600E+00  3.31362E-03  3.01165E-24  1.07548E-07  1.07519E-07   2.5E-07
  6.700E+00  3.41468E-03  2.83616E-24  1.01281E-07  1.01253E-07   2.6E-07
  6.800E+00  3.51725E-03  2.67328E-24  9.54645E-08  9.54371E-08   5.9E-07
  6.900E+00  3.62133E-03  2.52193E-24  9.00596E-08  9.00332E-08   7.3E-07
  7.000E+00  3.72692E-03  2.38114E-24  8.50322E-08  8.50066E-08   6.9E-07
  7.100E+00  3.83403E-03  2.25005E-24  8.03509E-08  8.03261E-08   4.9E-07
  7.200E+00  3.94265E-03  2.12787E-24  7.59876E-08  7.59635E-08   1.7E-07
  7.300E+00  4.05278E-03  2.01387E-24  7.19166E-08  7.18933E-08   2.4E-07
  7.400E+00  4.16442E-03  1.90741E-24  6.81147E-08  6.80922E-08   4.9E-07
  7.500E+00  4.27757E-03  1.80789E-24  6.45610E-08  6.45391E-08   6.0E-07
  7.600E+00  4.39223E-03  1.71479E-24  6.12362E-08  6.12149E-08   5.5E-07
  7.700E+00  4.50840E-03  1.62760E-24  5.81228E-08  5.81021E-08   3.8E-07
  7.800E+00  4.62608E-03  1.54589E-24  5.52048E-08  5.51848E-08   1.1E-07
  7.900E+00  4.74527E-03  1.46925E-24  5.24678E-08  5.24484E-08   2.2E-07
  8.000E+00  4.86597E-03  1.39730E-24  4.98985E-08  4.98796E-08   4.2E-07
  8.100E+00  4.98817E-03  1.32970E-24  4.74846E-08  4.74663E-08   4.9E-07
  8.200E+00  5.11188E-03  1.26615E-24  4.52150E-08  4.51972E-08   4.5E-07
  8.300E+00  5.23711E-03  1.20635E-24  4.30795E-08  4.30621E-08   3.0E-07
  8.400E+00  5.36383E-03  1.15004E-24  4.10686E-08  4.10518E-08   7.5E-08
  8.500E+00  5.49207E-03  1.09698E-24  3.91738E-08  3.91574E-08   2.0E-07
  8.600E+00  5.62181E-03  1.04695E-24  3.73871E-08  3.73711E-08   3.6E-07
  8.700E+00  5.75306E-03  9.99734E-25  3.57012E-08  3.56856E-08   4.1E-07
  8.800E+00  5.88581E-03  9.55155E-25  3.41092E-08  3.40941E-08   3.6E-07
  8.900E+00  6.02007E-03  9.13036E-25  3.26051E-08  3.25903E-08   2.3E-07
  9.000E+00  6.15583E-03  8.73213E-25  3.11830E-08  3.11687E-08   4.7E-08
  9.100E+00  6.29310E-03  8.35540E-25  2.98377E-08  2.98237E-08   1.9E-07
  9.200E+00  6.43187E-03  7.99877E-25  2.85641E-08  2.85505E-08   3.1E-07
  9.300E+00  6.57214E-03  7.66099E-25  2.73579E-08  2.73446E-08   3.4E-07
  9.400E+00  6.71392E-03  7.34085E-25  2.62147E-08  2.62017E-08   3.0E-07
  9.500E+00  6.85720E-03  7.03727E-25  2.51306E-08  2.51179E-08   1.8E-07
  9.600E+00  7.00198E-03  6.74924E-25  2.41020E-08  2.40896E-08   2.6E-08
  9.700E+00  7.14827E-03  6.47580E-25  2.31255E-08  2.31135E-08   1.7E-07
  9.800E+00  7.29605E-03  6.21607E-25  2.21980E-08  2.21863E-08   2.7E-07
  9.900E+00  7.44534E-03  5.96925E-25  2.13166E-08  2.13051E-08   2.9E-07
  1.000E+01  7.59612E-03  5.73456E-25  2.04785E-08  2.04673E-08   2.5E-07
  1.025E+01  7.97965E-03  5.19639E-25  1.85566E-08  1.85461E-08   2.5E-07
  1.050E+01  8.37255E-03  4.71993E-25  1.68552E-08  1.68452E-08   2.4E-07
  1.075E+01  8.77480E-03  4.29687E-25  1.53444E-08  1.53350E-08   2.3E-07
  1.100E+01  9.18641E-03  3.92019E-25  1.39993E-08  1.39903E-08   2.1E-07
  1.125E+01  9.60736E-03  3.58391E-25  1.27984E-08  1.27899E-08   1.7E-07
  1.150E+01  1.00376E-02  3.28295E-25  1.17236E-08  1.17156E-08   1.3E-07
  1.175E+01  1.04773E-02  3.01293E-25  1.07594E-08  1.07518E-08   9.0E-08
  1.200E+01  1.09262E-02  2.77013E-25  9.89230E-09  9.88508E-09   4.7E-08
  1.225E+01  1.13844E-02  2.55130E-25  9.11087E-09  9.10400E-09   2.4E-08
  1.250E+01  1.18520E-02  2.35367E-25  8.40512E-09  8.39858E-09   5.8E-08
  1.275E+01  1.23288E-02  2.17482E-25  7.76642E-09  7.76020E-09   8.5E-08
  1.300E+01  1.28150E-02  2.01264E-25  7.18727E-09  7.18134E-09   1.0E-07
  1.325E+01  1.33104E-02  1.86531E-25  6.66113E-09  6.65547E-09   1.2E-07
  1.350E+01  1.38150E-02  1.73121E-25  6.18227E-09  6.17687E-09   1.2E-07
  1.375E+01  1.43290E-02  1.60896E-25  5.74569E-09  5.74053E-09   1.2E-07
  1.400E+01  1.48521E-02  1.49731E-25  5.34699E-09  5.34205E-09   1.1E-07
  1.425E+01  1.53845E-02  1.39518E-25  4.98228E-09  4.97755E-09   1.0E-07
  1.450E+01  1.59262E-02  1.30161E-25  4.64814E-09  4.64361E-09   8.6E-08
  1.475E+01  1.64770E-02  1.21576E-25  4.34155E-09  4.33722E-09   6.7E-08
  1.500E+01  1.70371E-02  1.13687E-25  4.05984E-09  4.05568E-09   4.7E-08
  1.525E+01  1.76063E-02  1.06428E-25  3.80060E-09  3.79661E-09   2.6E-08
  1.550E+01  1.81848E-02  9.97386E-26  3.56173E-09  3.55790E-09   1.4E-08
  1.575E+01  1.87724E-02  9.35668E-26  3.34133E-09  3.33765E-09   3.2E-08
  1.600E+01  1.93692E-02  8.78651E-26  3.13772E-09  3.13418E-09   4.5E-08
  1.625E+01  1.99751E-02  8.25911E-26  2.94938E-09  2.94598E-09   5.5E-08
  1.650E+01  2.05901E-02  7.77068E-26  2.77496E-09  2.77169E-09   6.1E-08
  1.675E+01  2.12143E-02  7.31782E-26  2.61324E-09  2.61009E-09   6.3E-08
  1.700E+01  2.18476E-02  6.89747E-26  2.46313E-09  2.46010E-09   6.2E-08
  1.725E+01  2.24900E-02  6.50686E-26  2.32364E-09  2.32072E-09   6.0E-08
  1.750E+01  2.31415E-02  6.14350E-26  2.19388E-09  2.19107E-09   5.5E-08
  1.775E+01  2.38021E-02  5.80515E-26  2.07306E-09  2.07034E-09   4.7E-08
  1.800E+01  2.44717E-02  5.48975E-26  1.96043E-09  1.95781E-09   3.8E-08
  1.825E+01  2.51504E-02  5.19548E-26  1.85534E-09  1.85281E-09   2.7E-08
  1.850E+01  2.58382E-02  4.92065E-26  1.75720E-09  1.75476E-09   1.5E-08
  1.875E+01  2.65349E-02  4.66375E-26  1.66546E-09  1.66310E-09   9.2E-09
  1.900E+01  2.72407E-02  4.42338E-26  1.57962E-09  1.57734E-09   1.9E-08
  1.925E+01  2.79555E-02  4.19829E-26  1.49924E-09  1.49703E-09   2.6E-08
  1.950E+01  2.86793E-02  3.98732E-26  1.42390E-09  1.42177E-09   3.1E-08
  1.975E+01  2.94120E-02  3.78943E-26  1.35323E-09  1.35117E-09   3.4E-08
  2.000E+01  3.01537E-02  3.60365E-26  1.28689E-09  1.28489E-09   3.5E-08
  2.025E+01  3.09043E-02  3.42911E-26  1.22456E-09  1.22262E-09   3.5E-08
  2.050E+01  3.16639E-02  3.26499E-26  1.16595E-09  1.16408E-09   3.4E-08
  2.075E+01  3.24324E-02  3.11057E-26  1.11080E-09  1.10899E-09   3.1E-08
  2.100E+01  3.32098E-02  2.96516E-26  1.05888E-09  1.05712E-09   2.7E-08
  2.125E+01  3.39961E-02  2.82813E-26  1.00994E-09  1.00824E-09   2.2E-08
  2.150E+01  3.47912E-02  2.69892E-26  9.63802E-10  9.62150E-10   1.6E-08
  2.175E+01  3.55952E-02  2.57700E-26  9.20262E-10  9.18659E-10   9.0E-09
  2.200E+01  3.64081E-02  2.46187E-26  8.79149E-10  8.77594E-10   6.0E-09
  2.225E+01  3.72297E-02  2.35309E-26  8.40302E-10  8.38793E-10   1.1E-08
  2.250E+01  3.80602E-02  2.25024E-26  8.03574E-10  8.02109E-10   1.5E-08
  2.275E+01  3.88995E-02  2.15294E-26  7.68828E-10  7.67405E-10   1.8E-08
  2.300E+01  3.97476E-02  2.06083E-26  7.35936E-10  7.34553E-10   2.0E-08
