 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 9.0000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 7.4712825E-16  4.4969810E-16
 # 1st transport cs: 1.7950652E-16  1.7098956E-16
 # 2nd transport cs: 1.9591751E-16  1.6814623E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.848086E-15  1.036217E-15  0.000000E+00
  1.000000E-04  7.615575E-13  2.848086E-15  1.036217E-15 -3.949199E-11
  1.250000E-04  1.189937E-12  2.848086E-15  1.036217E-15 -4.936499E-11
  1.500000E-04  1.713463E-12  2.848086E-15  1.036217E-15 -5.923799E-11
  1.750000E-04  2.332246E-12  2.848086E-15  1.036217E-15 -6.911099E-11
  2.000000E-04  3.046174E-12  2.848086E-15  1.036217E-15 -7.898399E-11
  2.250000E-04  3.855305E-12  2.848086E-15  1.036217E-15 -8.885698E-11
  2.500000E-04  4.759637E-12  2.848086E-15  1.036217E-15 -9.872998E-11
  2.750000E-04  5.759171E-12  2.848086E-15  1.036217E-15 -1.086030E-10
  3.000000E-04  6.853906E-12  2.848086E-15  1.036217E-15 -1.184760E-10
  3.250000E-04  8.043788E-12  2.848086E-15  1.036217E-15 -1.283490E-10
  3.500000E-04  9.328927E-12  2.848086E-15  1.036217E-15 -1.382220E-10
  3.750000E-04  1.070921E-11  2.848086E-15  1.036217E-15 -1.480950E-10
  4.000000E-04  1.218470E-11  2.848086E-15  1.036217E-15 -1.579680E-10
  4.250000E-04  1.375539E-11  2.848086E-15  1.036217E-15 -1.678410E-10
  4.500000E-04  1.542128E-11  2.848086E-15  1.036217E-15 -1.777140E-10
  4.750000E-04  1.718231E-11  2.848086E-15  1.036217E-15 -1.875870E-10
  5.000000E-04  1.903860E-11  2.848086E-15  1.036217E-15 -1.974600E-10
  5.250000E-04  2.099004E-11  2.848086E-15  1.036217E-15 -2.073330E-10
  5.500000E-04  2.303668E-11  2.848086E-15  1.036217E-15 -2.172060E-10
  5.750000E-04  2.517853E-11  2.848086E-15  1.036217E-15 -2.270790E-10
  6.000000E-04  2.741557E-11  2.848086E-15  1.036217E-15 -2.369520E-10
  6.250000E-04  2.974782E-11  2.848086E-15  1.036217E-15 -2.468250E-10
  6.500000E-04  3.217521E-11  2.848086E-15  1.036217E-15 -2.566980E-10
  6.750000E-04  3.469786E-11  2.848086E-15  1.036217E-15 -2.665710E-10
  7.000000E-04  3.731565E-11  2.848086E-15  1.036217E-15 -2.764440E-10
  7.250000E-04  4.002865E-11  2.848086E-15  1.036217E-15 -2.863169E-10
  7.500000E-04  4.283685E-11  2.848086E-15  1.036217E-15 -2.961899E-10
  7.750000E-04  4.574019E-11  2.848086E-15  1.036217E-15 -3.060629E-10
  8.000000E-04  4.873879E-11  2.848086E-15  1.036217E-15 -3.159359E-10
  8.250000E-04  5.183254E-11  2.848086E-15  1.036217E-15 -3.258089E-10
  8.500000E-04  5.502154E-11  2.848086E-15  1.036217E-15 -3.356819E-10
  8.750000E-04  5.830569E-11  2.848086E-15  1.036217E-15 -3.455549E-10
  9.000000E-04  6.168505E-11  2.848086E-15  1.036217E-15 -3.554279E-10
  9.250000E-04  6.515954E-11  2.848086E-15  1.036217E-15 -3.653009E-10
  9.500000E-04  6.872930E-11  2.848086E-15  1.036217E-15 -3.751739E-10
  9.750000E-04  7.239426E-11  2.848086E-15  1.036217E-15 -3.850469E-10
  1.000000E-03  7.615436E-11  2.848086E-15  1.036217E-15 -3.949199E-10
  1.250000E-03  1.189912E-10  2.848086E-15  1.036216E-15 -4.936499E-10
  1.500000E-03  1.713473E-10  2.848086E-15  1.036216E-15 -5.923799E-10
  1.750000E-03  2.332227E-10  2.848085E-15  1.036216E-15 -6.911099E-10
  2.000000E-03  3.046174E-10  2.848085E-15  1.036216E-15 -7.898398E-10
  2.250000E-03  3.855314E-10  2.848085E-15  1.036216E-15 -8.885698E-10
  2.500000E-03  4.759647E-10  2.848085E-15  1.036216E-15 -9.872998E-10
  2.750000E-03  5.759173E-10  2.848085E-15  1.036216E-15 -1.086030E-09
  3.000000E-03  6.853892E-10  2.848085E-15  1.036216E-15 -1.184760E-09
  3.250000E-03  8.043804E-10  2.848084E-15  1.036216E-15 -1.283490E-09
  3.500000E-03  9.328908E-10  2.848084E-15  1.036216E-15 -1.382220E-09
  3.750000E-03  1.070921E-09  2.848084E-15  1.036216E-15 -1.480950E-09
  4.000000E-03  1.218470E-09  2.848084E-15  1.036216E-15 -1.579680E-09
  4.250000E-03  1.375538E-09  2.848083E-15  1.036216E-15 -1.678409E-09
  4.500000E-03  1.542126E-09  2.848083E-15  1.036216E-15 -1.777139E-09
  4.750000E-03  1.718233E-09  2.848083E-15  1.036215E-15 -1.875869E-09
  5.000000E-03  1.903859E-09  2.848082E-15  1.036215E-15 -1.974599E-09
  5.250000E-03  2.099004E-09  2.848082E-15  1.036215E-15 -2.073329E-09
  5.500000E-03  2.303669E-09  2.848082E-15  1.036215E-15 -2.172059E-09
  5.750000E-03  2.517853E-09  2.848081E-15  1.036215E-15 -2.270789E-09
  6.000000E-03  2.741557E-09  2.848081E-15  1.036215E-15 -2.369519E-09
  6.250000E-03  2.974779E-09  2.848080E-15  1.036215E-15 -2.468249E-09
  6.500000E-03  3.217521E-09  2.848080E-15  1.036215E-15 -2.566979E-09
  6.750000E-03  3.469783E-09  2.848079E-15  1.036214E-15 -2.665709E-09
  7.000000E-03  3.731563E-09  2.848079E-15  1.036214E-15 -2.764439E-09
  7.250000E-03  4.002863E-09  2.848078E-15  1.036214E-15 -2.863168E-09
  7.500000E-03  4.283682E-09  2.848078E-15  1.036214E-15 -2.961898E-09
  7.750000E-03  4.574021E-09  2.848077E-15  1.036214E-15 -3.060628E-09
