 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 9.0000000E+03 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 9.9608503E-18  8.3649202E-18
 # 1st transport cs: 1.3486756E-19  1.3478645E-19
 # 2nd transport cs: 3.2679121E-19  3.2654705E-19
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  1.435612E-15  6.386052E-16  0.000000E+00
  1.000000E-04  7.615575E-13  1.435612E-15  6.386052E-16  9.895671E-11
  1.250000E-04  1.189937E-12  1.435612E-15  6.386051E-16  1.236959E-10
  1.500000E-04  1.713463E-12  1.435612E-15  6.386051E-16  1.484350E-10
  1.750000E-04  2.332246E-12  1.435612E-15  6.386051E-16  1.731742E-10
  2.000000E-04  3.046174E-12  1.435612E-15  6.386051E-16  1.979133E-10
  2.250000E-04  3.855305E-12  1.435612E-15  6.386051E-16  2.226524E-10
  2.500000E-04  4.759637E-12  1.435612E-15  6.386050E-16  2.473915E-10
  2.750000E-04  5.759171E-12  1.435611E-15  6.386050E-16  2.721305E-10
  3.000000E-04  6.853906E-12  1.435611E-15  6.386050E-16  2.968696E-10
  3.250000E-04  8.043788E-12  1.435611E-15  6.386050E-16  3.216086E-10
  3.500000E-04  9.328927E-12  1.435611E-15  6.386049E-16  3.463476E-10
  3.750000E-04  1.070921E-11  1.435611E-15  6.386049E-16  3.710865E-10
  4.000000E-04  1.218470E-11  1.435611E-15  6.386048E-16  3.958254E-10
  4.250000E-04  1.375539E-11  1.435611E-15  6.386048E-16  4.205643E-10
  4.500000E-04  1.542128E-11  1.435611E-15  6.386047E-16  4.453032E-10
  4.750000E-04  1.718231E-11  1.435611E-15  6.386047E-16  4.700420E-10
  5.000000E-04  1.903860E-11  1.435610E-15  6.386046E-16  4.947807E-10
  5.250000E-04  2.099004E-11  1.435610E-15  6.386046E-16  5.195195E-10
  5.500000E-04  2.303668E-11  1.435610E-15  6.386045E-16  5.442581E-10
  5.750000E-04  2.517853E-11  1.435610E-15  6.386045E-16  5.689968E-10
  6.000000E-04  2.741557E-11  1.435610E-15  6.386044E-16  5.937353E-10
  6.250000E-04  2.974782E-11  1.435610E-15  6.386043E-16  6.184739E-10
