 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 9.0000000E+06 eV
 #
 # Furness-McCarthy exchange potential
 #
 # No correlation-polarization potential
 #
 # No absorption potential
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 3.4899250E-19  2.9730419E-19
 # 1st transport cs: 1.2840108E-24  1.2838322E-24
 # 2nd transport cs: 3.7003098E-24  3.6997739E-24
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  3.207701E-13  1.558757E-13  0.000000E+00
  1.000000E-04  7.615575E-13  3.207645E-13  1.558743E-13  0.000000E+00
  1.250000E-04  1.189937E-12  3.207614E-13  1.558734E-13  0.000000E+00
  1.500000E-04  1.713463E-12  3.207576E-13  1.558724E-13  0.000000E+00
  1.750000E-04  2.332246E-12  3.207531E-13  1.558712E-13  0.000000E+00
  2.000000E-04  3.046174E-12  3.207478E-13  1.558698E-13  0.000000E+00
  2.250000E-04  3.855305E-12  3.207419E-13  1.558683E-13  0.000000E+00
  2.500000E-04  4.759637E-12  3.207353E-13  1.558665E-13  0.000000E+00
  2.750000E-04  5.759171E-12  3.207280E-13  1.558646E-13  0.000000E+00
  3.000000E-04  6.853906E-12  3.207200E-13  1.558625E-13  0.000000E+00
  3.250000E-04  8.043788E-12  3.207113E-13  1.558602E-13  0.000000E+00
  3.500000E-04  9.328927E-12  3.207019E-13  1.558577E-13  0.000000E+00
  3.750000E-04  1.070921E-11  3.206919E-13  1.558550E-13  0.000000E+00
  4.000000E-04  1.218470E-11  3.206811E-13  1.558521E-13  0.000000E+00
  4.250000E-04  1.375539E-11  3.206696E-13  1.558491E-13  0.000000E+00
  4.500000E-04  1.542128E-11  3.206574E-13  1.558459E-13  0.000000E+00
  4.750000E-04  1.718231E-11  3.206446E-13  1.558425E-13  0.000000E+00
  5.000000E-04  1.903860E-11  3.206310E-13  1.558389E-13  0.000000E+00
  5.250000E-04  2.099004E-11  3.206168E-13  1.558351E-13  0.000000E+00
  5.500000E-04  2.303668E-11  3.206018E-13  1.558311E-13  0.000000E+00
  5.750000E-04  2.517853E-11  3.205862E-13  1.558270E-13  0.000000E+00
