

  **** Partial wave analysis (DPWA0) ******************************************


  Kinetic energy = 1.00000E+07 eV

      L       Phase(spin UP)     Phase(spin DOWN)
  2.250E-02 5.41856E-15  0.000E+00 ( 7.361E-08, 4.251E-10) ( 1.375E-11, 7.940E-14)  1.00E-07
  2.500E-02 4.65186E-15  0.000E+00 ( 6.820E-08, 4.169E-10) ( 1.416E-11, 8.653E-14)  1.00E-07
  2.750E-02 3.97136E-15  0.000E+00 ( 6.302E-08, 4.083E-10) ( 1.439E-11, 9.322E-14)  1.00E-07
  3.000E-02 3.37724E-15  0.000E+00 ( 5.811E-08, 3.993E-10) ( 1.447E-11, 9.945E-14)  1.00E-07
  3.250E-02 2.86510E-15  0.000E+00 ( 5.353E-08, 3.899E-10) ( 1.444E-11, 1.052E-13)  1.00E-07
  3.500E-02 2.42786E-15  0.000E+00 ( 4.927E-08, 3.803E-10) ( 1.432E-11, 1.105E-13)  1.00E-07
  3.750E-02 2.05717E-15  0.000E+00 ( 4.535E-08, 3.706E-10) ( 1.412E-11, 1.154E-13)  1.00E-07
  4.000E-02 1.74447E-15  0.000E+00 ( 4.177E-08, 3.607E-10) ( 1.387E-11, 1.198E-13)  1.00E-07
  4.250E-02 1.48151E-15  0.000E+00 ( 3.849E-08, 3.508E-10) ( 1.358E-11, 1.238E-13)  1.00E-07
  4.500E-02 1.26077E-15  0.000E+00 ( 3.551E-08, 3.410E-10) ( 1.327E-11, 1.274E-13)  1.00E-07
  4.750E-02 1.07559E-15  0.000E+00 ( 3.279E-08, 3.311E-10) ( 1.293E-11, 1.306E-13)  1.00E-07
  5.000E-02 9.20179E-16  0.000E+00 ( 3.033E-08, 3.214E-10) ( 1.259E-11, 1.334E-13)  1.00E-07
  5.250E-02 7.89619E-16  0.000E+00 ( 2.810E-08, 3.118E-10) ( 1.225E-11, 1.359E-13)  1.00E-07
  5.500E-02 6.79753E-16  0.000E+00 ( 2.607E-08, 3.024E-10) ( 1.190E-11, 1.381E-13)  1.00E-07
  5.750E-02 5.87106E-16  0.000E+00 ( 2.423E-08, 2.932E-10) ( 1.157E-11, 1.400E-13)  1.00E-07
  6.000E-02 5.08787E-16  0.000E+00 ( 2.255E-08, 2.842E-10) ( 1.124E-11, 1.416E-13)  1.00E-07
  6.250E-02 4.42402E-16  0.000E+00 ( 2.103E-08, 2.755E-10) ( 1.091E-11, 1.429E-13)  1.00E-07
  6.500E-02 3.85970E-16  0.000E+00 ( 1.964E-08, 2.669E-10) ( 1.060E-11, 1.441E-13)  1.00E-07
  6.750E-02 3.37852E-16  0.000E+00 ( 1.838E-08, 2.587E-10) ( 1.030E-11, 1.450E-13)  1.00E-07
  7.000E-02 2.96696E-16  0.000E+00 ( 1.722E-08, 2.506E-10) ( 1.001E-11, 1.457E-13)  1.00E-07
  7.250E-02 2.61385E-16  0.000E+00 ( 1.617E-08, 2.429E-10) ( 9.730E-12, 1.462E-13)  1.00E-07
  7.500E-02 2.30992E-16  0.000E+00 ( 1.520E-08, 2.354E-10) ( 9.463E-12, 1.466E-13)  1.00E-07
  7.750E-02 2.04750E-16  0.000E+00 ( 1.431E-08, 2.281E-10) ( 9.206E-12, 1.468E-13)  1.00E-07
  8.000E-02 1.82022E-16  0.000E+00 ( 1.349E-08, 2.212E-10) ( 8.960E-12, 1.469E-13)  1.00E-07
  8.250E-02 1.62276E-16  0.000E+00 ( 1.274E-08, 2.144E-10) ( 8.724E-12, 1.469E-13)  1.00E-07
  8.500E-02 1.45070E-16  0.000E+00 ( 1.204E-08, 2.079E-10) ( 8.499E-12, 1.467E-13)  1.00E-07
  8.750E-02 1.30031E-16  0.000E+00 ( 1.140E-08, 2.017E-10) ( 8.283E-12, 1.465E-13)  1.00E-07
  9.000E-02 1.16850E-16  0.000E+00 ( 1.081E-08, 1.957E-10) ( 8.076E-12, 1.462E-13)  1.00E-07
  9.250E-02 1.05265E-16  0.000E+00 ( 1.026E-08, 1.899E-10) ( 7.878E-12, 1.458E-13)  1.00E-07
  9.500E-02 9.50538E-17  0.000E+00 ( 9.748E-09, 1.843E-10) ( 7.688E-12, 1.454E-13)  1.00E-07
  9.750E-02 8.60302E-17  0.000E+00 ( 9.274E-09, 1.790E-10) ( 7.507E-12, 1.449E-13)  1.00E-07
  1.000E-01 7.80353E-17  0.000E+00 ( 8.832E-09, 1.738E-10) ( 7.333E-12, 1.443E-13)  1.00E-07
  1.250E-01 3.26860E-17  0.000E+00 ( 5.716E-09, 1.320E-10) ( 5.932E-12, 1.370E-13)  1.00E-07
  1.500E-01 1.59062E-17  0.000E+00 ( 3.987E-09, 1.033E-10) ( 4.965E-12, 1.286E-13)  1.00E-07
  1.750E-01 8.62161E-18  0.000E+00 ( 2.935E-09, 8.294E-11) ( 4.264E-12, 1.205E-13)  1.00E-07
  2.000E-01 5.06452E-18  0.000E+00 ( 2.249E-09, 6.813E-11) ( 3.735E-12, 1.131E-13)  1.00E-07
  2.250E-01 3.16544E-18  0.000E+00 ( 1.778E-09, 5.702E-11) ( 3.322E-12, 1.065E-13)  1.16E-07
  2.500E-01 2.07827E-18  0.000E+00 ( 1.441E-09, 4.848E-11) ( 2.991E-12, 1.006E-13)  1.00E-07
  2.750E-01 1.42007E-18  0.000E+00 ( 1.191E-09, 4.178E-11) ( 2.719E-12, 9.538E-14)  1.00E-07
  3.000E-01 1.00294E-18  0.000E+00 ( 1.001E-09, 3.640E-11) ( 2.493E-12, 9.067E-14)  1.78E-07
  3.250E-01 7.28294E-19  0.000E+00 ( 8.528E-10, 3.204E-11) ( 2.301E-12, 8.644E-14)  1.90E-07
  3.500E-01 5.41528E-19  0.000E+00 ( 7.353E-10, 2.843E-11) ( 2.137E-12, 8.262E-14)  1.00E-07
  3.750E-01 4.10969E-19  0.000E+00 ( 6.406E-10, 2.542E-11) ( 1.994E-12, 7.915E-14)  1.37E-07
  4.000E-01 3.17484E-19  0.000E+00 ( 5.630E-10, 2.288E-11) ( 1.870E-12, 7.599E-14)  2.85E-07
  4.250E-01 2.49131E-19  0.000E+00 ( 4.987E-10, 2.072E-11) ( 1.760E-12, 7.310E-14)  2.60E-07
  4.500E-01 1.98222E-19  0.000E+00 ( 4.448E-10, 1.885E-11) ( 1.662E-12, 7.044E-14)  1.00E-07
  4.750E-01 1.59675E-19  0.000E+00 ( 3.992E-10, 1.724E-11) ( 1.574E-12, 6.798E-14)  2.40E-07
  5.000E-01 1.30060E-19  0.000E+00 ( 3.603E-10, 1.583E-11) ( 1.496E-12, 6.571E-14)  1.00E-07
  5.250E-01 1.07003E-19  0.000E+00 ( 3.268E-10, 1.459E-11) ( 1.424E-12, 6.361E-14)  1.00E-07
  5.500E-01 8.88359E-20  0.000E+00 ( 2.977E-10, 1.350E-11) ( 1.360E-12, 6.165E-14)  1.00E-07
  5.750E-01 7.43659E-20  0.000E+00 ( 2.724E-10, 1.253E-11) ( 1.300E-12, 5.982E-14)  1.00E-07
  6.000E-01 6.27257E-20  0.000E+00 ( 2.502E-10, 1.166E-11) ( 1.246E-12, 5.810E-14)  1.00E-07
  6.250E-01 5.32764E-20  0.000E+00 ( 2.306E-10, 1.089E-11) ( 1.196E-12, 5.649E-14)  1.00E-07
  6.500E-01 4.55413E-20  0.000E+00 ( 2.132E-10, 1.019E-11) ( 1.150E-12, 5.498E-14)  1.00E-07
  6.750E-01 3.91604E-20  0.000E+00 ( 1.977E-10, 9.557E-12) ( 1.108E-12, 5.356E-14)  1.00E-07
  7.000E-01 3.38590E-20  0.000E+00 ( 1.838E-10, 8.985E-12) ( 1.068E-12, 5.222E-14)  1.00E-07
  7.250E-01 2.94250E-20  0.000E+00 ( 1.713E-10, 8.464E-12) ( 1.031E-12, 5.095E-14)  1.00E-07
  7.500E-01 2.56937E-20  0.000E+00 ( 1.601E-10, 7.989E-12) ( 9.969E-13, 4.974E-14)  1.00E-07
  7.750E-01 2.25355E-20  0.000E+00 ( 1.499E-10, 7.554E-12) ( 9.647E-13, 4.860E-14)  1.00E-07
  8.000E-01 1.98480E-20  0.000E+00 ( 1.407E-10, 7.154E-12) ( 9.345E-13, 4.752E-14)  1.00E-07
  8.250E-01 1.75495E-20  0.000E+00 ( 1.323E-10, 6.787E-12) ( 9.062E-13, 4.649E-14)  1.00E-07
  8.500E-01 1.55742E-20  0.000E+00 ( 1.246E-10, 6.448E-12) ( 8.795E-13, 4.551E-14)  1.00E-07
  8.750E-01 1.38692E-20  0.000E+00 ( 1.176E-10, 6.135E-12) ( 8.544E-13, 4.457E-14)  1.00E-07
  9.000E-01 1.23913E-20  0.000E+00 ( 1.112E-10, 5.845E-12) ( 8.306E-13, 4.367E-14)  1.00E-07
  9.250E-01 1.11051E-20  0.000E+00 ( 1.052E-10, 5.575E-12) ( 8.082E-13, 4.282E-14)  1.00E-07
  9.500E-01 9.98149E-21  0.000E+00 ( 9.976E-11, 5.325E-12) ( 7.869E-13, 4.200E-14)  1.00E-07
  9.750E-01 8.99649E-21  0.000E+00 ( 9.471E-11, 5.091E-12) ( 7.667E-13, 4.121E-14)  1.00E-07
  1.000E+00 8.13006E-21  0.000E+00 ( 9.003E-11, 4.873E-12) ( 7.475E-13, 4.046E-14)  1.00E-07
  1.100E+00 5.55303E-21  0.000E+00 ( 7.440E-11, 4.131E-12) ( 6.795E-13, 3.773E-14)  1.00E-07
  1.200E+00 3.92086E-21  0.000E+00 ( 6.251E-11, 3.551E-12) ( 6.228E-13, 3.538E-14)  1.00E-07
  1.300E+00 2.84668E-21  0.000E+00 ( 5.326E-11, 3.088E-12) ( 5.749E-13, 3.333E-14)  1.00E-07
  1.400E+00 2.11644E-21  0.000E+00 ( 4.592E-11, 2.712E-12) ( 5.338E-13, 3.153E-14)  1.00E-07
  1.500E+00 1.60605E-21  0.000E+00 ( 4.000E-11, 2.403E-12) ( 4.982E-13, 2.993E-14)  1.00E-07
  1.600E+00 1.24065E-21  0.000E+00 ( 3.515E-11, 2.145E-12) ( 4.670E-13, 2.850E-14)  1.00E-07
  1.700E+00 9.73504E-22  0.000E+00 ( 3.114E-11, 1.928E-12) ( 4.395E-13, 2.721E-14)  1.00E-07
  1.800E+00 7.74547E-22  0.000E+00 ( 2.777E-11, 1.743E-12) ( 4.151E-13, 2.605E-14)  1.00E-07
  1.900E+00 6.23918E-22  0.000E+00 ( 2.492E-11, 1.584E-12) ( 3.932E-13, 2.499E-14)  1.00E-07
  2.000E+00 5.08190E-22  0.000E+00 ( 2.249E-11, 1.446E-12) ( 3.735E-13, 2.402E-14)  1.00E-07
  2.100E+00 4.18093E-22  0.000E+00 ( 2.040E-11, 1.326E-12) ( 3.557E-13, 2.313E-14)  1.00E-07
  2.200E+00 3.47106E-22  0.000E+00 ( 1.859E-11, 1.221E-12) ( 3.395E-13, 2.230E-14)  1.00E-07
  2.300E+00 2.90566E-22  0.000E+00 ( 1.701E-11, 1.128E-12) ( 3.248E-13, 2.155E-14)  1.00E-07
  2.400E+00 2.45084E-22  0.000E+00 ( 1.562E-11, 1.046E-12) ( 3.112E-13, 2.084E-14)  1.00E-07
  2.500E+00 2.08162E-22  0.000E+00 ( 1.439E-11, 9.724E-13) ( 2.988E-13, 2.019E-14)  1.00E-07
  2.600E+00 1.77939E-22  0.000E+00 ( 1.331E-11, 9.066E-13) ( 2.873E-13, 1.957E-14)  1.00E-07
  2.700E+00 1.53007E-22  0.000E+00 ( 1.234E-11, 8.475E-13) ( 2.766E-13, 1.900E-14)  1.00E-07
  2.800E+00 1.32293E-22  0.000E+00 ( 1.147E-11, 7.941E-13) ( 2.667E-13, 1.846E-14)  1.00E-07
  2.900E+00 1.14968E-22  0.000E+00 ( 1.069E-11, 7.458E-13) ( 2.575E-13, 1.796E-14)  1.00E-07
  3.000E+00 1.00389E-22  0.000E+00 ( 9.992E-12, 7.018E-13) ( 2.489E-13, 1.748E-14)  1.00E-07
  3.100E+00 8.80493E-23  0.000E+00 ( 9.357E-12, 6.617E-13) ( 2.409E-13, 1.703E-14)  1.00E-07
  3.200E+00 7.75486E-23  0.000E+00 ( 8.781E-12, 6.251E-13) ( 2.333E-13, 1.661E-14)  1.00E-07
  3.300E+00 6.85676E-23  0.000E+00 ( 8.256E-12, 5.914E-13) ( 2.263E-13, 1.621E-14)  1.00E-07
  3.400E+00 6.08498E-23  0.000E+00 ( 7.777E-12, 5.605E-13) ( 2.196E-13, 1.583E-14)  1.00E-07
  3.500E+00 5.41880E-23  0.000E+00 ( 7.339E-12, 5.320E-13) ( 2.133E-13, 1.546E-14)  1.00E-07
  3.600E+00 4.84134E-23  0.000E+00 ( 6.936E-12, 5.057E-13) ( 2.074E-13, 1.512E-14)  1.00E-07
  3.700E+00 4.33879E-23  0.000E+00 ( 6.566E-12, 4.814E-13) ( 2.018E-13, 1.479E-14)  1.00E-07
  3.800E+00 3.89978E-23  0.000E+00 ( 6.225E-12, 4.588E-13) ( 1.965E-13, 1.448E-14)  1.00E-07
  3.900E+00 3.51492E-23  0.000E+00 ( 5.909E-12, 4.378E-13) ( 1.914E-13, 1.418E-14)  1.00E-07
  4.000E+00 3.17638E-23  0.000E+00 ( 5.617E-12, 4.182E-13) ( 1.866E-13, 1.389E-14)  1.00E-07
  4.100E+00 2.87764E-23  0.000E+00 ( 5.346E-12, 4.000E-13) ( 1.821E-13, 1.362E-14)  1.00E-07
  4.200E+00 2.61320E-23  0.000E+00 ( 5.094E-12, 3.829E-13) ( 1.777E-13, 1.336E-14)  1.00E-07
  4.300E+00 2.37845E-23  0.000E+00 ( 4.860E-12, 3.670E-13) ( 1.736E-13, 1.311E-14)  1.00E-07
  4.400E+00 2.16948E-23  0.000E+00 ( 4.641E-12, 3.520E-13) ( 1.696E-13, 1.287E-14)  1.00E-07
  4.500E+00 1.98296E-23  0.000E+00 ( 4.437E-12, 3.380E-13) ( 1.658E-13, 1.263E-14)  1.00E-07
  4.600E+00 1.81606E-23  0.000E+00 ( 4.246E-12, 3.248E-13) ( 1.622E-13, 1.241E-14)  1.00E-07
  4.700E+00 1.66635E-23  0.000E+00 ( 4.067E-12, 3.124E-13) ( 1.588E-13, 1.220E-14)  1.00E-07
  4.800E+00 1.53176E-23  0.000E+00 ( 3.899E-12, 3.007E-13) ( 1.555E-13, 1.199E-14)  1.00E-07
  4.900E+00 1.41049E-23  0.000E+00 ( 3.741E-12, 2.897E-13) ( 1.523E-13, 1.179E-14)  1.00E-07
  5.000E+00 1.30098E-23  0.000E+00 ( 3.593E-12, 2.792E-13) ( 1.492E-13, 1.160E-14)  1.00E-07
  5.100E+00 1.20189E-23  0.000E+00 ( 3.453E-12, 2.694E-13) ( 1.463E-13, 1.141E-14)  1.00E-07
  5.200E+00 1.11206E-23  0.000E+00 ( 3.321E-12, 2.600E-13) ( 1.435E-13, 1.123E-14)  1.00E-07
  5.300E+00 1.03047E-23  0.000E+00 ( 3.197E-12, 2.512E-13) ( 1.408E-13, 1.106E-14)  1.00E-07
  5.400E+00 9.56220E-24  0.000E+00 ( 3.080E-12, 2.428E-13) ( 1.382E-13, 1.089E-14)  1.00E-07
  5.500E+00 8.88542E-24  0.000E+00 ( 2.968E-12, 2.348E-13) ( 1.356E-13, 1.073E-14)  1.00E-07
  5.600E+00 8.26745E-24  0.000E+00 ( 2.863E-12, 2.273E-13) ( 1.332E-13, 1.057E-14)  1.00E-07
  5.700E+00 7.70227E-24  0.000E+00 ( 2.763E-12, 2.201E-13) ( 1.309E-13, 1.042E-14)  1.00E-07
  5.800E+00 7.18458E-24  0.000E+00 ( 2.669E-12, 2.132E-13) ( 1.286E-13, 1.027E-14)  1.00E-07
  5.900E+00 6.70964E-24  0.000E+00 ( 2.579E-12, 2.067E-13) ( 1.264E-13, 1.013E-14)  1.00E-07
  6.000E+00 6.27330E-24  0.000E+00 ( 2.494E-12, 2.004E-13) ( 1.243E-13, 9.992E-15)  1.00E-07
  6.100E+00 5.87186E-24  0.000E+00 ( 2.412E-12, 1.945E-13) ( 1.223E-13, 9.858E-15)  1.00E-07
  6.200E+00 5.50202E-24  0.000E+00 ( 2.335E-12, 1.888E-13) ( 1.203E-13, 9.727E-15)  1.00E-07
  6.300E+00 5.16083E-24  0.000E+00 ( 2.261E-12, 1.834E-13) ( 1.184E-13, 9.600E-15)  1.00E-07
  6.400E+00 4.84569E-24  0.000E+00 ( 2.191E-12, 1.782E-13) ( 1.165E-13, 9.476E-15)  1.00E-07
  6.500E+00 4.55422E-24  0.000E+00 ( 2.124E-12, 1.732E-13) ( 1.147E-13, 9.356E-15)  1.00E-07
  6.600E+00 4.28435E-24  0.000E+00 ( 2.060E-12, 1.684E-13) ( 1.130E-13, 9.239E-15)  1.00E-07
  6.700E+00 4.03417E-24  0.000E+00 ( 1.999E-12, 1.639E-13) ( 1.113E-13, 9.125E-15)  1.00E-07
  6.800E+00 3.80197E-24  0.000E+00 ( 1.940E-12, 1.595E-13) ( 1.097E-13, 9.014E-15)  1.00E-07
  6.900E+00 3.58625E-24  0.000E+00 ( 1.884E-12, 1.553E-13) ( 1.081E-13, 8.906E-15)  1.00E-07
  7.000E+00 3.38561E-24  0.000E+00 ( 1.831E-12, 1.513E-13) ( 1.065E-13, 8.801E-15)  1.00E-07
  7.100E+00 3.19879E-24  0.000E+00 ( 1.779E-12, 1.474E-13) ( 1.050E-13, 8.698E-15)  1.00E-07
  7.200E+00 3.02470E-24  0.000E+00 ( 1.730E-12, 1.437E-13) ( 1.035E-13, 8.598E-15)  1.00E-07
  7.300E+00 2.86227E-24  0.000E+00 ( 1.683E-12, 1.401E-13) ( 1.021E-13, 8.500E-15)  1.00E-07
  7.400E+00 2.71060E-24  0.000E+00 ( 1.638E-12, 1.366E-13) ( 1.007E-13, 8.405E-15)  1.00E-07
  7.500E+00 2.56885E-24  0.000E+00 ( 1.594E-12, 1.333E-13) ( 9.939E-14, 8.312E-15)  1.00E-07
  7.600E+00 2.43623E-24  0.000E+00 ( 1.552E-12, 1.301E-13) ( 9.807E-14, 8.221E-15)  1.00E-07
  7.700E+00 2.31207E-24  0.000E+00 ( 1.512E-12, 1.270E-13) ( 9.680E-14, 8.132E-15)  1.00E-07
  7.800E+00 2.19571E-24  0.000E+00 ( 1.473E-12, 1.241E-13) ( 9.555E-14, 8.046E-15)  1.00E-07
  7.900E+00 2.08657E-24  0.000E+00 ( 1.436E-12, 1.212E-13) ( 9.434E-14, 7.961E-15)  1.00E-07
  8.000E+00 1.98414E-24  0.000E+00 ( 1.400E-12, 1.184E-13) ( 9.315E-14, 7.878E-15)  1.00E-07
  8.100E+00 1.88791E-24  0.000E+00 ( 1.366E-12, 1.158E-13) ( 9.200E-14, 7.797E-15)  1.00E-07
  8.200E+00 1.79744E-24  0.000E+00 ( 1.333E-12, 1.132E-13) ( 9.087E-14, 7.718E-15)  1.00E-07
  8.300E+00 1.71232E-24  0.000E+00 ( 1.301E-12, 1.107E-13) ( 8.977E-14, 7.640E-15)  1.00E-07
  8.400E+00 1.63218E-24  0.000E+00 ( 1.270E-12, 1.083E-13) ( 8.870E-14, 7.564E-15)  1.00E-07
  8.500E+00 1.55668E-24  0.000E+00 ( 1.240E-12, 1.060E-13) ( 8.765E-14, 7.490E-15)  1.00E-07
  8.600E+00 1.48548E-24  0.000E+00 ( 1.211E-12, 1.037E-13) ( 8.663E-14, 7.417E-15)  1.00E-07
  8.700E+00 1.41831E-24  0.000E+00 ( 1.183E-12, 1.015E-13) ( 8.563E-14, 7.346E-15)  1.00E-07
  8.800E+00 1.35489E-24  0.000E+00 ( 1.157E-12, 9.943E-14) ( 8.465E-14, 7.276E-15)  1.00E-07
  8.900E+00 1.29498E-24  0.000E+00 ( 1.131E-12, 9.738E-14) ( 8.369E-14, 7.208E-15)  1.00E-07
  9.000E+00 1.23834E-24  0.000E+00 ( 1.106E-12, 9.540E-14) ( 8.276E-14, 7.141E-15)  1.00E-07
  9.100E+00 1.18476E-24  0.000E+00 ( 1.081E-12, 9.348E-14) ( 8.185E-14, 7.075E-15)  1.00E-07
  9.200E+00 1.13405E-24  0.000E+00 ( 1.058E-12, 9.162E-14) ( 8.095E-14, 7.011E-15)  1.00E-07
  9.300E+00 1.08602E-24  0.000E+00 ( 1.035E-12, 8.981E-14) ( 8.008E-14, 6.947E-15)  1.00E-07
  9.400E+00 1.04050E-24  0.000E+00 ( 1.013E-12, 8.806E-14) ( 7.922E-14, 6.885E-15)  1.00E-07
  9.500E+00 9.97344E-25  0.000E+00 ( 9.918E-13, 8.636E-14) ( 7.838E-14, 6.825E-15)  1.00E-07
  9.600E+00 9.56401E-25  0.000E+00 ( 9.712E-13, 8.471E-14) ( 7.756E-14, 6.765E-15)  1.00E-07
  9.700E+00 9.17536E-25  0.000E+00 ( 9.512E-13, 8.311E-14) ( 7.676E-14, 6.706E-15)  1.00E-07
  9.800E+00 8.80624E-25  0.000E+00 ( 9.317E-13, 8.155E-14) ( 7.597E-14, 6.649E-15)  1.00E-07
  9.900E+00 8.45548E-25  0.000E+00 ( 9.129E-13, 8.004E-14) ( 7.520E-14, 6.592E-15)  1.00E-07
  1.000E+01 8.12200E-25  0.000E+00 ( 8.947E-13, 7.857E-14) ( 7.444E-14, 6.537E-15)  1.00E-07
  1.025E+01 7.35745E-25  0.000E+00 ( 8.513E-13, 7.507E-14) ( 7.262E-14, 6.402E-15)  1.00E-07
  1.050E+01 6.68072E-25  0.000E+00 ( 8.111E-13, 7.180E-14) ( 7.088E-14, 6.274E-15)  1.00E-07
  1.075E+01 6.07999E-25  0.000E+00 ( 7.736E-13, 6.874E-14) ( 6.922E-14, 6.150E-15)  1.00E-07
  1.100E+01 5.54525E-25  0.000E+00 ( 7.386E-13, 6.588E-14) ( 6.764E-14, 6.032E-15)  1.00E-07
  1.125E+01 5.06798E-25  0.000E+00 ( 7.060E-13, 6.320E-14) ( 6.612E-14, 5.919E-15)  1.00E-07
  1.150E+01 4.64094E-25  0.000E+00 ( 6.754E-13, 6.068E-14) ( 6.468E-14, 5.810E-15)  1.00E-07
  1.175E+01 4.25790E-25  0.000E+00 ( 6.468E-13, 5.831E-14) ( 6.329E-14, 5.705E-15)  1.00E-07
  1.200E+01 3.91355E-25  0.000E+00 ( 6.200E-13, 5.607E-14) ( 6.196E-14, 5.604E-15)  1.00E-07
  1.225E+01 3.60329E-25  0.000E+00 ( 5.947E-13, 5.397E-14) ( 6.069E-14, 5.506E-15)  1.00E-07
  1.250E+01 3.32314E-25  0.000E+00 ( 5.710E-13, 5.198E-14) ( 5.946E-14, 5.413E-15)  1.00E-07
  1.275E+01 3.06967E-25  0.000E+00 ( 5.487E-13, 5.010E-14) ( 5.829E-14, 5.322E-15)  1.00E-07
  1.300E+01 2.83989E-25  0.000E+00 ( 5.276E-13, 4.833E-14) ( 5.716E-14, 5.235E-15)  1.00E-07
  1.325E+01 2.63119E-25  0.000E+00 ( 5.077E-13, 4.664E-14) ( 5.607E-14, 5.151E-15)  1.00E-07
  1.350E+01 2.44129E-25  0.000E+00 ( 4.889E-13, 4.505E-14) ( 5.502E-14, 5.069E-15)  1.00E-07
  1.375E+01 2.26820E-25  0.000E+00 ( 4.712E-13, 4.354E-14) ( 5.401E-14, 4.990E-15)  1.00E-07
  1.400E+01 2.11017E-25  0.000E+00 ( 4.543E-13, 4.210E-14) ( 5.304E-14, 4.914E-15)  1.00E-07
  1.425E+01 1.96564E-25  0.000E+00 ( 4.384E-13, 4.073E-14) ( 5.210E-14, 4.840E-15)  1.00E-07
  1.450E+01 1.83326E-25  0.000E+00 ( 4.232E-13, 3.943E-14) ( 5.119E-14, 4.768E-15)  1.00E-07
  1.475E+01 1.71183E-25  0.000E+00 ( 4.089E-13, 3.819E-14) ( 5.031E-14, 4.699E-15)  1.00E-07
  1.500E+01 1.60027E-25  0.000E+00 ( 3.952E-13, 3.701E-14) ( 4.946E-14, 4.631E-15)  1.00E-07
  1.525E+01 1.49764E-25  0.000E+00 ( 3.822E-13, 3.588E-14) ( 4.864E-14, 4.566E-15)  1.00E-07
  1.550E+01 1.40309E-25  0.000E+00 ( 3.698E-13, 3.481E-14) ( 4.785E-14, 4.503E-15)  1.00E-07
  1.575E+01 1.31588E-25  0.000E+00 ( 3.581E-13, 3.378E-14) ( 4.708E-14, 4.441E-15)  1.00E-07
  1.600E+01 1.23533E-25  0.000E+00 ( 3.468E-13, 3.280E-14) ( 4.633E-14, 4.381E-15)  1.00E-07
  1.625E+01 1.16084E-25  0.000E+00 ( 3.361E-13, 3.186E-14) ( 4.561E-14, 4.323E-15)  1.00E-07
  1.650E+01 1.09187E-25  0.000E+00 ( 3.259E-13, 3.096E-14) ( 4.491E-14, 4.266E-15)  1.00E-07
  1.675E+01 1.02793E-25  0.000E+00 ( 3.161E-13, 3.010E-14) ( 4.423E-14, 4.211E-15)  1.00E-07
  1.700E+01 9.68602E-26  0.000E+00 ( 3.067E-13, 2.927E-14) ( 4.357E-14, 4.157E-15)  1.00E-07
  1.725E+01 9.13481E-26  0.000E+00 ( 2.978E-13, 2.848E-14) ( 4.293E-14, 4.105E-15)  1.00E-07
  1.750E+01 8.62221E-26  0.000E+00 ( 2.892E-13, 2.772E-14) ( 4.231E-14, 4.054E-15)  1.00E-07
  1.775E+01 8.14496E-26  0.000E+00 ( 2.810E-13, 2.699E-14) ( 4.170E-14, 4.004E-15)  1.00E-07
  1.800E+01 7.70025E-26  0.000E+00 ( 2.731E-13, 2.629E-14) ( 4.111E-14, 3.956E-15)  1.00E-07
  1.825E+01 7.28536E-26  0.000E+00 ( 2.656E-13, 2.561E-14) ( 4.054E-14, 3.908E-15)  1.00E-07
  1.850E+01 6.89802E-26  0.000E+00 ( 2.583E-13, 2.496E-14) ( 3.998E-14, 3.862E-15)  1.00E-07
  1.875E+01 6.53600E-26  0.000E+00 ( 2.514E-13, 2.434E-14) ( 3.944E-14, 3.817E-15)  1.00E-07
  1.900E+01 6.19737E-26  0.000E+00 ( 2.447E-13, 2.374E-14) ( 3.891E-14, 3.773E-15)  1.00E-07
  1.925E+01 5.88034E-26  0.000E+00 ( 2.383E-13, 2.316E-14) ( 3.839E-14, 3.731E-15)  1.00E-07
  1.950E+01 5.58326E-26  0.000E+00 ( 2.321E-13, 2.260E-14) ( 3.789E-14, 3.689E-15)  1.00E-07
  1.975E+01 5.30467E-26  0.000E+00 ( 2.262E-13, 2.206E-14) ( 3.740E-14, 3.648E-15)  1.00E-07
  2.000E+01 5.04318E-26  0.000E+00 ( 2.204E-13, 2.154E-14) ( 3.693E-14, 3.608E-15)  1.00E-07
  2.025E+01 4.79756E-26  0.000E+00 ( 2.149E-13, 2.104E-14) ( 3.646E-14, 3.569E-15)  1.00E-07
  2.050E+01 4.56667E-26  0.000E+00 ( 2.096E-13, 2.056E-14) ( 3.601E-14, 3.530E-15)  1.00E-07
  2.075E+01 4.34947E-26  0.000E+00 ( 2.045E-13, 2.009E-14) ( 3.556E-14, 3.493E-15)  1.00E-07
  2.100E+01 4.14498E-26  0.000E+00 ( 1.995E-13, 1.964E-14) ( 3.513E-14, 3.456E-15)  1.00E-07
  2.125E+01 3.95234E-26  0.000E+00 ( 1.948E-13, 1.920E-14) ( 3.471E-14, 3.420E-15)  1.00E-07
  2.150E+01 3.77072E-26  0.000E+00 ( 1.902E-13, 1.878E-14) ( 3.429E-14, 3.385E-15)  1.00E-07
  2.175E+01 3.59938E-26  0.000E+00 ( 1.857E-13, 1.837E-14) ( 3.389E-14, 3.351E-15)  1.00E-07
  2.200E+01 3.43763E-26  0.000E+00 ( 1.814E-13, 1.797E-14) ( 3.350E-14, 3.317E-15)  1.00E-07
  2.225E+01 3.28484E-26  0.000E+00 ( 1.773E-13, 1.759E-14) ( 3.311E-14, 3.284E-15)  1.00E-07
