 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 6.5000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 1.1478551E-15  6.6731910E-16
 # 1st transport cs: 3.0948776E-16  2.8887061E-16
 # 2nd transport cs: 3.2776250E-16  2.6472142E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  3.277910E-15  1.154897E-15  0.000000E+00
  1.000000E-04  7.615575E-13  3.277910E-15  1.154897E-15 -1.464939E-10
  1.250000E-04  1.189937E-12  3.277910E-15  1.154897E-15 -1.831174E-10
  1.500000E-04  1.713463E-12  3.277910E-15  1.154897E-15 -2.197409E-10
  1.750000E-04  2.332246E-12  3.277910E-15  1.154897E-15 -2.563643E-10
  2.000000E-04  3.046174E-12  3.277910E-15  1.154897E-15 -2.929878E-10
  2.250000E-04  3.855305E-12  3.277910E-15  1.154897E-15 -3.296113E-10
  2.500000E-04  4.759637E-12  3.277910E-15  1.154897E-15 -3.662348E-10
  2.750000E-04  5.759171E-12  3.277910E-15  1.154897E-15 -4.028582E-10
  3.000000E-04  6.853906E-12  3.277910E-15  1.154897E-15 -4.394817E-10
  3.250000E-04  8.043788E-12  3.277910E-15  1.154897E-15 -4.761052E-10
  3.500000E-04  9.328927E-12  3.277910E-15  1.154897E-15 -5.127287E-10
  3.750000E-04  1.070921E-11  3.277910E-15  1.154897E-15 -5.493522E-10
  4.000000E-04  1.218470E-11  3.277910E-15  1.154897E-15 -5.859756E-10
  4.250000E-04  1.375539E-11  3.277910E-15  1.154897E-15 -6.225991E-10
  4.500000E-04  1.542128E-11  3.277910E-15  1.154897E-15 -6.592226E-10
  4.750000E-04  1.718231E-11  3.277910E-15  1.154897E-15 -6.958461E-10
  5.000000E-04  1.903860E-11  3.277910E-15  1.154897E-15 -7.324695E-10
  5.250000E-04  2.099004E-11  3.277910E-15  1.154897E-15 -7.690930E-10
  5.500000E-04  2.303668E-11  3.277910E-15  1.154897E-15 -8.057165E-10
  5.750000E-04  2.517853E-11  3.277910E-15  1.154897E-15 -8.423400E-10
  6.000000E-04  2.741557E-11  3.277910E-15  1.154897E-15 -8.789634E-10
  6.250000E-04  2.974782E-11  3.277910E-15  1.154897E-15 -9.155869E-10
  6.500000E-04  3.217521E-11  3.277910E-15  1.154897E-15 -9.522104E-10
  6.750000E-04  3.469786E-11  3.277910E-15  1.154897E-15 -9.888339E-10
  7.000000E-04  3.731565E-11  3.277910E-15  1.154897E-15 -1.025457E-09
  7.250000E-04  4.002865E-11  3.277910E-15  1.154897E-15 -1.062081E-09
  7.500000E-04  4.283685E-11  3.277910E-15  1.154897E-15 -1.098704E-09
  7.750000E-04  4.574019E-11  3.277910E-15  1.154897E-15 -1.135328E-09
  8.000000E-04  4.873879E-11  3.277910E-15  1.154897E-15 -1.171951E-09
  8.250000E-04  5.183254E-11  3.277910E-15  1.154897E-15 -1.208575E-09
  8.500000E-04  5.502154E-11  3.277910E-15  1.154897E-15 -1.245198E-09
  8.750000E-04  5.830569E-11  3.277910E-15  1.154897E-15 -1.281822E-09
  9.000000E-04  6.168505E-11  3.277910E-15  1.154897E-15 -1.318445E-09
  9.250000E-04  6.515954E-11  3.277910E-15  1.154897E-15 -1.355069E-09
  9.500000E-04  6.872930E-11  3.277910E-15  1.154897E-15 -1.391692E-09
