 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 3.0000000E+06 eV
 #
 # Furness-McCarthy exchange potential
 #
 # No correlation-polarization potential
 #
 # No absorption potential
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 3.5570647E-19  3.0242391E-19
 # 1st transport cs: 8.3347120E-24  8.3321323E-24
 # 2nd transport cs: 2.3819311E-23  2.3811585E-23
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  4.371371E-14  2.124258E-14  0.000000E+00
  1.000000E-04  7.615575E-13  4.371361E-14  2.124256E-14  0.000000E+00
  1.250000E-04  1.189937E-12  4.371355E-14  2.124254E-14  0.000000E+00
  1.500000E-04  1.713463E-12  4.371348E-14  2.124252E-14  0.000000E+00
  1.750000E-04  2.332246E-12  4.371340E-14  2.124250E-14  0.000000E+00
  2.000000E-04  3.046174E-12  4.371331E-14  2.124247E-14  0.000000E+00
  2.250000E-04  3.855305E-12  4.371320E-14  2.124245E-14  0.000000E+00
  2.500000E-04  4.759637E-12  4.371308E-14  2.124241E-14  0.000000E+00
  2.750000E-04  5.759171E-12  4.371295E-14  2.124238E-14  0.000000E+00
  3.000000E-04  6.853906E-12  4.371280E-14  2.124234E-14  0.000000E+00
  3.250000E-04  8.043788E-12  4.371264E-14  2.124230E-14  0.000000E+00
  3.500000E-04  9.328927E-12  4.371247E-14  2.124225E-14  0.000000E+00
  3.750000E-04  1.070921E-11  4.371229E-14  2.124220E-14  0.000000E+00
  4.000000E-04  1.218470E-11  4.371209E-14  2.124215E-14  0.000000E+00
  4.250000E-04  1.375539E-11  4.371188E-14  2.124210E-14  0.000000E+00
  4.500000E-04  1.542128E-11  4.371166E-14  2.124204E-14  0.000000E+00
  4.750000E-04  1.718231E-11  4.371142E-14  2.124198E-14  0.000000E+00
  5.000000E-04  1.903860E-11  4.371118E-14  2.124191E-14  0.000000E+00
  5.250000E-04  2.099004E-11  4.371092E-14  2.124184E-14  0.000000E+00
  5.500000E-04  2.303668E-11  4.371064E-14  2.124177E-14  0.000000E+00
  5.750000E-04  2.517853E-11  4.371036E-14  2.124169E-14  0.000000E+00
  6.000000E-04  2.741557E-11  4.371006E-14  2.124161E-14  0.000000E+00
  6.250000E-04  2.974782E-11  4.370975E-14  2.124153E-14  0.000000E+00
  6.500000E-04  3.217521E-11  4.370943E-14  2.124145E-14  0.000000E+00
  6.750000E-04  3.469786E-11  4.370909E-14  2.124136E-14  0.000000E+00
  7.000000E-04  3.731565E-11  4.370874E-14  2.124127E-14  0.000000E+00
  7.250000E-04  4.002865E-11  4.370838E-14  2.124117E-14  0.000000E+00
  7.500000E-04  4.283685E-11  4.370801E-14  2.124107E-14  0.000000E+00
  7.750000E-04  4.574019E-11  4.370762E-14  2.124097E-14  0.000000E+00
  8.000000E-04  4.873879E-11  4.370722E-14  2.124086E-14  0.000000E+00
  8.250000E-04  5.183254E-11  4.370681E-14  2.124075E-14  0.000000E+00
  8.500000E-04  5.502154E-11  4.370638E-14  2.124064E-14  0.000000E+00
  8.750000E-04  5.830569E-11  4.370595E-14  2.124052E-14  0.000000E+00
  9.000000E-04  6.168505E-11  4.370550E-14  2.124040E-14  0.000000E+00
  9.250000E-04  6.515954E-11  4.370503E-14  2.124028E-14  0.000000E+00
  9.500000E-04  6.872930E-11  4.370456E-14  2.124016E-14  0.000000E+00
  9.750000E-04  7.239426E-11  4.370407E-14  2.124003E-14  0.000000E+00
  1.000000E-03  7.615436E-11  4.370357E-14  2.123989E-14  0.000000E+00
  1.250000E-03  1.189912E-10  4.369787E-14  2.123838E-14  0.000000E+00
  1.500000E-03  1.713473E-10  4.369090E-14  2.123653E-14  0.000000E+00
  1.750000E-03  2.332227E-10  4.368266E-14  2.123435E-14  0.000000E+00
  2.000000E-03  3.046174E-10  4.367316E-14  2.123183E-14  0.000000E+00
  2.250000E-03  3.855314E-10  4.366240E-14  2.122898E-14  0.000000E+00
  2.500000E-03  4.759647E-10  4.365038E-14  2.122579E-14  0.000000E+00
  2.750000E-03  5.759173E-10  4.363709E-14  2.122226E-14  0.000000E+00
  3.000000E-03  6.853892E-10  4.362254E-14  2.121840E-14  0.000000E+00
  3.250000E-03  8.043804E-10  4.360674E-14  2.121421E-14  0.000000E+00
  3.500000E-03  9.328908E-10  4.358968E-14  2.120968E-14  0.000000E+00
  3.750000E-03  1.070921E-09  4.357137E-14  2.120482E-14  0.000000E+00
  4.000000E-03  1.218470E-09  4.355181E-14  2.119963E-14  0.000000E+00
  4.250000E-03  1.375538E-09  4.353100E-14  2.119410E-14  0.000000E+00
  4.500000E-03  1.542126E-09  4.350894E-14  2.118824E-14  0.000000E+00
  4.750000E-03  1.718233E-09  4.348563E-14  2.118205E-14  0.000000E+00
  5.000000E-03  1.903859E-09  4.346108E-14  2.117552E-14  0.000000E+00
  5.250000E-03  2.099004E-09  4.343530E-14  2.116867E-14  0.000000E+00
  5.500000E-03  2.303669E-09  4.340828E-14  2.116148E-14  0.000000E+00
  5.750000E-03  2.517853E-09  4.338002E-14  2.115397E-14  0.000000E+00
  6.000000E-03  2.741557E-09  4.335054E-14  2.114612E-14  0.000000E+00
  6.250000E-03  2.974779E-09  4.331982E-14  2.113794E-14  0.000000E+00
  6.500000E-03  3.217521E-09  4.328789E-14  2.112944E-14  0.000000E+00
  6.750000E-03  3.469783E-09  4.325473E-14  2.112061E-14  0.000000E+00
  7.000000E-03  3.731563E-09  4.322036E-14  2.111145E-14  0.000000E+00
  7.250000E-03  4.002863E-09  4.318478E-14  2.110196E-14  0.000000E+00
  7.500000E-03  4.283682E-09  4.314799E-14  2.109215E-14  0.000000E+00
  7.750000E-03  4.574021E-09  4.311000E-14  2.108201E-14  0.000000E+00
  8.000000E-03  4.873879E-09  4.307080E-14  2.107155E-14  0.000000E+00
  8.250000E-03  5.183256E-09  4.303041E-14  2.106076E-14  0.000000E+00
  8.500000E-03  5.502152E-09  4.298883E-14  2.104965E-14  0.000000E+00
  8.750000E-03  5.830568E-09  4.294607E-14  2.103822E-14  0.000000E+00
  9.000000E-03  6.168503E-09  4.290212E-14  2.102646E-14  0.000000E+00
  9.250000E-03  6.515957E-09  4.285699E-14  2.101439E-14  0.000000E+00
  9.500000E-03  6.872931E-09  4.281070E-14  2.100199E-14  0.000000E+00
  9.750000E-03  7.239423E-09  4.276324E-14  2.098928E-14  0.000000E+00
  1.000000E-02  7.615435E-09  4.271462E-14  2.097625E-14  0.000000E+00
  1.250000E-02  1.189912E-08  4.216579E-14  2.082863E-14  0.000000E+00
  1.500000E-02  1.713473E-08  4.150752E-14  2.065033E-14  0.000000E+00
  1.750000E-02  2.332227E-08  4.074688E-14  2.044254E-14  0.000000E+00
  2.000000E-02  3.046174E-08  3.989188E-14  2.020666E-14  0.000000E+00
  2.250000E-02  3.855314E-08  3.895123E-14  1.994423E-14  0.000000E+00
  2.500000E-02  4.759647E-08  3.793424E-14  1.965693E-14  0.000000E+00
  2.750000E-02  5.759173E-08  3.685063E-14  1.934655E-14  0.000000E+00
  3.000000E-02  6.853892E-08  3.571031E-14  1.901495E-14  0.000000E+00
  3.250000E-02  8.043804E-08  3.452329E-14  1.866407E-14  0.000000E+00
  3.500000E-02  9.328908E-08  3.329943E-14  1.829589E-14  0.000000E+00
  3.750000E-02  1.070921E-07  3.204839E-14  1.791238E-14  0.000000E+00
  4.000000E-02  1.218470E-07  3.077942E-14  1.751555E-14  0.000000E+00
  4.250000E-02  1.375538E-07  2.950132E-14  1.710735E-14  0.000000E+00
  4.500000E-02  1.542126E-07  2.822230E-14  1.668970E-14  0.000000E+00
  4.750000E-02  1.718233E-07  2.694996E-14  1.626447E-14  0.000000E+00
  5.000000E-02  1.903859E-07  2.569118E-14  1.583346E-14  0.000000E+00
  5.250000E-02  2.099004E-07  2.445213E-14  1.539838E-14  0.000000E+00
  5.500000E-02  2.303669E-07  2.323827E-14  1.496086E-14  0.000000E+00
  5.750000E-02  2.517853E-07  2.205431E-14  1.452242E-14  0.000000E+00
  6.000000E-02  2.741557E-07  2.090422E-14  1.408449E-14  0.000000E+00
  6.250000E-02  2.974779E-07  1.979131E-14  1.364840E-14  0.000000E+00
  6.500000E-02  3.217521E-07  1.871821E-14  1.321535E-14  0.000000E+00
  6.750000E-02  3.469782E-07  1.768695E-14  1.278645E-14  0.000000E+00
  7.000000E-02  3.731563E-07  1.669897E-14  1.236270E-14  0.000000E+00
  7.250000E-02  4.002863E-07  1.575519E-14  1.194498E-14  0.000000E+00
  7.500000E-02  4.283682E-07  1.485607E-14  1.153409E-14  0.000000E+00
  7.750000E-02  4.574020E-07  1.400164E-14  1.113073E-14  0.000000E+00
  8.000000E-02  4.873878E-07  1.319157E-14  1.073548E-14  0.000000E+00
  8.250000E-02  5.183255E-07  1.242523E-14  1.034887E-14  0.000000E+00
  8.500000E-02  5.502151E-07  1.170169E-14  9.971318E-15  0.000000E+00
  8.750000E-02  5.830567E-07  1.101982E-14  9.603173E-15  0.000000E+00
  9.000000E-02  6.168501E-07  1.037829E-14  9.244714E-15  0.000000E+00
  9.250000E-02  6.515956E-07  9.775661E-15  8.896151E-15  0.000000E+00
  9.500000E-02  6.872929E-07  9.210347E-15  8.557633E-15  0.000000E+00
  9.750000E-02  7.239422E-07  8.680705E-15  8.229254E-15  0.000000E+00
  1.000000E-01  7.615434E-07  8.185037E-15  7.911057E-15  0.000000E+00
  1.250000E-01  1.189911E-06  4.726104E-15  5.272007E-15  0.000000E+00
  1.500000E-01  1.713472E-06  2.998385E-15  3.486686E-15  0.000000E+00
  1.750000E-01  2.332225E-06  2.070469E-15  2.319097E-15  0.000000E+00
  2.000000E-01  3.046171E-06  1.499742E-15  1.563647E-15  0.000000E+00
  2.250000E-01  3.855309E-06  1.101611E-15  1.073488E-15  0.000000E+00
  2.500000E-01  4.759640E-06  8.034524E-16  7.520286E-16  0.000000E+00
  2.750000E-01  5.759162E-06  5.768219E-16  5.379643E-16  0.000000E+00
  3.000000E-01  6.853876E-06  4.089639E-16  3.928705E-16  0.000000E+00
  3.250000E-01  8.043782E-06  2.907765E-16  2.926609E-16  0.000000E+00
  3.500000E-01  9.328879E-06  2.122558E-16  2.221231E-16  0.000000E+00
  3.750000E-01  1.070917E-05  1.621641E-16  1.715363E-16  0.000000E+00
  4.000000E-01  1.218465E-05  1.298158E-16  1.345998E-16  0.000000E+00
  4.250000E-01  1.375532E-05  1.070206E-16  1.071661E-16  0.000000E+00
  4.500000E-01  1.542118E-05  8.889814E-17  8.646075E-17  0.000000E+00
  4.750000E-01  1.718223E-05  7.338184E-17  7.059788E-17  0.000000E+00
  5.000000E-01  1.903847E-05  6.004109E-17  5.827477E-17  0.000000E+00
  5.250000E-01  2.098990E-05  4.898726E-17  4.857772E-17  0.000000E+00
  5.500000E-01  2.303652E-05  4.025791E-17  4.085614E-17  0.000000E+00
  5.750000E-01  2.517832E-05  3.364572E-17  3.464017E-17  0.000000E+00
  6.000000E-01  2.741532E-05  2.874917E-17  2.958581E-17  0.000000E+00
  6.250000E-01  2.974750E-05  2.507528E-17  2.543794E-17  0.000000E+00
  6.500000E-01  3.217487E-05  2.214178E-17  2.200506E-17  0.000000E+00
  6.750000E-01  3.469743E-05  1.957506E-17  1.914171E-17  0.000000E+00
  7.000000E-01  3.731517E-05  1.717975E-17  1.673623E-17  0.000000E+00
  7.250000E-01  4.002810E-05  1.494025E-17  1.470203E-17  0.000000E+00
  7.500000E-01  4.283621E-05  1.294674E-17  1.297128E-17  0.000000E+00
  7.750000E-01  4.573951E-05  1.128970E-17  1.149040E-17  0.000000E+00
  8.000000E-01  4.873800E-05  9.986316E-18  1.021669E-17  0.000000E+00
  8.250000E-01  5.183166E-05  8.972410E-18  9.115840E-18  0.000000E+00
  8.500000E-01  5.502051E-05  8.144445E-18  8.160104E-18  0.000000E+00
  8.750000E-01  5.830454E-05  7.410184E-18  7.326858E-18  0.000000E+00
  9.000000E-01  6.168376E-05  6.716654E-18  6.597548E-18  0.000000E+00
  9.250000E-01  6.515815E-05  6.050741E-18  5.956859E-18  0.000000E+00
  9.500000E-01  6.872773E-05  5.425220E-18  5.392081E-18  0.000000E+00
  9.750000E-01  7.239249E-05  4.862758E-18  4.892601E-18  0.000000E+00
  1.000000E+00  7.615242E-05  4.382401E-18  4.449520E-18  0.000000E+00
  1.100000E+00  9.214394E-05  3.147124E-18  3.107187E-18  0.000000E+00
  1.200000E+00  1.096583E-04  2.211454E-18  2.233143E-18  0.000000E+00
  1.300000E+00  1.286953E-04  1.654493E-18  1.644475E-18  0.000000E+00
  1.400000E+00  1.492551E-04  1.232316E-18  1.236578E-18  0.000000E+00
  1.500000E+00  1.713375E-04  9.485596E-19  9.469650E-19  0.000000E+00
  1.600000E+00  1.949425E-04  7.372009E-19  7.369230E-19  0.000000E+00
  1.700000E+00  2.200699E-04  5.801032E-19  5.817122E-19  0.000000E+00
  1.800000E+00  2.467198E-04  4.671507E-19  4.650936E-19  0.000000E+00
  1.900000E+00  2.748920E-04  3.742147E-19  3.761535E-19  0.000000E+00
  2.000000E+00  3.045865E-04  3.092016E-19  3.074028E-19  0.000000E+00
  2.100000E+00  3.358031E-04  2.518810E-19  2.536051E-19  0.000000E+00
  2.200000E+00  3.685418E-04  2.125646E-19  2.110365E-19  0.000000E+00
  2.300000E+00  4.028024E-04  1.757952E-19  1.770081E-19  0.000000E+00
  2.400000E+00  4.385850E-04  1.504943E-19  1.495504E-19  0.000000E+00
  2.500000E+00  4.758892E-04  1.264331E-19  1.272026E-19  0.000000E+00
  2.600000E+00  5.147151E-04  1.094732E-19  1.088680E-19  0.000000E+00
  2.700000E+00  5.550625E-04  9.329749E-20  9.371411E-20  0.000000E+00
  2.800000E+00  5.969313E-04  8.136242E-20  8.110268E-20  0.000000E+00
  2.900000E+00  6.403214E-04  7.037522E-20  7.053965E-20  0.000000E+00
  3.000000E+00  6.852326E-04  6.173251E-20  6.163918E-20  0.000000E+00
  3.100000E+00  7.316648E-04  5.408002E-20  5.409745E-20  0.000000E+00
  3.200000E+00  7.796179E-04  4.762902E-20  4.767338E-20  0.000000E+00
  3.300000E+00  8.290917E-04  4.224744E-20  4.217424E-20  0.000000E+00
  3.400000E+00  8.800860E-04  3.736012E-20  3.744494E-20  0.000000E+00
  3.500000E+00  9.326008E-04  3.345885E-20  3.335985E-20  0.000000E+00
  3.600000E+00  9.866358E-04  2.970635E-20  2.981659E-20  0.000000E+00
  3.700000E+00  1.042191E-03  2.683778E-20  2.673125E-20  0.000000E+00
  3.800000E+00  1.099266E-03  2.394109E-20  2.403466E-20  0.000000E+00
  3.900000E+00  1.157861E-03  2.175334E-20  2.166955E-20  0.000000E+00
  4.000000E+00  1.217975E-03  1.951165E-20  1.958824E-20  0.000000E+00
  4.100000E+00  1.279609E-03  1.781509E-20  1.775085E-20  0.000000E+00
