 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 2.5000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 1.9274552E-15  1.1512392E-15
 # 1st transport cs: 7.2762874E-16  6.5962020E-16
 # 2nd transport cs: 8.8847149E-16  7.3140264E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.534598E-15  8.532849E-16  0.000000E+00
  1.000000E-04  7.615575E-13  2.534598E-15  8.532849E-16 -4.369544E-10
  1.250000E-04  1.189937E-12  2.534598E-15  8.532849E-16 -5.461930E-10
  1.500000E-04  1.713463E-12  2.534598E-15  8.532849E-16 -6.554316E-10
  1.750000E-04  2.332246E-12  2.534598E-15  8.532849E-16 -7.646703E-10
  2.000000E-04  3.046174E-12  2.534598E-15  8.532849E-16 -8.739089E-10
  2.250000E-04  3.855305E-12  2.534598E-15  8.532849E-16 -9.831475E-10
  2.500000E-04  4.759637E-12  2.534598E-15  8.532849E-16 -1.092386E-09
  2.750000E-04  5.759171E-12  2.534598E-15  8.532849E-16 -1.201625E-09
  3.000000E-04  6.853906E-12  2.534598E-15  8.532849E-16 -1.310863E-09
  3.250000E-04  8.043788E-12  2.534598E-15  8.532849E-16 -1.420102E-09
  3.500000E-04  9.328927E-12  2.534598E-15  8.532849E-16 -1.529341E-09
  3.750000E-04  1.070921E-11  2.534598E-15  8.532849E-16 -1.638579E-09
  4.000000E-04  1.218470E-11  2.534598E-15  8.532849E-16 -1.747818E-09
  4.250000E-04  1.375539E-11  2.534598E-15  8.532849E-16 -1.857056E-09
  4.500000E-04  1.542128E-11  2.534598E-15  8.532849E-16 -1.966295E-09
  4.750000E-04  1.718231E-11  2.534598E-15  8.532849E-16 -2.075534E-09
  5.000000E-04  1.903860E-11  2.534598E-15  8.532849E-16 -2.184772E-09
  5.250000E-04  2.099004E-11  2.534598E-15  8.532849E-16 -2.294011E-09
  5.500000E-04  2.303668E-11  2.534598E-15  8.532849E-16 -2.403249E-09
  5.750000E-04  2.517853E-11  2.534598E-15  8.532849E-16 -2.512488E-09
  6.000000E-04  2.741557E-11  2.534598E-15  8.532849E-16 -2.621727E-09
  6.250000E-04  2.974782E-11  2.534598E-15  8.532849E-16 -2.730965E-09
  6.500000E-04  3.217521E-11  2.534598E-15  8.532849E-16 -2.840204E-09
  6.750000E-04  3.469786E-11  2.534598E-15  8.532849E-16 -2.949442E-09
  7.000000E-04  3.731565E-11  2.534598E-15  8.532849E-16 -3.058681E-09
  7.250000E-04  4.002865E-11  2.534598E-15  8.532849E-16 -3.167920E-09
  7.500000E-04  4.283685E-11  2.534598E-15  8.532849E-16 -3.277158E-09
  7.750000E-04  4.574019E-11  2.534598E-15  8.532849E-16 -3.386397E-09
  8.000000E-04  4.873879E-11  2.534598E-15  8.532849E-16 -3.495635E-09
  8.250000E-04  5.183254E-11  2.534598E-15  8.532849E-16 -3.604874E-09
