 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 2.0000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 2.1059639E-15  1.3006096E-15
 # 1st transport cs: 8.7435565E-16  7.9797051E-16
 # 2nd transport cs: 1.1292809E-15  9.3353077E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.274531E-15  7.674378E-16  0.000000E+00
  1.000000E-04  7.615575E-13  2.274531E-15  7.674378E-16 -4.917844E-10
  1.250000E-04  1.189937E-12  2.274531E-15  7.674378E-16 -6.147304E-10
  1.500000E-04  1.713463E-12  2.274531E-15  7.674378E-16 -7.376765E-10
  1.750000E-04  2.332246E-12  2.274531E-15  7.674378E-16 -8.606226E-10
  2.000000E-04  3.046174E-12  2.274531E-15  7.674378E-16 -9.835687E-10
  2.250000E-04  3.855305E-12  2.274531E-15  7.674378E-16 -1.106515E-09
  2.500000E-04  4.759637E-12  2.274531E-15  7.674378E-16 -1.229461E-09
  2.750000E-04  5.759171E-12  2.274531E-15  7.674378E-16 -1.352407E-09
  3.000000E-04  6.853906E-12  2.274531E-15  7.674378E-16 -1.475353E-09
  3.250000E-04  8.043788E-12  2.274531E-15  7.674378E-16 -1.598299E-09
  3.500000E-04  9.328927E-12  2.274531E-15  7.674378E-16 -1.721245E-09
  3.750000E-04  1.070921E-11  2.274531E-15  7.674378E-16 -1.844191E-09
  4.000000E-04  1.218470E-11  2.274531E-15  7.674378E-16 -1.967137E-09
  4.250000E-04  1.375539E-11  2.274531E-15  7.674378E-16 -2.090084E-09
  4.500000E-04  1.542128E-11  2.274531E-15  7.674378E-16 -2.213030E-09
  4.750000E-04  1.718231E-11  2.274531E-15  7.674378E-16 -2.335976E-09
  5.000000E-04  1.903860E-11  2.274531E-15  7.674378E-16 -2.458922E-09
  5.250000E-04  2.099004E-11  2.274531E-15  7.674378E-16 -2.581868E-09
  5.500000E-04  2.303668E-11  2.274531E-15  7.674378E-16 -2.704814E-09
  5.750000E-04  2.517853E-11  2.274531E-15  7.674378E-16 -2.827760E-09
  6.000000E-04  2.741557E-11  2.274531E-15  7.674378E-16 -2.950706E-09
  6.250000E-04  2.974782E-11  2.274531E-15  7.674378E-16 -3.073652E-09
  6.500000E-04  3.217521E-11  2.274531E-15  7.674378E-16 -3.196598E-09
  6.750000E-04  3.469786E-11  2.274531E-15  7.674378E-16 -3.319544E-09
  7.000000E-04  3.731565E-11  2.274531E-15  7.674378E-16 -3.442491E-09
  7.250000E-04  4.002865E-11  2.274531E-15  7.674378E-16 -3.565437E-09
  7.500000E-04  4.283685E-11  2.274531E-15  7.674378E-16 -3.688383E-09
  7.750000E-04  4.574019E-11  2.274531E-15  7.674378E-16 -3.811329E-09
  8.000000E-04  4.873879E-11  2.274531E-15  7.674378E-16 -3.934275E-09
  8.250000E-04  5.183254E-11  2.274531E-15  7.674378E-16 -4.057221E-09
  8.500000E-04  5.502154E-11  2.274531E-15  7.674378E-16 -4.180167E-09
  8.750000E-04  5.830569E-11  2.274531E-15  7.674378E-16 -4.303113E-09
  9.000000E-04  6.168505E-11  2.274531E-15  7.674378E-16 -4.426059E-09
  9.250000E-04  6.515954E-11  2.274531E-15  7.674378E-16 -4.549005E-09
  9.500000E-04  6.872930E-11  2.274531E-15  7.674378E-16 -4.671951E-09
  9.750000E-04  7.239426E-11  2.274531E-15  7.674378E-16 -4.794898E-09
