 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 7.0000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 1.0379764E-15  6.0773773E-16
 # 1st transport cs: 2.7225175E-16  2.5501924E-16
 # 2nd transport cs: 2.8932232E-16  2.3651993E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  3.172010E-15  1.126874E-15  0.000000E+00
  1.000000E-04  7.615575E-13  3.172010E-15  1.126874E-15 -1.225814E-10
  1.250000E-04  1.189937E-12  3.172010E-15  1.126874E-15 -1.532267E-10
  1.500000E-04  1.713463E-12  3.172010E-15  1.126874E-15 -1.838721E-10
  1.750000E-04  2.332246E-12  3.172010E-15  1.126874E-15 -2.145174E-10
  2.000000E-04  3.046174E-12  3.172010E-15  1.126874E-15 -2.451628E-10
  2.250000E-04  3.855305E-12  3.172010E-15  1.126874E-15 -2.758081E-10
  2.500000E-04  4.759637E-12  3.172010E-15  1.126874E-15 -3.064535E-10
  2.750000E-04  5.759171E-12  3.172010E-15  1.126874E-15 -3.370988E-10
  3.000000E-04  6.853906E-12  3.172010E-15  1.126874E-15 -3.677442E-10
  3.250000E-04  8.043788E-12  3.172010E-15  1.126874E-15 -3.983895E-10
  3.500000E-04  9.328927E-12  3.172010E-15  1.126874E-15 -4.290349E-10
  3.750000E-04  1.070921E-11  3.172010E-15  1.126874E-15 -4.596802E-10
  4.000000E-04  1.218470E-11  3.172010E-15  1.126874E-15 -4.903256E-10
  4.250000E-04  1.375539E-11  3.172010E-15  1.126874E-15 -5.209709E-10
  4.500000E-04  1.542128E-11  3.172010E-15  1.126874E-15 -5.516163E-10
  4.750000E-04  1.718231E-11  3.172010E-15  1.126874E-15 -5.822616E-10
  5.000000E-04  1.903860E-11  3.172010E-15  1.126874E-15 -6.129070E-10
  5.250000E-04  2.099004E-11  3.172010E-15  1.126874E-15 -6.435523E-10
  5.500000E-04  2.303668E-11  3.172010E-15  1.126874E-15 -6.741977E-10
  5.750000E-04  2.517853E-11  3.172010E-15  1.126874E-15 -7.048430E-10
  6.000000E-04  2.741557E-11  3.172010E-15  1.126874E-15 -7.354884E-10
  6.250000E-04  2.974782E-11  3.172010E-15  1.126874E-15 -7.661337E-10
  6.500000E-04  3.217521E-11  3.172010E-15  1.126874E-15 -7.967791E-10
  6.750000E-04  3.469786E-11  3.172010E-15  1.126874E-15 -8.274244E-10
  7.000000E-04  3.731565E-11  3.172010E-15  1.126874E-15 -8.580697E-10
  7.250000E-04  4.002865E-11  3.172010E-15  1.126874E-15 -8.887151E-10
  7.500000E-04  4.283685E-11  3.172010E-15  1.126874E-15 -9.193604E-10
  7.750000E-04  4.574019E-11  3.172010E-15  1.126874E-15 -9.500058E-10
  8.000000E-04  4.873879E-11  3.172010E-15  1.126874E-15 -9.806511E-10
  8.250000E-04  5.183254E-11  3.172010E-15  1.126874E-15 -1.011296E-09
  8.500000E-04  5.502154E-11  3.172010E-15  1.126874E-15 -1.041942E-09
  8.750000E-04  5.830569E-11  3.172010E-15  1.126874E-15 -1.072587E-09
  9.000000E-04  6.168505E-11  3.172010E-15  1.126874E-15 -1.103233E-09
  9.250000E-04  6.515954E-11  3.172010E-15  1.126874E-15 -1.133878E-09
  9.500000E-04  6.872930E-11  3.172010E-15  1.126874E-15 -1.164523E-09
  9.750000E-04  7.239426E-11  3.172010E-15  1.126874E-15 -1.195169E-09
  1.000000E-03  7.615436E-11  3.172010E-15  1.126874E-15 -1.225814E-09
  1.250000E-03  1.189912E-10  3.172010E-15  1.126874E-15 -1.532267E-09
  1.500000E-03  1.713473E-10  3.172010E-15  1.126874E-15 -1.838721E-09
  1.750000E-03  2.332227E-10  3.172010E-15  1.126874E-15 -2.145174E-09
  2.000000E-03  3.046174E-10  3.172010E-15  1.126874E-15 -2.451628E-09
  2.250000E-03  3.855314E-10  3.172009E-15  1.126874E-15 -2.758082E-09
  2.500000E-03  4.759647E-10  3.172009E-15  1.126873E-15 -3.064535E-09
  2.750000E-03  5.759173E-10  3.172009E-15  1.126873E-15 -3.370989E-09
  3.000000E-03  6.853892E-10  3.172009E-15  1.126873E-15 -3.677442E-09
  3.250000E-03  8.043804E-10  3.172009E-15  1.126873E-15 -3.983896E-09
  3.500000E-03  9.328908E-10  3.172009E-15  1.126873E-15 -4.290350E-09
  3.750000E-03  1.070921E-09  3.172008E-15  1.126873E-15 -4.596803E-09
  4.000000E-03  1.218470E-09  3.172008E-15  1.126873E-15 -4.903257E-09
  4.250000E-03  1.375538E-09  3.172008E-15  1.126873E-15 -5.209711E-09
  4.500000E-03  1.542126E-09  3.172008E-15  1.126873E-15 -5.516164E-09
  4.750000E-03  1.718233E-09  3.172007E-15  1.126873E-15 -5.822618E-09
  5.000000E-03  1.903859E-09  3.172007E-15  1.126873E-15 -6.129072E-09
  5.250000E-03  2.099004E-09  3.172007E-15  1.126873E-15 -6.435526E-09
  5.500000E-03  2.303669E-09  3.172006E-15  1.126872E-15 -6.741980E-09
  5.750000E-03  2.517853E-09  3.172006E-15  1.126872E-15 -7.048434E-09
  6.000000E-03  2.741557E-09  3.172006E-15  1.126872E-15 -7.354888E-09
  6.250000E-03  2.974779E-09  3.172005E-15  1.126872E-15 -7.661342E-09
  6.500000E-03  3.217521E-09  3.172005E-15  1.126872E-15 -7.967796E-09
  6.750000E-03  3.469783E-09  3.172004E-15  1.126872E-15 -8.274250E-09
  7.000000E-03  3.731563E-09  3.172004E-15  1.126872E-15 -8.580704E-09
  7.250000E-03  4.002863E-09  3.172003E-15  1.126872E-15 -8.887158E-09
  7.500000E-03  4.283682E-09  3.172003E-15  1.126871E-15 -9.193612E-09
  7.750000E-03  4.574021E-09  3.172002E-15  1.126871E-15 -9.500067E-09
  8.000000E-03  4.873879E-09  3.172002E-15  1.126871E-15 -9.806521E-09
  8.250000E-03  5.183256E-09  3.172001E-15  1.126871E-15 -1.011298E-08
  8.500000E-03  5.502152E-09  3.172001E-15  1.126871E-15 -1.041943E-08
  8.750000E-03  5.830568E-09  3.172000E-15  1.126871E-15 -1.072588E-08
  9.000000E-03  6.168503E-09  3.172000E-15  1.126870E-15 -1.103234E-08
  9.250000E-03  6.515957E-09  3.171999E-15  1.126870E-15 -1.133879E-08
  9.500000E-03  6.872931E-09  3.171999E-15  1.126870E-15 -1.164525E-08
  9.750000E-03  7.239423E-09  3.171998E-15  1.126870E-15 -1.195170E-08
  1.000000E-02  7.615435E-09  3.171997E-15  1.126870E-15 -1.225816E-08
  1.250000E-02  1.189912E-08  3.171990E-15  1.126867E-15 -1.532271E-08
  1.500000E-02  1.713473E-08  3.171981E-15  1.126864E-15 -1.838727E-08
  1.750000E-02  2.332227E-08  3.171971E-15  1.126861E-15 -2.145185E-08
  2.000000E-02  3.046174E-08  3.171959E-15  1.126857E-15 -2.451643E-08
  2.250000E-02  3.855314E-08  3.171946E-15  1.126852E-15 -2.758103E-08
  2.500000E-02  4.759647E-08  3.171931E-15  1.126847E-15 -3.064564E-08
  2.750000E-02  5.759173E-08  3.171914E-15  1.126842E-15 -3.371028E-08
  3.000000E-02  6.853892E-08  3.171896E-15  1.126836E-15 -3.677493E-08
  3.250000E-02  8.043804E-08  3.171876E-15  1.126829E-15 -3.983960E-08
  3.500000E-02  9.328908E-08  3.171854E-15  1.126822E-15 -4.290430E-08
