 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 9.5000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 7.0030945E-16  4.2414734E-16
 # 1st transport cs: 1.6511865E-16  1.5788136E-16
 # 2nd transport cs: 1.8178651E-16  1.5769229E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.796323E-15  1.021573E-15  0.000000E+00
  1.000000E-04  7.615575E-13  2.796323E-15  1.021573E-15 -2.458639E-11
  1.250000E-04  1.189937E-12  2.796323E-15  1.021573E-15 -3.073299E-11
  1.500000E-04  1.713463E-12  2.796323E-15  1.021573E-15 -3.687959E-11
  1.750000E-04  2.332246E-12  2.796323E-15  1.021573E-15 -4.302619E-11
  2.000000E-04  3.046174E-12  2.796323E-15  1.021573E-15 -4.917279E-11
  2.250000E-04  3.855305E-12  2.796323E-15  1.021573E-15 -5.531939E-11
  2.500000E-04  4.759637E-12  2.796323E-15  1.021573E-15 -6.146598E-11
  2.750000E-04  5.759171E-12  2.796323E-15  1.021573E-15 -6.761258E-11
  3.000000E-04  6.853906E-12  2.796323E-15  1.021573E-15 -7.375918E-11
  3.250000E-04  8.043788E-12  2.796323E-15  1.021573E-15 -7.990578E-11
  3.500000E-04  9.328927E-12  2.796323E-15  1.021573E-15 -8.605238E-11
  3.750000E-04  1.070921E-11  2.796323E-15  1.021573E-15 -9.219898E-11
  4.000000E-04  1.218470E-11  2.796323E-15  1.021573E-15 -9.834557E-11
  4.250000E-04  1.375539E-11  2.796323E-15  1.021573E-15 -1.044922E-10
  4.500000E-04  1.542128E-11  2.796323E-15  1.021573E-15 -1.106388E-10
  4.750000E-04  1.718231E-11  2.796323E-15  1.021573E-15 -1.167854E-10
  5.000000E-04  1.903860E-11  2.796323E-15  1.021573E-15 -1.229320E-10
  5.250000E-04  2.099004E-11  2.796323E-15  1.021573E-15 -1.290786E-10
  5.500000E-04  2.303668E-11  2.796323E-15  1.021573E-15 -1.352252E-10
  5.750000E-04  2.517853E-11  2.796323E-15  1.021573E-15 -1.413718E-10
  6.000000E-04  2.741557E-11  2.796323E-15  1.021573E-15 -1.475184E-10
  6.250000E-04  2.974782E-11  2.796323E-15  1.021573E-15 -1.536650E-10
  6.500000E-04  3.217521E-11  2.796323E-15  1.021573E-15 -1.598116E-10
  6.750000E-04  3.469786E-11  2.796323E-15  1.021573E-15 -1.659582E-10
  7.000000E-04  3.731565E-11  2.796323E-15  1.021573E-15 -1.721048E-10
  7.250000E-04  4.002865E-11  2.796323E-15  1.021573E-15 -1.782514E-10
  7.500000E-04  4.283685E-11  2.796323E-15  1.021573E-15 -1.843979E-10
  7.750000E-04  4.574019E-11  2.796323E-15  1.021573E-15 -1.905445E-10
  8.000000E-04  4.873879E-11  2.796323E-15  1.021573E-15 -1.966911E-10
  8.250000E-04  5.183254E-11  2.796323E-15  1.021573E-15 -2.028377E-10
  8.500000E-04  5.502154E-11  2.796323E-15  1.021573E-15 -2.089843E-10
  8.750000E-04  5.830569E-11  2.796323E-15  1.021573E-15 -2.151309E-10
  9.000000E-04  6.168505E-11  2.796323E-15  1.021573E-15 -2.212775E-10
  9.250000E-04  6.515954E-11  2.796323E-15  1.021573E-15 -2.274241E-10
  9.500000E-04  6.872930E-11  2.796323E-15  1.021573E-15 -2.335707E-10
  9.750000E-04  7.239426E-11  2.796323E-15  1.021573E-15 -2.397173E-10
  1.000000E-03  7.615436E-11  2.796323E-15  1.021573E-15 -2.458639E-10
  1.250000E-03  1.189912E-10  2.796323E-15  1.021573E-15 -3.073299E-10
  1.500000E-03  1.713473E-10  2.796323E-15  1.021573E-15 -3.687959E-10
  1.750000E-03  2.332227E-10  2.796323E-15  1.021573E-15 -4.302619E-10
  2.000000E-03  3.046174E-10  2.796323E-15  1.021572E-15 -4.917278E-10
  2.250000E-03  3.855314E-10  2.796323E-15  1.021572E-15 -5.531938E-10
  2.500000E-03  4.759647E-10  2.796323E-15  1.021572E-15 -6.146597E-10
  2.750000E-03  5.759173E-10  2.796322E-15  1.021572E-15 -6.761257E-10
  3.000000E-03  6.853892E-10  2.796322E-15  1.021572E-15 -7.375916E-10
  3.250000E-03  8.043804E-10  2.796322E-15  1.021572E-15 -7.990576E-10
  3.500000E-03  9.328908E-10  2.796322E-15  1.021572E-15 -8.605235E-10
  3.750000E-03  1.070921E-09  2.796321E-15  1.021572E-15 -9.219894E-10
  4.000000E-03  1.218470E-09  2.796321E-15  1.021572E-15 -9.834553E-10
  4.250000E-03  1.375538E-09  2.796321E-15  1.021572E-15 -1.044921E-09
  4.500000E-03  1.542126E-09  2.796320E-15  1.021572E-15 -1.106387E-09
  4.750000E-03  1.718233E-09  2.796320E-15  1.021572E-15 -1.167853E-09
  5.000000E-03  1.903859E-09  2.796320E-15  1.021571E-15 -1.229319E-09
  5.250000E-03  2.099004E-09  2.796319E-15  1.021571E-15 -1.290785E-09
  5.500000E-03  2.303669E-09  2.796319E-15  1.021571E-15 -1.352251E-09
  5.750000E-03  2.517853E-09  2.796318E-15  1.021571E-15 -1.413716E-09
  6.000000E-03  2.741557E-09  2.796318E-15  1.021571E-15 -1.475182E-09
  6.250000E-03  2.974779E-09  2.796318E-15  1.021571E-15 -1.536648E-09
  6.500000E-03  3.217521E-09  2.796317E-15  1.021571E-15 -1.598114E-09
  6.750000E-03  3.469783E-09  2.796317E-15  1.021570E-15 -1.659579E-09
  7.000000E-03  3.731563E-09  2.796316E-15  1.021570E-15 -1.721045E-09
  7.250000E-03  4.002863E-09  2.796316E-15  1.021570E-15 -1.782511E-09
  7.500000E-03  4.283682E-09  2.796315E-15  1.021570E-15 -1.843977E-09
  7.750000E-03  4.574021E-09  2.796314E-15  1.021570E-15 -1.905442E-09
  8.000000E-03  4.873879E-09  2.796314E-15  1.021569E-15 -1.966908E-09
  8.250000E-03  5.183256E-09  2.796313E-15  1.021569E-15 -2.028374E-09
  8.500000E-03  5.502152E-09  2.796313E-15  1.021569E-15 -2.089839E-09
  8.750000E-03  5.830568E-09  2.796312E-15  1.021569E-15 -2.151305E-09
  9.000000E-03  6.168503E-09  2.796311E-15  1.021569E-15 -2.212770E-09
  9.250000E-03  6.515957E-09  2.796311E-15  1.021568E-15 -2.274236E-09
  9.500000E-03  6.872931E-09  2.796310E-15  1.021568E-15 -2.335702E-09
  9.750000E-03  7.239423E-09  2.796309E-15  1.021568E-15 -2.397167E-09
  1.000000E-02  7.615435E-09  2.796308E-15  1.021568E-15 -2.458633E-09
  1.250000E-02  1.189912E-08  2.796300E-15  1.021565E-15 -3.073286E-09
  1.500000E-02  1.713473E-08  2.796289E-15  1.021561E-15 -3.687936E-09
  1.750000E-02  2.332227E-08  2.796277E-15  1.021557E-15 -4.302582E-09
  2.000000E-02  3.046174E-08  2.796263E-15  1.021553E-15 -4.917224E-09
  2.250000E-02  3.855314E-08  2.796247E-15  1.021547E-15 -5.531861E-09
  2.500000E-02  4.759647E-08  2.796229E-15  1.021542E-15 -6.146492E-09
  2.750000E-02  5.759173E-08  2.796209E-15  1.021535E-15 -6.761117E-09
  3.000000E-02  6.853892E-08  2.796187E-15  1.021528E-15 -7.375734E-09
  3.250000E-02  8.043804E-08  2.796164E-15  1.021520E-15 -7.990344E-09
  3.500000E-02  9.328908E-08  2.796138E-15  1.021512E-15 -8.604946E-09
  3.750000E-02  1.070921E-07  2.796111E-15  1.021503E-15 -9.219539E-09
  4.000000E-02  1.218470E-07  2.796082E-15  1.021493E-15 -9.834122E-09
  4.250000E-02  1.375538E-07  2.796051E-15  1.021483E-15 -1.044869E-08
  4.500000E-02  1.542126E-07  2.796018E-15  1.021472E-15 -1.106326E-08
