 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 4.0000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 1.5589186E-15  9.0019664E-16
 # 1st transport cs: 5.0646109E-16  4.6337675E-16
 # 2nd transport cs: 5.4866068E-16  4.3631016E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.998618E-15  1.028663E-15  0.000000E+00
  1.000000E-04  7.615575E-13  2.998618E-15  1.028663E-15 -2.899383E-10
  1.250000E-04  1.189937E-12  2.998618E-15  1.028663E-15 -3.624229E-10
  1.500000E-04  1.713463E-12  2.998618E-15  1.028663E-15 -4.349075E-10
  1.750000E-04  2.332246E-12  2.998618E-15  1.028663E-15 -5.073921E-10
  2.000000E-04  3.046174E-12  2.998618E-15  1.028663E-15 -5.798767E-10
  2.250000E-04  3.855305E-12  2.998618E-15  1.028663E-15 -6.523612E-10
  2.500000E-04  4.759637E-12  2.998618E-15  1.028663E-15 -7.248458E-10
  2.750000E-04  5.759171E-12  2.998618E-15  1.028663E-15 -7.973304E-10
  3.000000E-04  6.853906E-12  2.998618E-15  1.028663E-15 -8.698150E-10
  3.250000E-04  8.043788E-12  2.998618E-15  1.028663E-15 -9.422996E-10
  3.500000E-04  9.328927E-12  2.998618E-15  1.028663E-15 -1.014784E-09
  3.750000E-04  1.070921E-11  2.998618E-15  1.028663E-15 -1.087269E-09
  4.000000E-04  1.218470E-11  2.998618E-15  1.028663E-15 -1.159753E-09
  4.250000E-04  1.375539E-11  2.998618E-15  1.028663E-15 -1.232238E-09
  4.500000E-04  1.542128E-11  2.998618E-15  1.028663E-15 -1.304722E-09
