 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 2.0000000E+06 eV
 #
 # Furness-McCarthy exchange potential
 #
 # No correlation-polarization potential
 #
 # No absorption potential
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 3.6294006E-19  3.0887998E-19
 # 1st transport cs: 1.5992597E-23  1.5988964E-23
 # 2nd transport cs: 4.5517241E-23  4.5506344E-23
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.235912E-14  1.086543E-14  0.000000E+00
  1.000000E-04  7.615575E-13  2.235909E-14  1.086542E-14  0.000000E+00
  1.250000E-04  1.189937E-12  2.235908E-14  1.086542E-14  0.000000E+00
  1.500000E-04  1.713463E-12  2.235906E-14  1.086541E-14  0.000000E+00
  1.750000E-04  2.332246E-12  2.235904E-14  1.086541E-14  0.000000E+00
  2.000000E-04  3.046174E-12  2.235901E-14  1.086540E-14  0.000000E+00
  2.250000E-04  3.855305E-12  2.235899E-14  1.086539E-14  0.000000E+00
  2.500000E-04  4.759637E-12  2.235896E-14  1.086538E-14  0.000000E+00
  2.750000E-04  5.759171E-12  2.235892E-14  1.086537E-14  0.000000E+00
  3.000000E-04  6.853906E-12  2.235888E-14  1.086536E-14  0.000000E+00
  3.250000E-04  8.043788E-12  2.235884E-14  1.086535E-14  0.000000E+00
  3.500000E-04  9.328927E-12  2.235880E-14  1.086534E-14  0.000000E+00
  3.750000E-04  1.070921E-11  2.235875E-14  1.086533E-14  0.000000E+00
  4.000000E-04  1.218470E-11  2.235870E-14  1.086532E-14  0.000000E+00
  4.250000E-04  1.375539E-11  2.235865E-14  1.086530E-14  0.000000E+00
  4.500000E-04  1.542128E-11  2.235859E-14  1.086529E-14  0.000000E+00
  4.750000E-04  1.718231E-11  2.235853E-14  1.086527E-14  0.000000E+00
  5.000000E-04  1.903860E-11  2.235847E-14  1.086525E-14  0.000000E+00
  5.250000E-04  2.099004E-11  2.235840E-14  1.086524E-14  0.000000E+00
  5.500000E-04  2.303668E-11  2.235833E-14  1.086522E-14  0.000000E+00
  5.750000E-04  2.517853E-11  2.235826E-14  1.086520E-14  0.000000E+00
  6.000000E-04  2.741557E-11  2.235818E-14  1.086518E-14  0.000000E+00
  6.250000E-04  2.974782E-11  2.235810E-14  1.086516E-14  0.000000E+00
  6.500000E-04  3.217521E-11  2.235802E-14  1.086514E-14  0.000000E+00
  6.750000E-04  3.469786E-11  2.235793E-14  1.086511E-14  0.000000E+00
  7.000000E-04  3.731565E-11  2.235784E-14  1.086509E-14  0.000000E+00
  7.250000E-04  4.002865E-11  2.235775E-14  1.086506E-14  0.000000E+00
  7.500000E-04  4.283685E-11  2.235766E-14  1.086504E-14  0.000000E+00
  7.750000E-04  4.574019E-11  2.235756E-14  1.086501E-14  0.000000E+00
  8.000000E-04  4.873879E-11  2.235746E-14  1.086499E-14  0.000000E+00
  8.250000E-04  5.183254E-11  2.235735E-14  1.086496E-14  0.000000E+00
  8.500000E-04  5.502154E-11  2.235724E-14  1.086493E-14  0.000000E+00
  8.750000E-04  5.830569E-11  2.235713E-14  1.086490E-14  0.000000E+00
  9.000000E-04  6.168505E-11  2.235701E-14  1.086487E-14  0.000000E+00
  9.250000E-04  6.515954E-11  2.235689E-14  1.086484E-14  0.000000E+00
  9.500000E-04  6.872930E-11  2.235677E-14  1.086480E-14  0.000000E+00
  9.750000E-04  7.239426E-11  2.235665E-14  1.086477E-14  0.000000E+00
  1.000000E-03  7.615436E-11  2.235652E-14  1.086474E-14  0.000000E+00
  1.250000E-03  1.189912E-10  2.235506E-14  1.086435E-14  0.000000E+00
  1.500000E-03  1.713473E-10  2.235327E-14  1.086388E-14  0.000000E+00
  1.750000E-03  2.332227E-10  2.235116E-14  1.086332E-14  0.000000E+00
  2.000000E-03  3.046174E-10  2.234873E-14  1.086267E-14  0.000000E+00
  2.250000E-03  3.855314E-10  2.234597E-14  1.086194E-14  0.000000E+00
