 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 1.0000000E+02 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 6.5941483E-16  4.0177986E-16
 # 1st transport cs: 1.5273186E-16  1.4653109E-16
 # 2nd transport cs: 1.6966996E-16  1.4864322E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.750430E-15  1.008544E-15  0.000000E+00
  1.000000E-04  7.615575E-13  2.750430E-15  1.008544E-15 -1.143918E-11
  1.250000E-04  1.189937E-12  2.750430E-15  1.008544E-15 -1.429898E-11
  1.500000E-04  1.713463E-12  2.750430E-15  1.008544E-15 -1.715878E-11
  1.750000E-04  2.332246E-12  2.750430E-15  1.008544E-15 -2.001857E-11
  2.000000E-04  3.046174E-12  2.750430E-15  1.008544E-15 -2.287837E-11
  2.250000E-04  3.855305E-12  2.750430E-15  1.008544E-15 -2.573817E-11
  2.500000E-04  4.759637E-12  2.750430E-15  1.008544E-15 -2.859796E-11
  2.750000E-04  5.759171E-12  2.750430E-15  1.008544E-15 -3.145776E-11
  3.000000E-04  6.853906E-12  2.750430E-15  1.008544E-15 -3.431755E-11
  3.250000E-04  8.043788E-12  2.750430E-15  1.008544E-15 -3.717735E-11
  3.500000E-04  9.328927E-12  2.750430E-15  1.008544E-15 -4.003715E-11
  3.750000E-04  1.070921E-11  2.750430E-15  1.008544E-15 -4.289694E-11
  4.000000E-04  1.218470E-11  2.750430E-15  1.008544E-15 -4.575674E-11
  4.250000E-04  1.375539E-11  2.750430E-15  1.008544E-15 -4.861654E-11
  4.500000E-04  1.542128E-11  2.750430E-15  1.008544E-15 -5.147633E-11
  4.750000E-04  1.718231E-11  2.750430E-15  1.008544E-15 -5.433613E-11
  5.000000E-04  1.903860E-11  2.750430E-15  1.008544E-15 -5.719592E-11
  5.250000E-04  2.099004E-11  2.750430E-15  1.008544E-15 -6.005572E-11
  5.500000E-04  2.303668E-11  2.750430E-15  1.008544E-15 -6.291552E-11
  5.750000E-04  2.517853E-11  2.750430E-15  1.008544E-15 -6.577531E-11
  6.000000E-04  2.741557E-11  2.750430E-15  1.008544E-15 -6.863511E-11
  6.250000E-04  2.974782E-11  2.750430E-15  1.008544E-15 -7.149490E-11
  6.500000E-04  3.217521E-11  2.750430E-15  1.008544E-15 -7.435470E-11
  6.750000E-04  3.469786E-11  2.750430E-15  1.008544E-15 -7.721450E-11
  7.000000E-04  3.731565E-11  2.750430E-15  1.008544E-15 -8.007429E-11
  7.250000E-04  4.002865E-11  2.750430E-15  1.008544E-15 -8.293409E-11
  7.500000E-04  4.283685E-11  2.750430E-15  1.008544E-15 -8.579388E-11
  7.750000E-04  4.574019E-11  2.750430E-15  1.008544E-15 -8.865368E-11
  8.000000E-04  4.873879E-11  2.750430E-15  1.008544E-15 -9.151347E-11
  8.250000E-04  5.183254E-11  2.750430E-15  1.008544E-15 -9.437327E-11
  8.500000E-04  5.502154E-11  2.750430E-15  1.008544E-15 -9.723307E-11
  8.750000E-04  5.830569E-11  2.750430E-15  1.008544E-15 -1.000929E-10
  9.000000E-04  6.168505E-11  2.750430E-15  1.008544E-15 -1.029527E-10
  9.250000E-04  6.515954E-11  2.750430E-15  1.008544E-15 -1.058125E-10
  9.500000E-04  6.872930E-11  2.750430E-15  1.008544E-15 -1.086722E-10
  9.750000E-04  7.239426E-11  2.750430E-15  1.008544E-15 -1.115320E-10
  1.000000E-03  7.615436E-11  2.750430E-15  1.008544E-15 -1.143918E-10
  1.250000E-03  1.189912E-10  2.750430E-15  1.008544E-15 -1.429898E-10
  1.500000E-03  1.713473E-10  2.750430E-15  1.008544E-15 -1.715877E-10
  1.750000E-03  2.332227E-10  2.750430E-15  1.008544E-15 -2.001857E-10
  2.000000E-03  3.046174E-10  2.750430E-15  1.008544E-15 -2.287836E-10
  2.250000E-03  3.855314E-10  2.750430E-15  1.008544E-15 -2.573815E-10
  2.500000E-03  4.759647E-10  2.750430E-15  1.008544E-15 -2.859795E-10
  2.750000E-03  5.759173E-10  2.750429E-15  1.008543E-15 -3.145774E-10
  3.000000E-03  6.853892E-10  2.750429E-15  1.008543E-15 -3.431753E-10
  3.250000E-03  8.043804E-10  2.750429E-15  1.008543E-15 -3.717732E-10
  3.500000E-03  9.328908E-10  2.750429E-15  1.008543E-15 -4.003710E-10
  3.750000E-03  1.070921E-09  2.750428E-15  1.008543E-15 -4.289689E-10
  4.000000E-03  1.218470E-09  2.750428E-15  1.008543E-15 -4.575667E-10
  4.250000E-03  1.375538E-09  2.750428E-15  1.008543E-15 -4.861646E-10
  4.500000E-03  1.542126E-09  2.750427E-15  1.008543E-15 -5.147624E-10
  4.750000E-03  1.718233E-09  2.750427E-15  1.008543E-15 -5.433602E-10
  5.000000E-03  1.903859E-09  2.750427E-15  1.008543E-15 -5.719580E-10
  5.250000E-03  2.099004E-09  2.750426E-15  1.008542E-15 -6.005557E-10
  5.500000E-03  2.303669E-09  2.750426E-15  1.008542E-15 -6.291535E-10
  5.750000E-03  2.517853E-09  2.750425E-15  1.008542E-15 -6.577512E-10
  6.000000E-03  2.741557E-09  2.750425E-15  1.008542E-15 -6.863489E-10
  6.250000E-03  2.974779E-09  2.750424E-15  1.008542E-15 -7.149466E-10
  6.500000E-03  3.217521E-09  2.750424E-15  1.008542E-15 -7.435442E-10
  6.750000E-03  3.469783E-09  2.750423E-15  1.008542E-15 -7.721418E-10
  7.000000E-03  3.731563E-09  2.750423E-15  1.008541E-15 -8.007394E-10
  7.250000E-03  4.002863E-09  2.750422E-15  1.008541E-15 -8.293370E-10
  7.500000E-03  4.283682E-09  2.750422E-15  1.008541E-15 -8.579345E-10
  7.750000E-03  4.574021E-09  2.750421E-15  1.008541E-15 -8.865321E-10
