 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 1.0000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 2.7916263E-15  1.8428311E-15
 # 1st transport cs: 1.7253664E-15  1.5061622E-15
 # 2nd transport cs: 2.2110103E-15  1.6197348E-15
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  1.517187E-15  5.491131E-16  0.000000E+00
  1.000000E-04  7.615575E-13  1.517187E-15  5.491131E-16 -5.611067E-10
  1.250000E-04  1.189937E-12  1.517187E-15  5.491131E-16 -7.013834E-10
  1.500000E-04  1.713463E-12  1.517187E-15  5.491131E-16 -8.416600E-10
  1.750000E-04  2.332246E-12  1.517187E-15  5.491131E-16 -9.819367E-10
  2.000000E-04  3.046174E-12  1.517187E-15  5.491131E-16 -1.122213E-09
  2.250000E-04  3.855305E-12  1.517187E-15  5.491131E-16 -1.262490E-09
  2.500000E-04  4.759637E-12  1.517187E-15  5.491131E-16 -1.402767E-09
  2.750000E-04  5.759171E-12  1.517187E-15  5.491131E-16 -1.543043E-09
  3.000000E-04  6.853906E-12  1.517187E-15  5.491131E-16 -1.683320E-09
  3.250000E-04  8.043788E-12  1.517187E-15  5.491131E-16 -1.823597E-09
  3.500000E-04  9.328927E-12  1.517187E-15  5.491131E-16 -1.963873E-09
  3.750000E-04  1.070921E-11  1.517187E-15  5.491131E-16 -2.104150E-09
  4.000000E-04  1.218470E-11  1.517187E-15  5.491131E-16 -2.244427E-09
  4.250000E-04  1.375539E-11  1.517187E-15  5.491131E-16 -2.384703E-09
  4.500000E-04  1.542128E-11  1.517187E-15  5.491131E-16 -2.524980E-09
  4.750000E-04  1.718231E-11  1.517187E-15  5.491131E-16 -2.665257E-09
  5.000000E-04  1.903860E-11  1.517187E-15  5.491131E-16 -2.805533E-09
  5.250000E-04  2.099004E-11  1.517187E-15  5.491131E-16 -2.945810E-09
  5.500000E-04  2.303668E-11  1.517187E-15  5.491131E-16 -3.086087E-09
  5.750000E-04  2.517853E-11  1.517187E-15  5.491131E-16 -3.226364E-09
  6.000000E-04  2.741557E-11  1.517187E-15  5.491131E-16 -3.366640E-09
  6.250000E-04  2.974782E-11  1.517187E-15  5.491131E-16 -3.506917E-09
  6.500000E-04  3.217521E-11  1.517187E-15  5.491131E-16 -3.647194E-09
  6.750000E-04  3.469786E-11  1.517187E-15  5.491131E-16 -3.787470E-09
  7.000000E-04  3.731565E-11  1.517187E-15  5.491131E-16 -3.927747E-09
