 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 6.0000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 1.2152531E-15  7.0424677E-16
 # 1st transport cs: 3.3966202E-16  3.1591433E-16
 # 2nd transport cs: 3.5749638E-16  2.8601441E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  3.244100E-15  1.138564E-15  0.000000E+00
  1.000000E-04  7.615575E-13  3.244100E-15  1.138564E-15 -1.669791E-10
  1.250000E-04  1.189937E-12  3.244100E-15  1.138564E-15 -2.087238E-10
  1.500000E-04  1.713463E-12  3.244100E-15  1.138564E-15 -2.504686E-10
  1.750000E-04  2.332246E-12  3.244100E-15  1.138564E-15 -2.922134E-10
  2.000000E-04  3.046174E-12  3.244100E-15  1.138564E-15 -3.339581E-10
  2.250000E-04  3.855305E-12  3.244100E-15  1.138564E-15 -3.757029E-10
  2.500000E-04  4.759637E-12  3.244100E-15  1.138564E-15 -4.174477E-10
  2.750000E-04  5.759171E-12  3.244100E-15  1.138564E-15 -4.591925E-10
  3.000000E-04  6.853906E-12  3.244100E-15  1.138564E-15 -5.009372E-10
  3.250000E-04  8.043788E-12  3.244100E-15  1.138564E-15 -5.426820E-10
  3.500000E-04  9.328927E-12  3.244100E-15  1.138564E-15 -5.844268E-10
  3.750000E-04  1.070921E-11  3.244100E-15  1.138564E-15 -6.261715E-10
  4.000000E-04  1.218470E-11  3.244100E-15  1.138564E-15 -6.679163E-10
  4.250000E-04  1.375539E-11  3.244100E-15  1.138564E-15 -7.096611E-10
  4.500000E-04  1.542128E-11  3.244100E-15  1.138564E-15 -7.514058E-10
  4.750000E-04  1.718231E-11  3.244100E-15  1.138564E-15 -7.931506E-10
  5.000000E-04  1.903860E-11  3.244100E-15  1.138564E-15 -8.348954E-10
  5.250000E-04  2.099004E-11  3.244100E-15  1.138563E-15 -8.766401E-10
  5.500000E-04  2.303668E-11  3.244100E-15  1.138563E-15 -9.183849E-10
  5.750000E-04  2.517853E-11  3.244100E-15  1.138563E-15 -9.601297E-10
  6.000000E-04  2.741557E-11  3.244100E-15  1.138563E-15 -1.001874E-09
  6.250000E-04  2.974782E-11  3.244100E-15  1.138563E-15 -1.043619E-09
  6.500000E-04  3.217521E-11  3.244100E-15  1.138563E-15 -1.085364E-09
  6.750000E-04  3.469786E-11  3.244100E-15  1.138563E-15 -1.127109E-09
  7.000000E-04  3.731565E-11  3.244100E-15  1.138563E-15 -1.168854E-09
  7.250000E-04  4.002865E-11  3.244100E-15  1.138563E-15 -1.210598E-09
  7.500000E-04  4.283685E-11  3.244100E-15  1.138563E-15 -1.252343E-09
  7.750000E-04  4.574019E-11  3.244100E-15  1.138563E-15 -1.294088E-09
  8.000000E-04  4.873879E-11  3.244100E-15  1.138563E-15 -1.335833E-09
  8.250000E-04  5.183254E-11  3.244100E-15  1.138563E-15 -1.377577E-09
  8.500000E-04  5.502154E-11  3.244100E-15  1.138563E-15 -1.419322E-09
  8.750000E-04  5.830569E-11  3.244100E-15  1.138563E-15 -1.461067E-09
  9.000000E-04  6.168505E-11  3.244100E-15  1.138563E-15 -1.502812E-09
  9.250000E-04  6.515954E-11  3.244100E-15  1.138563E-15 -1.544556E-09
  9.500000E-04  6.872930E-11  3.244100E-15  1.138563E-15 -1.586301E-09
  9.750000E-04  7.239426E-11  3.244100E-15  1.138563E-15 -1.628046E-09
  1.000000E-03  7.615436E-11  3.244100E-15  1.138563E-15 -1.669791E-09
  1.250000E-03  1.189912E-10  3.244100E-15  1.138563E-15 -2.087238E-09
  1.500000E-03  1.713473E-10  3.244100E-15  1.138563E-15 -2.504686E-09
  1.750000E-03  2.332227E-10  3.244100E-15  1.138563E-15 -2.922134E-09
  2.000000E-03  3.046174E-10  3.244100E-15  1.138563E-15 -3.339582E-09
  2.250000E-03  3.855314E-10  3.244100E-15  1.138563E-15 -3.757030E-09
  2.500000E-03  4.759647E-10  3.244099E-15  1.138563E-15 -4.174477E-09
  2.750000E-03  5.759173E-10  3.244099E-15  1.138563E-15 -4.591925E-09
  3.000000E-03  6.853892E-10  3.244099E-15  1.138563E-15 -5.009373E-09
  3.250000E-03  8.043804E-10  3.244099E-15  1.138563E-15 -5.426821E-09
  3.500000E-03  9.328908E-10  3.244099E-15  1.138563E-15 -5.844269E-09
  3.750000E-03  1.070921E-09  3.244099E-15  1.138563E-15 -6.261717E-09
  4.000000E-03  1.218470E-09  3.244098E-15  1.138563E-15 -6.679165E-09
  4.250000E-03  1.375538E-09  3.244098E-15  1.138563E-15 -7.096613E-09
  4.500000E-03  1.542126E-09  3.244098E-15  1.138563E-15 -7.514061E-09
  4.750000E-03  1.718233E-09  3.244098E-15  1.138563E-15 -7.931509E-09
  5.000000E-03  1.903859E-09  3.244097E-15  1.138563E-15 -8.348957E-09
  5.250000E-03  2.099004E-09  3.244097E-15  1.138563E-15 -8.766406E-09
  5.500000E-03  2.303669E-09  3.244097E-15  1.138562E-15 -9.183854E-09
  5.750000E-03  2.517853E-09  3.244096E-15  1.138562E-15 -9.601302E-09
  6.000000E-03  2.741557E-09  3.244096E-15  1.138562E-15 -1.001875E-08
  6.250000E-03  2.974779E-09  3.244096E-15  1.138562E-15 -1.043620E-08
  6.500000E-03  3.217521E-09  3.244095E-15  1.138562E-15 -1.085365E-08
  6.750000E-03  3.469783E-09  3.244095E-15  1.138562E-15 -1.127110E-08
  7.000000E-03  3.731563E-09  3.244095E-15  1.138562E-15 -1.168855E-08
  7.250000E-03  4.002863E-09  3.244094E-15  1.138562E-15 -1.210599E-08
  7.500000E-03  4.283682E-09  3.244094E-15  1.138561E-15 -1.252344E-08
  7.750000E-03  4.574021E-09  3.244094E-15  1.138561E-15 -1.294089E-08
  8.000000E-03  4.873879E-09  3.244093E-15  1.138561E-15 -1.335834E-08
  8.250000E-03  5.183256E-09  3.244093E-15  1.138561E-15 -1.377579E-08
  8.500000E-03  5.502152E-09  3.244092E-15  1.138561E-15 -1.419324E-08
  8.750000E-03  5.830568E-09  3.244092E-15  1.138561E-15 -1.461069E-08
  9.000000E-03  6.168503E-09  3.244091E-15  1.138561E-15 -1.502814E-08
  9.250000E-03  6.515957E-09  3.244091E-15  1.138560E-15 -1.544559E-08
  9.500000E-03  6.872931E-09  3.244090E-15  1.138560E-15 -1.586304E-08
  9.750000E-03  7.239423E-09  3.244090E-15  1.138560E-15 -1.628049E-08
  1.000000E-02  7.615435E-09  3.244089E-15  1.138560E-15 -1.669794E-08
  1.250000E-02  1.189912E-08  3.244083E-15  1.138558E-15 -2.087244E-08
  1.500000E-02  1.713473E-08  3.244075E-15  1.138555E-15 -2.504696E-08
  1.750000E-02  2.332227E-08  3.244067E-15  1.138552E-15 -2.922149E-08
  2.000000E-02  3.046174E-08  3.244056E-15  1.138549E-15 -3.339604E-08
  2.250000E-02  3.855314E-08  3.244045E-15  1.138545E-15 -3.757062E-08
  2.500000E-02  4.759647E-08  3.244032E-15  1.138541E-15 -4.174522E-08
  2.750000E-02  5.759173E-08  3.244017E-15  1.138536E-15 -4.591984E-08
  3.000000E-02  6.853892E-08  3.244002E-15  1.138531E-15 -5.009449E-08
  3.250000E-02  8.043804E-08  3.243984E-15  1.138525E-15 -5.426918E-08
  3.500000E-02  9.328908E-08  3.243966E-15  1.138519E-15 -5.844390E-08
  3.750000E-02  1.070921E-07  3.243946E-15  1.138513E-15 -6.261866E-08
  4.000000E-02  1.218470E-07  3.243925E-15  1.138506E-15 -6.679346E-08
  4.250000E-02  1.375538E-07  3.243902E-15  1.138499E-15 -7.096830E-08
  4.500000E-02  1.542126E-07  3.243878E-15  1.138491E-15 -7.514319E-08
  4.750000E-02  1.718233E-07  3.243853E-15  1.138482E-15 -7.931812E-08
  5.000000E-02  1.903859E-07  3.243826E-15  1.138474E-15 -8.349311E-08
  5.250000E-02  2.099004E-07  3.243798E-15  1.138464E-15 -8.766815E-08
  5.500000E-02  2.303669E-07  3.243769E-15  1.138455E-15 -9.184324E-08
  5.750000E-02  2.517853E-07  3.243738E-15  1.138445E-15 -9.601839E-08
  6.000000E-02  2.741557E-07  3.243706E-15  1.138434E-15 -1.001936E-07
  6.250000E-02  2.974779E-07  3.243673E-15  1.138423E-15 -1.043689E-07
  6.500000E-02  3.217521E-07  3.243638E-15  1.138412E-15 -1.085442E-07
  6.750000E-02  3.469782E-07  3.243602E-15  1.138400E-15 -1.127197E-07
  7.000000E-02  3.731563E-07  3.243564E-15  1.138387E-15 -1.168951E-07
  7.250000E-02  4.002863E-07  3.243525E-15  1.138375E-15 -1.210707E-07
  7.500000E-02  4.283682E-07  3.243485E-15  1.138361E-15 -1.252463E-07
  7.750000E-02  4.574020E-07  3.243443E-15  1.138348E-15 -1.294221E-07
  8.000000E-02  4.873878E-07  3.243400E-15  1.138334E-15 -1.335979E-07
  8.250000E-02  5.183255E-07  3.243356E-15  1.138319E-15 -1.377737E-07
  8.500000E-02  5.502151E-07  3.243310E-15  1.138304E-15 -1.419497E-07
  8.750000E-02  5.830567E-07  3.243263E-15  1.138288E-15 -1.461258E-07
  9.000000E-02  6.168501E-07  3.243215E-15  1.138273E-15 -1.503019E-07
  9.250000E-02  6.515956E-07  3.243165E-15  1.138256E-15 -1.544782E-07
  9.500000E-02  6.872929E-07  3.243114E-15  1.138239E-15 -1.586546E-07
  9.750000E-02  7.239422E-07  3.243061E-15  1.138222E-15 -1.628310E-07
  1.000000E-01  7.615434E-07  3.243007E-15  1.138204E-15 -1.670076E-07
  1.250000E-01  1.189911E-06  3.242395E-15  1.138003E-15 -2.087794E-07
  1.500000E-01  1.713472E-06  3.241649E-15  1.137758E-15 -2.505644E-07
  1.750000E-01  2.332225E-06  3.240771E-15  1.137470E-15 -2.923652E-07
  2.000000E-01  3.046171E-06  3.239763E-15  1.137138E-15 -3.341841E-07
  2.250000E-01  3.855309E-06  3.238625E-15  1.136765E-15 -3.760236E-07
  2.500000E-01  4.759640E-06  3.237361E-15  1.136350E-15 -4.178861E-07
  2.750000E-01  5.759162E-06  3.235973E-15  1.135894E-15 -4.597738E-07
  3.000000E-01  6.853876E-06  3.234463E-15  1.135398E-15 -5.016888E-07
  3.250000E-01  8.043782E-06  3.232833E-15  1.134863E-15 -5.436333E-07
  3.500000E-01  9.328879E-06  3.231088E-15  1.134290E-15 -5.856092E-07
  3.750000E-01  1.070917E-05  3.229230E-15  1.133680E-15 -6.276184E-07
  4.000000E-01  1.218465E-05  3.227262E-15  1.133034E-15 -6.696626E-07
  4.250000E-01  1.375532E-05  3.225187E-15  1.132354E-15 -7.117434E-07
  4.500000E-01  1.542118E-05  3.223010E-15  1.131640E-15 -7.538625E-07
  4.750000E-01  1.718223E-05  3.220733E-15  1.130893E-15 -7.960211E-07
  5.000000E-01  1.903847E-05  3.218361E-15  1.130115E-15 -8.382206E-07
  5.250000E-01  2.098990E-05  3.215897E-15  1.129308E-15 -8.804620E-07
  5.500000E-01  2.303652E-05  3.213346E-15  1.128472E-15 -9.227465E-07
  5.750000E-01  2.517832E-05  3.210711E-15  1.127609E-15 -9.650748E-07
  6.000000E-01  2.741532E-05  3.207996E-15  1.126720E-15 -1.007448E-06
  6.250000E-01  2.974750E-05  3.205206E-15  1.125806E-15 -1.049866E-06
  6.500000E-01  3.217487E-05  3.202345E-15  1.124870E-15 -1.092330E-06
  6.750000E-01  3.469743E-05  3.199416E-15  1.123911E-15 -1.134841E-06
  7.000000E-01  3.731517E-05  3.196423E-15  1.122933E-15 -1.177398E-06
  7.250000E-01  4.002810E-05  3.193372E-15  1.121935E-15 -1.220001E-06
  7.500000E-01  4.283621E-05  3.190265E-15  1.120919E-15 -1.262651E-06
  7.750000E-01  4.573951E-05  3.187107E-15  1.119888E-15 -1.305348E-06
  8.000000E-01  4.873800E-05  3.183902E-15  1.118841E-15 -1.348092E-06
  8.250000E-01  5.183166E-05  3.180653E-15  1.117780E-15 -1.390882E-06
  8.500000E-01  5.502051E-05  3.177365E-15  1.116707E-15 -1.433717E-06
  8.750000E-01  5.830454E-05  3.174040E-15  1.115623E-15 -1.476599E-06
  9.000000E-01  6.168376E-05  3.170683E-15  1.114529E-15 -1.519525E-06
  9.250000E-01  6.515815E-05  3.167297E-15  1.113425E-15 -1.562497E-06
  9.500000E-01  6.872773E-05  3.163885E-15  1.112314E-15 -1.605512E-06
  9.750000E-01  7.239249E-05  3.160451E-15  1.111196E-15 -1.648570E-06
  1.000000E+00  7.615242E-05  3.156997E-15  1.110072E-15 -1.691672E-06
  1.100000E+00  9.214394E-05  3.143043E-15  1.105538E-15 -1.864490E-06
  1.200000E+00  1.096583E-04  3.128984E-15  1.100981E-15 -2.037934E-06
  1.300000E+00  1.286953E-04  3.114942E-15  1.096440E-15 -2.211958E-06
  1.400000E+00  1.492551E-04  3.101000E-15  1.091944E-15 -2.386523E-06
  1.500000E+00  1.713375E-04  3.087205E-15  1.087508E-15 -2.561605E-06
  1.600000E+00  1.949425E-04  3.073572E-15  1.083136E-15 -2.737192E-06
  1.700000E+00  2.200699E-04  3.060090E-15  1.078825E-15 -2.913291E-06
  1.800000E+00  2.467198E-04  3.046733E-15  1.074565E-15 -3.089920E-06
  1.900000E+00  2.748920E-04  3.033464E-15  1.070343E-15 -3.267107E-06
  2.000000E+00  3.045865E-04  3.020241E-15  1.066147E-15 -3.444890E-06
  2.100000E+00  3.358031E-04  3.007026E-15  1.061963E-15 -3.623304E-06
  2.200000E+00  3.685418E-04  2.993789E-15  1.057780E-15 -3.802386E-06
  2.300000E+00  4.028024E-04  2.980506E-15  1.053591E-15 -3.982163E-06
  2.400000E+00  4.385850E-04  2.967165E-15  1.049391E-15 -4.162657E-06
  2.500000E+00  4.758892E-04  2.953764E-15  1.045180E-15 -4.343877E-06
  2.600000E+00  5.147151E-04  2.940308E-15  1.040960E-15 -4.525826E-06
  2.700000E+00  5.550625E-04  2.926809E-15  1.036733E-15 -4.708497E-06
  2.800000E+00  5.969313E-04  2.913283E-15  1.032506E-15 -4.891880E-06
  2.900000E+00  6.403214E-04  2.899744E-15  1.028283E-15 -5.075961E-06
  3.000000E+00  6.852326E-04  2.886209E-15  1.024068E-15 -5.260726E-06
  3.100000E+00  7.316648E-04  2.872688E-15  1.019867E-15 -5.446164E-06
  3.200000E+00  7.796179E-04  2.859190E-15  1.015680E-15 -5.632269E-06
  3.300000E+00  8.290917E-04  2.845719E-15  1.011510E-15 -5.819040E-06
  3.400000E+00  8.800860E-04  2.832274E-15  1.007356E-15 -6.006483E-06
  3.500000E+00  9.326008E-04  2.818851E-15  1.003216E-15 -6.194608E-06
  3.600000E+00  9.866358E-04  2.805446E-15  9.990892E-16 -6.383428E-06
  3.700000E+00  1.042191E-03  2.792052E-15  9.949724E-16 -6.572961E-06
  3.800000E+00  1.099266E-03  2.778661E-15  9.908634E-16 -6.763223E-06
  3.900000E+00  1.157861E-03  2.765268E-15  9.867599E-16 -6.954232E-06
  4.000000E+00  1.217975E-03  2.751868E-15  9.826606E-16 -7.146003E-06
  4.100000E+00  1.279609E-03  2.738460E-15  9.785642E-16 -7.338549E-06
  4.200000E+00  1.342761E-03  2.725042E-15  9.744706E-16 -7.531879E-06
  4.300000E+00  1.407433E-03  2.711615E-15  9.703799E-16 -7.726001E-06
  4.400000E+00  1.473624E-03  2.698183E-15  9.662928E-16 -7.920919E-06
  4.500000E+00  1.541333E-03  2.684748E-15  9.622103E-16 -8.116636E-06
  4.600000E+00  1.610561E-03  2.671314E-15  9.581333E-16 -8.313153E-06
  4.700000E+00  1.681307E-03  2.657884E-15  9.540629E-16 -8.510471E-06
  4.800000E+00  1.753570E-03  2.644462E-15  9.500000E-16 -8.708593E-06
  4.900000E+00  1.827352E-03  2.631049E-15  9.459451E-16 -8.907518E-06
  5.000000E+00  1.902651E-03  2.617648E-15  9.418986E-16 -9.107250E-06
  5.100000E+00  1.979467E-03  2.604259E-15  9.378606E-16 -9.307793E-06
  5.200000E+00  2.057801E-03  2.590881E-15  9.338310E-16 -9.509151E-06
  5.300000E+00  2.137651E-03  2.577515E-15  9.298093E-16 -9.711331E-06
  5.400000E+00  2.219018E-03  2.564160E-15  9.257953E-16 -9.914341E-06
  5.500000E+00  2.301901E-03  2.550814E-15  9.217884E-16 -1.011819E-05
  5.600000E+00  2.386300E-03  2.537477E-15  9.177882E-16 -1.032289E-05
  5.700000E+00  2.472215E-03  2.524147E-15  9.137941E-16 -1.052845E-05
  5.800000E+00  2.559646E-03  2.510825E-15  9.098058E-16 -1.073488E-05
  5.900000E+00  2.648591E-03  2.497509E-15  9.058231E-16 -1.094220E-05
  6.000000E+00  2.739052E-03  2.484200E-15  9.018456E-16 -1.115042E-05
  6.100000E+00  2.831028E-03  2.470898E-15  8.978734E-16 -1.135956E-05
  6.200000E+00  2.924518E-03  2.457603E-15  8.939064E-16 -1.156962E-05
  6.300000E+00  3.019522E-03  2.444315E-15  8.899447E-16 -1.178061E-05
  6.400000E+00  3.116040E-03  2.431037E-15  8.859884E-16 -1.199254E-05
  6.500000E+00  3.214072E-03  2.417768E-15  8.820378E-16 -1.220542E-05
  6.600000E+00  3.313617E-03  2.404510E-15  8.780931E-16 -1.241925E-05
  6.700000E+00  3.414675E-03  2.391264E-15  8.741546E-16 -1.263403E-05
  6.800000E+00  3.517246E-03  2.378032E-15  8.702227E-16 -1.284976E-05
  6.900000E+00  3.621329E-03  2.364815E-15  8.662976E-16 -1.306645E-05
  7.000000E+00  3.726924E-03  2.351613E-15  8.623794E-16 -1.328409E-05
  7.100000E+00  3.834031E-03  2.338428E-15  8.584685E-16 -1.350269E-05
  7.200000E+00  3.942649E-03  2.325259E-15  8.545646E-16 -1.372225E-05
  7.300000E+00  4.052779E-03  2.312108E-15  8.506679E-16 -1.394279E-05
  7.400000E+00  4.164419E-03  2.298973E-15  8.467781E-16 -1.416433E-05
  7.500000E+00  4.277569E-03  2.285855E-15  8.428948E-16 -1.438687E-05
  7.600000E+00  4.392230E-03  2.272754E-15  8.390179E-16 -1.461044E-05
  7.700000E+00  4.508400E-03  2.259668E-15  8.351470E-16 -1.483505E-05
  7.800000E+00  4.626080E-03  2.246596E-15  8.312817E-16 -1.506072E-05
  7.900000E+00  4.745268E-03  2.233540E-15  8.274218E-16 -1.528747E-05
  8.000000E+00  4.865966E-03  2.220499E-15  8.235672E-16 -1.551531E-05
  8.100000E+00  4.988171E-03  2.207472E-15  8.197179E-16 -1.574424E-05
  8.200000E+00  5.111885E-03  2.194462E-15  8.158740E-16 -1.597427E-05
  8.300000E+00  5.237105E-03  2.181468E-15  8.120358E-16 -1.620541E-05
  8.400000E+00  5.363834E-03  2.168493E-15  8.082036E-16 -1.643765E-05
  8.500000E+00  5.492068E-03  2.155537E-15  8.043778E-16 -1.667099E-05
  8.600000E+00  5.621809E-03  2.142603E-15  8.005587E-16 -1.690543E-05
  8.700000E+00  5.753057E-03  2.129691E-15  7.967468E-16 -1.714098E-05
  8.800000E+00  5.885809E-03  2.116802E-15  7.929422E-16 -1.737764E-05
  8.900000E+00  6.020067E-03  2.103938E-15  7.891450E-16 -1.761542E-05
  9.000000E+00  6.155830E-03  2.091098E-15  7.853553E-16 -1.785433E-05
  9.100000E+00  6.293097E-03  2.078282E-15  7.815729E-16 -1.809439E-05
  9.200000E+00  6.431867E-03  2.065491E-15  7.777975E-16 -1.833563E-05
  9.300000E+00  6.572142E-03  2.052723E-15  7.740288E-16 -1.857806E-05
  9.400000E+00  6.713919E-03  2.039978E-15  7.702665E-16 -1.882170E-05
  9.500000E+00  6.857199E-03  2.027256E-15  7.665103E-16 -1.906657E-05
  9.600000E+00  7.001981E-03  2.014555E-15  7.627600E-16 -1.931269E-05
  9.700000E+00  7.148265E-03  2.001877E-15  7.590154E-16 -1.956006E-05
  9.800000E+00  7.296051E-03  1.989222E-15  7.552767E-16 -1.980870E-05
  9.900000E+00  7.445337E-03  1.976590E-15  7.515438E-16 -2.005860E-05
  1.000000E+01  7.596123E-03  1.963982E-15  7.478172E-16 -2.030977E-05
  1.025000E+01  7.979651E-03  1.932578E-15  7.385302E-16 -2.094324E-05
  1.050000E+01  8.372546E-03  1.901354E-15  7.292897E-16 -2.158468E-05
  1.075000E+01  8.774801E-03  1.870323E-15  7.200981E-16 -2.223426E-05
  1.100000E+01  9.186408E-03  1.839484E-15  7.109540E-16 -2.289227E-05
  1.125000E+01  9.607360E-03  1.808832E-15  7.018538E-16 -2.355901E-05
  1.150000E+01  1.003765E-02  1.778367E-15  6.927954E-16 -2.423469E-05
  1.175000E+01  1.047726E-02  1.748095E-15  6.837802E-16 -2.491937E-05
  1.200000E+01  1.092620E-02  1.718033E-15  6.748125E-16 -2.561314E-05
  1.225000E+01  1.138445E-02  1.688196E-15  6.658962E-16 -2.631614E-05
  1.250000E+01  1.185200E-02  1.658589E-15  6.570325E-16 -2.702862E-05
  1.275000E+01  1.232884E-02  1.629213E-15  6.482199E-16 -2.775085E-05
  1.300000E+01  1.281497E-02  1.600065E-15  6.394560E-16 -2.848304E-05
  1.325000E+01  1.331037E-02  1.571147E-15  6.307406E-16 -2.922536E-05
  1.350000E+01  1.381504E-02  1.542468E-15  6.220757E-16 -2.997793E-05
  1.375000E+01  1.432897E-02  1.514040E-15  6.134648E-16 -3.074092E-05
  1.400000E+01  1.485214E-02  1.485873E-15  6.049101E-16 -3.151457E-05
  1.425000E+01  1.538455E-02  1.457970E-15  5.964121E-16 -3.229908E-05
  1.450000E+01  1.592618E-02  1.430330E-15  5.879698E-16 -3.309465E-05
  1.475000E+01  1.647703E-02  1.402954E-15  5.795825E-16 -3.390144E-05
  1.500000E+01  1.703709E-02  1.375847E-15  5.712507E-16 -3.471963E-05
  1.525000E+01  1.760634E-02  1.349015E-15  5.629762E-16 -3.554947E-05
  1.550000E+01  1.818477E-02  1.322466E-15  5.547614E-16 -3.639120E-05
  1.575000E+01  1.877238E-02  1.296205E-15  5.466076E-16 -3.724501E-05
  1.600000E+01  1.936915E-02  1.270235E-15  5.385152E-16 -3.811103E-05
  1.625000E+01  1.997507E-02  1.244556E-15  5.304841E-16 -3.898935E-05
