 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 3.0000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 1.7864576E-15  1.0470651E-15
 # 1st transport cs: 6.3412357E-16  5.7491022E-16
 # 2nd transport cs: 7.3541219E-16  5.9809562E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.732597E-15  9.241734E-16  0.000000E+00
  1.000000E-04  7.615575E-13  2.732597E-15  9.241734E-16 -3.834661E-10
  1.250000E-04  1.189937E-12  2.732597E-15  9.241734E-16 -4.793326E-10
  1.500000E-04  1.713463E-12  2.732597E-15  9.241734E-16 -5.751991E-10
  1.750000E-04  2.332246E-12  2.732597E-15  9.241734E-16 -6.710657E-10
  2.000000E-04  3.046174E-12  2.732597E-15  9.241734E-16 -7.669322E-10
  2.250000E-04  3.855305E-12  2.732597E-15  9.241734E-16 -8.627987E-10
  2.500000E-04  4.759637E-12  2.732597E-15  9.241734E-16 -9.586652E-10
  2.750000E-04  5.759171E-12  2.732597E-15  9.241734E-16 -1.054532E-09
  3.000000E-04  6.853906E-12  2.732597E-15  9.241734E-16 -1.150398E-09
  3.250000E-04  8.043788E-12  2.732597E-15  9.241734E-16 -1.246265E-09
  3.500000E-04  9.328927E-12  2.732597E-15  9.241734E-16 -1.342131E-09
  3.750000E-04  1.070921E-11  2.732597E-15  9.241734E-16 -1.437998E-09
  4.000000E-04  1.218470E-11  2.732597E-15  9.241734E-16 -1.533864E-09
  4.250000E-04  1.375539E-11  2.732597E-15  9.241734E-16 -1.629731E-09
  4.500000E-04  1.542128E-11  2.732597E-15  9.241734E-16 -1.725597E-09
  4.750000E-04  1.718231E-11  2.732597E-15  9.241734E-16 -1.821464E-09
  5.000000E-04  1.903860E-11  2.732597E-15  9.241734E-16 -1.917330E-09
  5.250000E-04  2.099004E-11  2.732597E-15  9.241734E-16 -2.013197E-09
  5.500000E-04  2.303668E-11  2.732597E-15  9.241734E-16 -2.109064E-09
  5.750000E-04  2.517853E-11  2.732597E-15  9.241734E-16 -2.204930E-09
  6.000000E-04  2.741557E-11  2.732597E-15  9.241734E-16 -2.300797E-09
  6.250000E-04  2.974782E-11  2.732597E-15  9.241734E-16 -2.396663E-09
  6.500000E-04  3.217521E-11  2.732597E-15  9.241734E-16 -2.492530E-09
  6.750000E-04  3.469786E-11  2.732597E-15  9.241734E-16 -2.588396E-09
  7.000000E-04  3.731565E-11  2.732597E-15  9.241734E-16 -2.684263E-09
  7.250000E-04  4.002865E-11  2.732597E-15  9.241734E-16 -2.780129E-09
  7.500000E-04  4.283685E-11  2.732597E-15  9.241734E-16 -2.875996E-09
  7.750000E-04  4.574019E-11  2.732597E-15  9.241734E-16 -2.971862E-09
  8.000000E-04  4.873879E-11  2.732597E-15  9.241734E-16 -3.067729E-09
  8.250000E-04  5.183254E-11  2.732597E-15  9.241734E-16 -3.163595E-09
  8.500000E-04  5.502154E-11  2.732597E-15  9.241734E-16 -3.259462E-09
  8.750000E-04  5.830569E-11  2.732597E-15  9.241734E-16 -3.355328E-09
  9.000000E-04  6.168505E-11  2.732597E-15  9.241734E-16 -3.451195E-09
  9.250000E-04  6.515954E-11  2.732597E-15  9.241734E-16 -3.547061E-09
  9.500000E-04  6.872930E-11  2.732597E-15  9.241734E-16 -3.642928E-09
  9.750000E-04  7.239426E-11  2.732597E-15  9.241734E-16 -3.738794E-09
  1.000000E-03  7.615436E-11  2.732597E-15  9.241734E-16 -3.834661E-09
  1.250000E-03  1.189912E-10  2.732597E-15  9.241734E-16 -4.793326E-09
  1.500000E-03  1.713473E-10  2.732597E-15  9.241734E-16 -5.751992E-09
  1.750000E-03  2.332227E-10  2.732597E-15  9.241733E-16 -6.710657E-09
  2.000000E-03  3.046174E-10  2.732597E-15  9.241733E-16 -7.669322E-09
  2.250000E-03  3.855314E-10  2.732597E-15  9.241733E-16 -8.627988E-09
  2.500000E-03  4.759647E-10  2.732597E-15  9.241733E-16 -9.586653E-09
  2.750000E-03  5.759173E-10  2.732597E-15  9.241732E-16 -1.054532E-08
  3.000000E-03  6.853892E-10  2.732597E-15  9.241732E-16 -1.150398E-08
  3.250000E-03  8.043804E-10  2.732597E-15  9.241732E-16 -1.246265E-08
  3.500000E-03  9.328908E-10  2.732597E-15  9.241732E-16 -1.342132E-08
  3.750000E-03  1.070921E-09  2.732597E-15  9.241731E-16 -1.437998E-08
  4.000000E-03  1.218470E-09  2.732596E-15  9.241731E-16 -1.533865E-08
  4.250000E-03  1.375538E-09  2.732596E-15  9.241730E-16 -1.629731E-08
  4.500000E-03  1.542126E-09  2.732596E-15  9.241730E-16 -1.725598E-08
  4.750000E-03  1.718233E-09  2.732596E-15  9.241729E-16 -1.821465E-08
  5.000000E-03  1.903859E-09  2.732596E-15  9.241729E-16 -1.917331E-08
  5.250000E-03  2.099004E-09  2.732596E-15  9.241728E-16 -2.013198E-08
  5.500000E-03  2.303669E-09  2.732596E-15  9.241728E-16 -2.109064E-08
  5.750000E-03  2.517853E-09  2.732595E-15  9.241727E-16 -2.204931E-08
  6.000000E-03  2.741557E-09  2.732595E-15  9.241727E-16 -2.300798E-08
  6.250000E-03  2.974779E-09  2.732595E-15  9.241726E-16 -2.396664E-08
  6.500000E-03  3.217521E-09  2.732595E-15  9.241725E-16 -2.492531E-08
