 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 5.5000000E+01 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 1.2896955E-15  7.4538786E-16
 # 1st transport cs: 3.7391350E-16  3.4652892E-16
 # 2nd transport cs: 3.9271326E-16  3.1191274E-16
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  3.202537E-15  1.118913E-15  0.000000E+00
  1.000000E-04  7.615575E-13  3.202537E-15  1.118913E-15 -1.907950E-10
  1.250000E-04  1.189937E-12  3.202537E-15  1.118913E-15 -2.384937E-10
  1.500000E-04  1.713463E-12  3.202537E-15  1.118913E-15 -2.861925E-10
  1.750000E-04  2.332246E-12  3.202537E-15  1.118913E-15 -3.338912E-10
  2.000000E-04  3.046174E-12  3.202537E-15  1.118913E-15 -3.815900E-10
  2.250000E-04  3.855305E-12  3.202537E-15  1.118913E-15 -4.292887E-10
  2.500000E-04  4.759637E-12  3.202537E-15  1.118913E-15 -4.769875E-10
  2.750000E-04  5.759171E-12  3.202537E-15  1.118913E-15 -5.246862E-10
  3.000000E-04  6.853906E-12  3.202537E-15  1.118913E-15 -5.723850E-10
  3.250000E-04  8.043788E-12  3.202537E-15  1.118913E-15 -6.200837E-10
  3.500000E-04  9.328927E-12  3.202537E-15  1.118913E-15 -6.677825E-10
  3.750000E-04  1.070921E-11  3.202537E-15  1.118913E-15 -7.154812E-10
  4.000000E-04  1.218470E-11  3.202537E-15  1.118913E-15 -7.631800E-10
  4.250000E-04  1.375539E-11  3.202537E-15  1.118913E-15 -8.108787E-10
  4.500000E-04  1.542128E-11  3.202537E-15  1.118913E-15 -8.585775E-10
  4.750000E-04  1.718231E-11  3.202537E-15  1.118913E-15 -9.062762E-10
  5.000000E-04  1.903860E-11  3.202537E-15  1.118913E-15 -9.539749E-10
  5.250000E-04  2.099004E-11  3.202537E-15  1.118913E-15 -1.001674E-09
  5.500000E-04  2.303668E-11  3.202537E-15  1.118913E-15 -1.049372E-09
  5.750000E-04  2.517853E-11  3.202537E-15  1.118913E-15 -1.097071E-09
  6.000000E-04  2.741557E-11  3.202537E-15  1.118913E-15 -1.144770E-09
  6.250000E-04  2.974782E-11  3.202537E-15  1.118913E-15 -1.192469E-09
  6.500000E-04  3.217521E-11  3.202537E-15  1.118913E-15 -1.240167E-09
  6.750000E-04  3.469786E-11  3.202537E-15  1.118913E-15 -1.287866E-09
  7.000000E-04  3.731565E-11  3.202537E-15  1.118913E-15 -1.335565E-09
  7.250000E-04  4.002865E-11  3.202537E-15  1.118913E-15 -1.383264E-09
  7.500000E-04  4.283685E-11  3.202537E-15  1.118913E-15 -1.430962E-09
  7.750000E-04  4.574019E-11  3.202537E-15  1.118913E-15 -1.478661E-09
  8.000000E-04  4.873879E-11  3.202537E-15  1.118913E-15 -1.526360E-09
  8.250000E-04  5.183254E-11  3.202537E-15  1.118913E-15 -1.574059E-09
  8.500000E-04  5.502154E-11  3.202537E-15  1.118913E-15 -1.621757E-09
  8.750000E-04  5.830569E-11  3.202537E-15  1.118913E-15 -1.669456E-09
  9.000000E-04  6.168505E-11  3.202537E-15  1.118913E-15 -1.717155E-09
  9.250000E-04  6.515954E-11  3.202537E-15  1.118913E-15 -1.764854E-09
  9.500000E-04  6.872930E-11  3.202536E-15  1.118913E-15 -1.812552E-09
