 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 1.0000000E+07 eV
 #
 # Furness-McCarthy exchange potential
 #
 # No correlation-polarization potential
 #
 # No absorption potential
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 3.4894874E-19  2.9713580E-19
 # 1st transport cs: 1.0658484E-24  1.0654661E-24
 # 2nd transport cs: 3.0737809E-24  3.0726337E-24
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  3.917675E-13  1.903763E-13  0.000000E+00
  1.000000E-04  7.615575E-13  3.917592E-13  1.903741E-13  0.000000E+00
  1.250000E-04  1.189937E-12  3.917546E-13  1.903728E-13  0.000000E+00
  1.500000E-04  1.713463E-12  3.917488E-13  1.903713E-13  0.000000E+00
  1.750000E-04  2.332246E-12  3.917421E-13  1.903695E-13  0.000000E+00
  2.000000E-04  3.046174E-12  3.917343E-13  1.903675E-13  0.000000E+00
  2.250000E-04  3.855305E-12  3.917255E-13  1.903651E-13  0.000000E+00
  2.500000E-04  4.759637E-12  3.917156E-13  1.903625E-13  0.000000E+00
  2.750000E-04  5.759171E-12  3.917047E-13  1.903596E-13  0.000000E+00
  3.000000E-04  6.853906E-12  3.916928E-13  1.903565E-13  0.000000E+00
  3.250000E-04  8.043788E-12  3.916798E-13  1.903530E-13  0.000000E+00
  3.500000E-04  9.328927E-12  3.916658E-13  1.903493E-13  0.000000E+00
  3.750000E-04  1.070921E-11  3.916508E-13  1.903453E-13  0.000000E+00
  4.000000E-04  1.218470E-11  3.916347E-13  1.903411E-13  0.000000E+00
  4.250000E-04  1.375539E-11  3.916176E-13  1.903365E-13  0.000000E+00
  4.500000E-04  1.542128E-11  3.915994E-13  1.903317E-13  0.000000E+00
  4.750000E-04  1.718231E-11  3.915802E-13  1.903266E-13  0.000000E+00
  5.000000E-04  1.903860E-11  3.915600E-13  1.903213E-13  0.000000E+00
  5.250000E-04  2.099004E-11  3.915387E-13  1.903156E-13  0.000000E+00
  5.500000E-04  2.303668E-11  3.915164E-13  1.903097E-13  0.000000E+00
  5.750000E-04  2.517853E-11  3.914931E-13  1.903035E-13  0.000000E+00
  6.000000E-04  2.741557E-11  3.914687E-13  1.902971E-13  0.000000E+00
  6.250000E-04  2.974782E-11  3.914433E-13  1.902903E-13  0.000000E+00
  6.500000E-04  3.217521E-11  3.914169E-13  1.902833E-13  0.000000E+00
  6.750000E-04  3.469786E-11  3.913894E-13  1.902760E-13  0.000000E+00
  7.000000E-04  3.731565E-11  3.913609E-13  1.902685E-13  0.000000E+00
  7.250000E-04  4.002865E-11  3.913314E-13  1.902606E-13  0.000000E+00
  7.500000E-04  4.283685E-11  3.913008E-13  1.902525E-13  0.000000E+00
  7.750000E-04  4.574019E-11  3.912692E-13  1.902441E-13  0.000000E+00
  8.000000E-04  4.873879E-11  3.912365E-13  1.902355E-13  0.000000E+00
  8.250000E-04  5.183254E-11  3.912029E-13  1.902266E-13  0.000000E+00
  8.500000E-04  5.502154E-11  3.911681E-13  1.902174E-13  0.000000E+00
  8.750000E-04  5.830569E-11  3.911324E-13  1.902079E-13  0.000000E+00
  9.000000E-04  6.168505E-11  3.910956E-13  1.901981E-13  0.000000E+00
  9.250000E-04  6.515954E-11  3.910578E-13  1.901881E-13  0.000000E+00
  9.500000E-04  6.872930E-11  3.910190E-13  1.901778E-13  0.000000E+00
  9.750000E-04  7.239426E-11  3.909791E-13  1.901672E-13  0.000000E+00
  1.000000E-03  7.615436E-11  3.909383E-13  1.901564E-13  0.000000E+00
  1.250000E-03  1.189912E-10  3.904728E-13  1.900328E-13  0.000000E+00
