 #
 # Subroutine ELSEPM. Elastic scattering ofelectrons and positrons by
 #       molecules (single-scattering independent-atom approximation)
 #
 # Molecule: Water (vapour)                     
 #
 # Structure:
 # IZ =  8,    X,Y,Z =   0.00000E+00  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =   9.57200E-09  0.00000E+00  0.00000E+00 cm
 # IZ =  1,    X,Y,Z =  -2.39990E-09  9.26630E-09  0.00000E+00 cm
 #
 # Projectile: electron
 # Kinetic energy = 2.0000000E+02 eV
 #
 # Furness-McCarthy exchange potential
 #
 # Correlation-polarization potential (Buckingham):
 #    molecular polarizability = 1.45700E-24 cm**3
 #
 # LDA-I absorption potential (only electron-hole excitations):
 #                           Delta = 6.20000E+00 eV
 #                            Aabs = 2.00000E+00
 #
 # Integrated cross sections:
 #                     coherent      incoherent
 #         total cs: 3.1584562E-16  2.0967989E-16
 # 1st transport cs: 5.6530899E-17  5.5177268E-17
 # 2nd transport cs: 7.5899157E-17  7.2084568E-17
 #
 # Differential cross section:                     MU=(1-COS(THETA))/2
 #
 #   THETA           MU         DCS coh      DCS incoh      Sherman
 #   (deg)                     (cm**2/sr)    (cm**2/sr)     function
 #--------------------------------------------------------------------
  0.000000E+00  0.000000E+00  2.290658E-15  8.762876E-16  0.000000E+00
  1.000000E-04  7.615575E-13  2.290658E-15  8.762876E-16  9.527454E-11
  1.250000E-04  1.189937E-12  2.290658E-15  8.762876E-16  1.190932E-10
  1.500000E-04  1.713463E-12  2.290658E-15  8.762876E-16  1.429118E-10
  1.750000E-04  2.332246E-12  2.290658E-15  8.762876E-16  1.667304E-10
  2.000000E-04  3.046174E-12  2.290658E-15  8.762876E-16  1.905491E-10
  2.250000E-04  3.855305E-12  2.290658E-15  8.762876E-16  2.143677E-10
  2.500000E-04  4.759637E-12  2.290658E-15  8.762876E-16  2.381863E-10
  2.750000E-04  5.759171E-12  2.290658E-15  8.762876E-16  2.620050E-10
  3.000000E-04  6.853906E-12  2.290658E-15  8.762876E-16  2.858236E-10
  3.250000E-04  8.043788E-12  2.290658E-15  8.762876E-16  3.096422E-10
  3.500000E-04  9.328927E-12  2.290658E-15  8.762876E-16  3.334609E-10
  3.750000E-04  1.070921E-11  2.290658E-15  8.762876E-16  3.572795E-10
  4.000000E-04  1.218470E-11  2.290658E-15  8.762876E-16  3.810981E-10
  4.250000E-04  1.375539E-11  2.290658E-15  8.762876E-16  4.049168E-10
