 #
 # Differential cross section:               MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #--------------------------------------------------------------
  0.000E+00  0.00000E+00  1.30798E-12  4.67089E+04  0.00000E+00
  1.000E-04  7.61557E-13  1.30795E-12  4.67076E+04  0.00000E+00
  1.250E-04  1.18994E-12  1.30793E-12  4.67069E+04  0.00000E+00
  1.500E-04  1.71346E-12  1.30790E-12  4.67061E+04  0.00000E+00
  1.750E-04  2.33225E-12  1.30787E-12  4.67051E+04  0.00000E+00
  2.000E-04  3.04617E-12  1.30784E-12  4.67039E+04  0.00000E+00
  2.250E-04  3.85530E-12  1.30780E-12  4.67026E+04  0.00000E+00
  2.500E-04  4.75964E-12  1.30776E-12  4.67011E+04  0.00000E+00
  2.750E-04  5.75917E-12  1.30772E-12  4.66994E+04  0.00000E+00
  3.000E-04  6.85391E-12  1.30767E-12  4.66976E+04  0.00000E+00
  3.250E-04  8.04379E-12  1.30761E-12  4.66957E+04  0.00000E+00
  3.500E-04  9.32893E-12  1.30755E-12  4.66936E+04  0.00000E+00
  3.750E-04  1.07092E-11  1.30749E-12  4.66913E+04  0.00000E+00
  4.000E-04  1.21847E-11  1.30742E-12  4.66889E+04  0.00000E+00
  4.250E-04  1.37554E-11  1.30735E-12  4.66863E+04  0.00000E+00
  4.500E-04  1.54213E-11  1.30727E-12  4.66836E+04  0.00000E+00
  4.750E-04  1.71823E-11  1.30719E-12  4.66807E+04  0.00000E+00
  5.000E-04  1.90386E-11  1.30711E-12  4.66777E+04  0.00000E+00
  5.250E-04  2.09900E-11  1.30702E-12  4.66745E+04  0.00000E+00
  5.500E-04  2.30367E-11  1.30692E-12  4.66711E+04  0.00000E+00
  5.750E-04  2.51785E-11  1.30683E-12  4.66676E+04  0.00000E+00
  6.000E-04  2.74156E-11  1.30672E-12  4.66639E+04  0.00000E+00
  6.250E-04  2.97478E-11  1.30662E-12  4.66601E+04  0.00000E+00
  6.500E-04  3.21752E-11  1.30651E-12  4.66562E+04  0.00000E+00
  6.750E-04  3.46979E-11  1.30639E-12  4.66520E+04  0.00000E+00
  7.000E-04  3.73157E-11  1.30627E-12  4.66478E+04  0.00000E+00
  7.250E-04  4.00286E-11  1.30615E-12  4.66433E+04  0.00000E+00
  7.500E-04  4.28368E-11  1.30602E-12  4.66387E+04  0.00000E+00
  7.750E-04  4.57402E-11  1.30588E-12  4.66340E+04  0.00000E+00
  8.000E-04  4.87388E-11  1.30575E-12  4.66291E+04  0.00000E+00
  8.250E-04  5.18325E-11  1.30561E-12  4.66240E+04  0.00000E+00
  8.500E-04  5.50215E-11  1.30546E-12  4.66188E+04  0.00000E+00
  8.750E-04  5.83057E-11  1.30531E-12  4.66135E+04  0.00000E+00
  9.000E-04  6.16850E-11  1.30516E-12  4.66080E+04  0.00000E+00
  9.250E-04  6.51595E-11  1.30500E-12  4.66023E+04  0.00000E+00
  9.500E-04  6.87293E-11  1.30483E-12  4.65965E+04  0.00000E+00
  9.750E-04  7.23943E-11  1.30467E-12  4.65905E+04  0.00000E+00
  1.000E-03  7.61544E-11  1.30449E-12  4.65844E+04  0.00000E+00
