 #  Scattering field.
 #  All quantities in atomic units (a.u.), unless otherwise indicated.
 #  Z =  29, NELEC =  29,   projectile: electron
 #  Kinetic energy = 3.67493E+05 a.u. = 1.00000E+07 eV
 #
 #   i       r           r*V         r*Vst        r*Vex       r*Vpol       r*Wabs        rho_e
 #------------------------------------------------------------------------------------------------
     1  0.00000E+00 -0.00000E+00 -0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     2  8.15276E-07 -3.98787E-01 -3.98787E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     3  1.64757E-06 -8.05816E-01 -8.05816E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     4  2.49722E-06 -1.22117E+00 -1.22117E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     5  3.36461E-06 -1.64493E+00 -1.64493E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     6  4.25010E-06 -2.07715E+00 -2.07715E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     7  5.15407E-06 -2.51791E+00 -2.51791E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     8  6.07690E-06 -2.96724E+00 -2.96724E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
     9  7.01900E-06 -3.42519E+00 -3.42519E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    10  7.98075E-06 -3.89178E+00 -3.89178E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    11  8.96257E-06 -4.36702E+00 -4.36702E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    12  9.96488E-06 -4.85091E+00 -4.85091E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    13  1.09881E-05 -5.34343E+00 -5.34343E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    14  1.20327E-05 -5.84453E+00 -5.84453E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    15  1.30991E-05 -6.35415E+00 -6.35415E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    16  1.41877E-05 -6.87223E+00 -6.87223E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    17  1.52990E-05 -7.39864E+00 -7.39864E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    18  1.64336E-05 -7.93327E+00 -7.93327E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    19  1.75918E-05 -8.47594E+00 -8.47594E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    20  1.87742E-05 -9.02647E+00 -9.02647E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    21  1.99813E-05 -9.58464E+00 -9.58464E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    22  2.12135E-05 -1.01502E+01 -1.01502E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    23  2.24715E-05 -1.07228E+01 -1.07228E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    24  2.37557E-05 -1.13022E+01 -1.13022E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    25  2.50667E-05 -1.18879E+01 -1.18879E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    26  2.64051E-05 -1.24795E+01 -1.24795E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    27  2.77714E-05 -1.30765E+01 -1.30765E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    28  2.91662E-05 -1.36785E+01 -1.36785E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    29  3.05902E-05 -1.42846E+01 -1.42846E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    30  3.20438E-05 -1.48944E+01 -1.48944E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    31  3.35278E-05 -1.55071E+01 -1.55071E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    32  3.50427E-05 -1.61217E+01 -1.61217E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    33  3.65893E-05 -1.67375E+01 -1.67375E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    34  3.81681E-05 -1.73535E+01 -1.73535E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    35  3.97799E-05 -1.79685E+01 -1.79685E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    36  4.14253E-05 -1.85814E+01 -1.85814E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    37  4.31051E-05 -1.91910E+01 -1.91910E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    38  4.48199E-05 -1.97959E+01 -1.97959E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    39  4.65705E-05 -2.03946E+01 -2.03946E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    40  4.83576E-05 -2.09855E+01 -2.09855E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    41  5.01820E-05 -2.15670E+01 -2.15670E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    42  5.20445E-05 -2.21373E+01 -2.21373E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    43  5.39459E-05 -2.26945E+01 -2.26945E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    44  5.58869E-05 -2.32366E+01 -2.32366E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    45  5.78684E-05 -2.37617E+01 -2.37617E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    46  5.98913E-05 -2.42675E+01 -2.42675E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    47  6.19564E-05 -2.47522E+01 -2.47522E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    48  6.40647E-05 -2.52135E+01 -2.52135E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    49  6.62168E-05 -2.56496E+01 -2.56496E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
