 #
 # Subroutine MOTTSC. Elastic scattering of electrons and positrons
 #                    by unscreened Coulomb fields
 #
 # Projectile: electron
 # Kinetic energy = 1.00000E+07 eV = 3.67493E+05 a.u.
 #
 # Z =  29
 #
 # Differential cross section      MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS       McKinl-Fesh    error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)   (a0**2/sr)
 #-----------------------------------------------------------------------
  2.000E-02  3.04617E-08  4.27307E-11  1.52594E+06  1.52597E+06   1.0E+00
  2.250E-02  3.85531E-08  2.66769E-11  9.52650E+05  9.52668E+05   1.0E+00
  2.500E-02  4.75965E-08  1.75029E-11  6.25042E+05  6.25055E+05   1.0E+00
  2.750E-02  5.75917E-08  1.19549E-11  4.26917E+05  4.26927E+05   1.0E+00
  3.000E-02  6.85389E-08  8.44106E-12  3.01436E+05  3.01443E+05   1.0E+00
  3.250E-02  8.04380E-08  6.12850E-12  2.18853E+05  2.18859E+05   1.0E+00
  3.500E-02  9.32891E-08  4.55639E-12  1.62712E+05  1.62716E+05   1.0E+00
  3.750E-02  1.07092E-07  3.45759E-12  1.23473E+05  1.23477E+05   1.0E+00
  4.000E-02  1.21847E-07  2.67094E-12  9.53809E+04  9.53841E+04   1.0E+00
  4.250E-02  1.37554E-07  2.09582E-12  7.48429E+04  7.48456E+04   1.0E+00
  4.500E-02  1.54213E-07  1.66749E-12  5.95473E+04  5.95495E+04   1.0E+00
  4.750E-02  1.71823E-07  1.34321E-12  4.79670E+04  4.79689E+04   1.0E+00
  5.000E-02  1.90386E-07  1.09407E-12  3.90699E+04  3.90716E+04   1.0E+00
  5.250E-02  2.09900E-07  9.00105E-13  3.21433E+04  3.21447E+04   1.0E+00
  5.500E-02  2.30367E-07  7.47283E-13  2.66860E+04  2.66872E+04   1.0E+00
  5.750E-02  2.51785E-07  6.25561E-13  2.23392E+04  2.23403E+04   1.0E+00
  6.000E-02  2.74156E-07  5.27645E-13  1.88425E+04  1.88435E+04   1.0E+00
  6.250E-02  2.97478E-07  4.48159E-13  1.60040E+04  1.60049E+04   1.0E+00
  6.500E-02  3.21752E-07  3.83093E-13  1.36805E+04  1.36812E+04   1.0E+00
  6.750E-02  3.46978E-07  3.29418E-13  1.17637E+04  1.17644E+04   1.0E+00
  7.000E-02  3.73156E-07  2.84824E-13  1.01712E+04  1.01718E+04   1.0E+00
  7.250E-02  4.00286E-07  2.47526E-13  8.83933E+03  8.83986E+03   1.0E+00
  7.500E-02  4.28368E-07  2.16139E-13  7.71847E+03  7.71896E+03   1.0E+00
  7.750E-02  4.57402E-07  1.89573E-13  6.76979E+03  6.77023E+03   1.0E+00
  8.000E-02  4.87388E-07  1.66967E-13  5.96249E+03  5.96288E+03   1.0E+00
  8.250E-02  5.18325E-07  1.47632E-13  5.27202E+03  5.27238E+03   1.0E+00
  8.500E-02  5.50215E-07  1.31016E-13  4.67867E+03  4.67900E+03   1.0E+00
  8.750E-02  5.83057E-07  1.16674E-13  4.16650E+03  4.16680E+03   1.0E+00
  9.000E-02  6.16850E-07  1.04242E-13  3.72254E+03  3.72281E+03   1.0E+00
  9.250E-02  6.51596E-07  9.34221E-14  3.33616E+03  3.33642E+03   1.0E+00
  9.500E-02  6.87293E-07  8.39706E-14  2.99865E+03  2.99888E+03   1.0E+00
  9.750E-02  7.23942E-07  7.56848E-14  2.70275E+03  2.70297E+03   1.0E+00
  1.000E-01  7.61543E-07  6.83963E-14  2.44248E+03  2.44268E+03   1.0E+00
  1.250E-01  1.18991E-06  2.80186E-14  1.00056E+03  1.00067E+03   1.0E+00
  1.500E-01  1.71347E-06  1.35137E-14  4.82584E+02  4.82644E+02   1.0E+00
  1.750E-01  2.33223E-06  7.29528E-15  2.60519E+02  2.60557E+02   1.0E+00
  2.000E-01  3.04617E-06  4.27689E-15  1.52731E+02  1.52756E+02   1.0E+00
  2.250E-01  3.85531E-06  2.67037E-15  9.53608E+01  9.53782E+01   1.0E+00
  2.500E-01  4.75964E-06  1.75225E-15  6.25740E+01  6.25867E+01   1.0E+00
  2.750E-01  5.75916E-06  1.19696E-15  4.27442E+01  4.27537E+01   1.0E+00
  3.000E-01  6.85388E-06  8.45238E-16  3.01840E+01  3.01913E+01   1.0E+00
  3.250E-01  8.04378E-06  6.13740E-16  2.19171E+01  2.19228E+01   1.0E+00
  3.500E-01  9.32888E-06  4.56352E-16  1.62966E+01  1.63012E+01   1.0E+00
  3.750E-01  1.07092E-05  3.46339E-16  1.23680E+01  1.23717E+01   1.0E+00
  4.000E-01  1.21846E-05  2.67572E-16  9.55516E+00  9.55819E+00   1.0E+00
  4.250E-01  1.37553E-05  2.09980E-16  7.49853E+00  7.50105E+00   1.0E+00
  4.500E-01  1.54212E-05  1.67085E-16  5.96673E+00  5.96883E+00   1.0E+00
  4.750E-01  1.71822E-05  1.34607E-16  4.80691E+00  4.80869E+00   1.0E+00
  5.000E-01  1.90385E-05  1.09645E-16  3.91551E+00  3.91727E+00   4.9E-05
  5.250E-01  2.09899E-05  9.02278E-17  3.22209E+00  3.22321E+00   4.3E-05
  5.500E-01  2.30365E-05  7.49232E-17  2.67556E+00  2.67631E+00   2.3E-05
  5.750E-01  2.51783E-05  6.27277E-17  2.24005E+00  2.24067E+00   2.4E-06
  6.000E-01  2.74153E-05  5.29134E-17  1.88957E+00  1.89019E+00   2.1E-05
  6.250E-01  2.97475E-05  4.49447E-17  1.60500E+00  1.60566E+00   2.9E-05
  6.500E-01  3.21749E-05  3.84215E-17  1.37206E+00  1.37272E+00   2.4E-05
  6.750E-01  3.46974E-05  3.30409E-17  1.17991E+00  1.18054E+00   1.1E-05
  7.000E-01  3.73152E-05  2.85712E-17  1.02030E+00  1.02086E+00   4.1E-06
  7.250E-01  4.00281E-05  2.48333E-17  8.86815E-01  8.87292E-01   1.5E-05
  7.500E-01  4.28362E-05  2.16877E-17  7.74483E-01  7.74881E-01   1.9E-05
  7.750E-01  4.57395E-05  1.90249E-17  6.79393E-01  6.79727E-01   1.4E-05
  8.000E-01  4.87380E-05  1.67585E-17  5.98456E-01  5.98747E-01   5.5E-06
  8.250E-01  5.18317E-05  1.48195E-17  5.29214E-01  5.29479E-01   4.4E-06
  8.500E-01  5.50205E-05  1.31529E-17  4.69699E-01  4.69948E-01   1.1E-05
  8.750E-01  5.83045E-05  1.17142E-17  4.18320E-01  4.18557E-01   1.3E-05
  9.000E-01  6.16838E-05  1.04669E-17  3.73782E-01  3.74005E-01   9.1E-06
  9.250E-01  6.51582E-05  9.38156E-18  3.35022E-01  3.35229E-01   2.6E-06
  9.500E-01  6.87277E-05  8.43345E-18  3.01164E-01  3.01353E-01   4.2E-06
  9.750E-01  7.23925E-05  7.60226E-18  2.71482E-01  2.71652E-01   8.5E-06
  1.000E+00  7.61524E-05  6.87107E-18  2.45371E-01  2.45523E-01   8.9E-06
  1.100E+00  9.21439E-05  4.69549E-18  1.67679E-01  1.67789E-01   6.6E-06
  1.200E+00  1.09658E-04  3.31699E-18  1.18452E-01  1.18537E-01   3.5E-06
  1.300E+00  1.28695E-04  2.40953E-18  8.60457E-02  8.61085E-02   6.0E-07
  1.400E+00  1.49255E-04  1.79231E-18  6.40044E-02  6.40543E-02   1.6E-06
  1.500E+00  1.71338E-04  1.36079E-18  4.85947E-02  4.86335E-02   2.7E-06
  1.600E+00  1.94942E-04  1.05173E-18  3.75578E-02  3.75890E-02   2.8E-06
  1.700E+00  2.20070E-04  8.25685E-19  2.94857E-02  2.95109E-02   2.2E-06
  1.800E+00  2.46720E-04  6.57280E-19  2.34719E-02  2.34924E-02   1.2E-06
  1.900E+00  2.74892E-04  5.29728E-19  1.89169E-02  1.89339E-02   1.3E-07
  2.000E+00  3.04586E-04  4.31697E-19  1.54162E-02  1.54302E-02   7.4E-07
  2.100E+00  3.35803E-04  3.55345E-19  1.26896E-02  1.27013E-02   1.2E-06
  2.200E+00  3.68542E-04  2.95166E-19  1.05406E-02  1.05504E-02   1.3E-06
  2.300E+00  4.02802E-04  2.47216E-19  8.82825E-03  8.83656E-03   9.9E-07
  2.400E+00  4.38585E-04  2.08628E-19  7.45025E-03  7.45732E-03   5.2E-07
  2.500E+00  4.75889E-04  1.77292E-19  6.33122E-03  6.33724E-03   2.6E-08
  2.600E+00  5.14715E-04  1.51630E-19  5.41482E-03  5.41999E-03   4.3E-07
  2.700E+00  5.55063E-04  1.30454E-19  4.65859E-03  4.66303E-03   6.6E-07
  2.800E+00  5.96931E-04  1.12852E-19  4.03003E-03  4.03386E-03   6.8E-07
  2.900E+00  6.40321E-04  9.81256E-20  3.50413E-03  3.50745E-03   5.3E-07
  3.000E+00  6.85233E-04  8.57278E-20  3.06139E-03  3.06427E-03   2.7E-07
  3.100E+00  7.31665E-04  7.52300E-20  2.68651E-03  2.68901E-03   4.2E-08
  3.200E+00  7.79618E-04  6.62934E-20  2.36738E-03  2.36956E-03   2.8E-07
  3.300E+00  8.29092E-04  5.86471E-20  2.09433E-03  2.09622E-03   4.1E-07
  3.400E+00  8.80086E-04  5.20737E-20  1.85959E-03  1.86124E-03   4.2E-07
  3.500E+00  9.32601E-04  4.63975E-20  1.65689E-03  1.65833E-03   3.2E-07
  3.600E+00  9.86636E-04  4.14753E-20  1.48111E-03  1.48238E-03   1.5E-07
  3.700E+00  1.04219E-03  3.71899E-20  1.32807E-03  1.32918E-03   4.8E-08
  3.800E+00  1.09927E-03  3.34449E-20  1.19434E-03  1.19531E-03   2.0E-07
  3.900E+00  1.15786E-03  3.01605E-20  1.07705E-03  1.07790E-03   2.8E-07
  4.000E+00  1.21797E-03  2.72703E-20  9.73838E-04  9.74581E-04   2.8E-07
  4.100E+00  1.27961E-03  2.47187E-20  8.82722E-04  8.83371E-04   2.0E-07
  4.200E+00  1.34276E-03  2.24594E-20  8.02038E-04  8.02604E-04   8.8E-08
  4.300E+00  1.40743E-03  2.04528E-20  7.30383E-04  7.30876E-04   4.8E-08
  4.400E+00  1.47362E-03  1.86659E-20  6.66571E-04  6.66999E-04   1.5E-07
  4.500E+00  1.54133E-03  1.70703E-20  6.09592E-04  6.09963E-04   2.0E-07
  4.600E+00  1.61056E-03  1.56420E-20  5.58587E-04  5.58906E-04   1.9E-07
  4.700E+00  1.68131E-03  1.43604E-20  5.12818E-04  5.13092E-04   1.4E-07
  4.800E+00  1.75357E-03  1.32076E-20  4.71652E-04  4.71886E-04   5.3E-08
  4.900E+00  1.82735E-03  1.21685E-20  4.34545E-04  4.34743E-04   4.5E-08
  5.000E+00  1.90265E-03  1.12298E-20  4.01025E-04  4.01191E-04   1.1E-07
  5.100E+00  1.97947E-03  1.03802E-20  3.70683E-04  3.70820E-04   1.5E-07
  5.200E+00  2.05780E-03  9.60959E-21  3.43165E-04  3.43276E-04   1.4E-07
  5.300E+00  2.13765E-03  8.90936E-21  3.18159E-04  3.18247E-04   9.6E-08
  5.400E+00  2.21902E-03  8.27193E-21  2.95396E-04  2.95464E-04   3.2E-08
  5.500E+00  2.30190E-03  7.69065E-21  2.74638E-04  2.74688E-04   4.1E-08
  5.600E+00  2.38630E-03  7.15967E-21  2.55677E-04  2.55710E-04   9.1E-08
  5.700E+00  2.47222E-03  6.67387E-21  2.38328E-04  2.38347E-04   1.1E-07
  5.800E+00  2.55965E-03  6.22868E-21  2.22430E-04  2.22436E-04   1.0E-07
  5.900E+00  2.64859E-03  5.82011E-21  2.07840E-04  2.07834E-04   6.8E-08
  6.000E+00  2.73905E-03  5.44460E-21  1.94430E-04  1.94414E-04   1.9E-08
  6.100E+00  2.83103E-03  5.09897E-21  1.82087E-04  1.82062E-04   3.7E-08
  6.200E+00  2.92452E-03  4.78042E-21  1.70712E-04  1.70678E-04   7.4E-08
  6.300E+00  3.01952E-03  4.48643E-21  1.60213E-04  1.60172E-04   8.8E-08
  6.400E+00  3.11604E-03  4.21477E-21  1.50512E-04  1.50464E-04   7.8E-08
  6.500E+00  3.21407E-03  3.96342E-21  1.41536E-04  1.41482E-04   4.9E-08
  6.600E+00  3.31362E-03  3.73060E-21  1.33222E-04  1.33163E-04   1.0E-08
  6.700E+00  3.41468E-03  3.51467E-21  1.25511E-04  1.25447E-04   3.4E-08
  6.800E+00  3.51725E-03  3.31420E-21  1.18352E-04  1.18284E-04   6.1E-08
  6.900E+00  3.62133E-03  3.12786E-21  1.11698E-04  1.11626E-04   7.0E-08
  7.000E+00  3.72692E-03  2.95448E-21  1.05506E-04  1.05431E-04   6.0E-08
  7.100E+00  3.83403E-03  2.79298E-21  9.97392E-05  9.96615E-05   3.6E-08
  7.200E+00  3.94265E-03  2.64241E-21  9.43623E-05  9.42821E-05   5.8E-09
  7.300E+00  4.05278E-03  2.50189E-21  8.93441E-05  8.92618E-05   3.1E-08
  7.400E+00  4.16442E-03  2.37061E-21  8.46562E-05  8.45721E-05   5.1E-08
  7.500E+00  4.27757E-03  2.24787E-21  8.02729E-05  8.01873E-05   5.6E-08
  7.600E+00  4.39223E-03  2.13299E-21  7.61706E-05  7.60838E-05   4.7E-08
  7.700E+00  4.50840E-03  2.02539E-21  7.23280E-05  7.22401E-05   2.7E-08
  7.800E+00  4.62608E-03  1.92451E-21  6.87256E-05  6.86369E-05   4.9E-09
  7.900E+00  4.74527E-03  1.82986E-21  6.53456E-05  6.52561E-05   2.8E-08
  8.000E+00  4.86597E-03  1.74098E-21  6.21715E-05  6.20816E-05   4.3E-08
  8.100E+00  4.98817E-03  1.65745E-21  5.91886E-05  5.90983E-05   4.6E-08
  8.200E+00  5.11188E-03  1.57889E-21  5.63832E-05  5.62926E-05   3.7E-08
  8.300E+00  5.23711E-03  1.50495E-21  5.37426E-05  5.36519E-05   2.0E-08
  8.400E+00  5.36383E-03  1.43530E-21  5.12554E-05  5.11647E-05   6.1E-09
  8.500E+00  5.49207E-03  1.36965E-21  4.89111E-05  4.88205E-05   2.5E-08
  8.600E+00  5.62181E-03  1.30773E-21  4.66997E-05  4.66093E-05   3.7E-08
  8.700E+00  5.75306E-03  1.24928E-21  4.46125E-05  4.45223E-05   3.8E-08
  8.800E+00  5.88581E-03  1.19407E-21  4.26410E-05  4.25512E-05   3.0E-08
  8.900E+00  6.02007E-03  1.14189E-21  4.07777E-05  4.06883E-05   1.5E-08
  9.000E+00  6.15583E-03  1.09255E-21  3.90155E-05  3.89265E-05   7.2E-09
  9.100E+00  6.29310E-03  1.04585E-21  3.73479E-05  3.72594E-05   2.3E-08
  9.200E+00  6.43187E-03  1.00163E-21  3.57688E-05  3.56808E-05   3.2E-08
  9.300E+00  6.57214E-03  9.59730E-22  3.42726E-05  3.41852E-05   3.2E-08
  9.400E+00  6.71392E-03  9.20010E-22  3.28542E-05  3.27675E-05   2.4E-08
  9.500E+00  6.85720E-03  8.82333E-22  3.15087E-05  3.14226E-05   1.1E-08
  9.600E+00  7.00198E-03  8.46573E-22  3.02317E-05  3.01463E-05   7.9E-09
  9.700E+00  7.14827E-03  8.12615E-22  2.90190E-05  2.89344E-05   2.1E-08
  9.800E+00  7.29605E-03  7.80350E-22  2.78668E-05  2.77829E-05   2.7E-08
  9.900E+00  7.44534E-03  7.49677E-22  2.67715E-05  2.66883E-05   2.6E-08
  1.000E+01  7.59612E-03  7.20504E-22  2.57297E-05  2.56473E-05   1.9E-08
  1.025E+01  7.97965E-03  6.53571E-22  2.33394E-05  2.32591E-05   2.2E-08
  1.050E+01  8.37255E-03  5.94266E-22  2.12216E-05  2.11433E-05   2.2E-08
  1.075E+01  8.77480E-03  5.41566E-22  1.93397E-05  1.92635E-05   2.2E-08
  1.100E+01  9.18641E-03  4.94607E-22  1.76627E-05  1.75886E-05   2.1E-08
  1.125E+01  9.60736E-03  4.52652E-22  1.61645E-05  1.60925E-05   1.9E-08
  1.150E+01  1.00376E-02  4.15072E-22  1.48225E-05  1.47526E-05   1.6E-08
  1.175E+01  1.04773E-02  3.81331E-22  1.36176E-05  1.35497E-05   1.2E-08
  1.200E+01  1.09262E-02  3.50966E-22  1.25332E-05  1.24674E-05   8.4E-09
  1.225E+01  1.13844E-02  3.23579E-22  1.15552E-05  1.14913E-05   4.7E-09
  1.250E+01  1.18520E-02  2.98825E-22  1.06712E-05  1.06092E-05   2.1E-09
  1.275E+01  1.23288E-02  2.76404E-22  9.87058E-06  9.81048E-06   4.0E-09
  1.300E+01  1.28150E-02  2.56059E-22  9.14402E-06  9.08573E-06   6.5E-09
  1.325E+01  1.33104E-02  2.37560E-22  8.48343E-06  8.42691E-06   8.4E-09
  1.350E+01  1.38150E-02  2.20711E-22  7.88174E-06  7.82693E-06   9.8E-09
  1.375E+01  1.43290E-02  2.05338E-22  7.33274E-06  7.27959E-06   1.0E-08
  1.400E+01  1.48521E-02  1.91286E-22  6.83096E-06  6.77942E-06   1.1E-08
  1.425E+01  1.53845E-02  1.78423E-22  6.37161E-06  6.32162E-06   1.0E-08
  1.450E+01  1.59262E-02  1.66629E-22  5.95043E-06  5.90195E-06   9.7E-09
  1.475E+01  1.64770E-02  1.55799E-22  5.56368E-06  5.51664E-06   8.5E-09
  1.500E+01  1.70371E-02  1.45839E-22  5.20801E-06  5.16238E-06   6.9E-09
  1.525E+01  1.76063E-02  1.36667E-22  4.88047E-06  4.83619E-06   5.2E-09
  1.550E+01  1.81848E-02  1.28209E-22  4.57842E-06  4.53545E-06   3.3E-09
  1.575E+01  1.87724E-02  1.20399E-22  4.29951E-06  4.25780E-06   1.7E-09
  1.600E+01  1.93692E-02  1.13177E-22  4.04164E-06  4.00115E-06   1.8E-09
  1.625E+01  1.99751E-02  1.06493E-22  3.80292E-06  3.76360E-06   3.0E-09
  1.650E+01  2.05901E-02  1.00297E-22  3.58167E-06  3.54349E-06   4.1E-09
  1.675E+01  2.12143E-02  9.45481E-23  3.37637E-06  3.33928E-06   5.0E-09
  1.700E+01  2.18476E-02  8.92075E-23  3.18566E-06  3.14963E-06   5.5E-09
  1.725E+01  2.24900E-02  8.42409E-23  3.00830E-06  2.97329E-06   5.9E-09
  1.750E+01  2.31415E-02  7.96172E-23  2.84318E-06  2.80915E-06   5.9E-09
  1.775E+01  2.38021E-02  7.53083E-23  2.68931E-06  2.65623E-06   5.7E-09
  1.800E+01  2.44717E-02  7.12886E-23  2.54576E-06  2.51360E-06   5.1E-09
  1.825E+01  2.51504E-02  6.75352E-23  2.41172E-06  2.38045E-06   4.4E-09
  1.850E+01  2.58382E-02  6.40270E-23  2.28645E-06  2.25602E-06   3.5E-09
  1.875E+01  2.65349E-02  6.07450E-23  2.16924E-06  2.13965E-06   2.5E-09
  1.900E+01  2.72407E-02  5.76718E-23  2.05950E-06  2.03070E-06   1.5E-09
  1.925E+01  2.79555E-02  5.47918E-23  1.95665E-06  1.92862E-06   9.9E-10
  1.950E+01  2.86793E-02  5.20903E-23  1.86018E-06  1.83289E-06   1.5E-09
  1.975E+01  2.94120E-02  4.95542E-23  1.76961E-06  1.74305E-06   2.2E-09
  2.000E+01  3.01537E-02  4.71716E-23  1.68453E-06  1.65866E-06   2.7E-09
  2.025E+01  3.09043E-02  4.49313E-23  1.60452E-06  1.57933E-06   3.1E-09
  2.050E+01  3.16639E-02  4.28231E-23  1.52924E-06  1.50470E-06   3.4E-09
  2.075E+01  3.24324E-02  4.08380E-23  1.45835E-06  1.43443E-06   3.6E-09
  2.100E+01  3.32098E-02  3.89672E-23  1.39154E-06  1.36823E-06   3.5E-09
  2.125E+01  3.39961E-02  3.72029E-23  1.32854E-06  1.30582E-06   3.3E-09
  2.150E+01  3.47912E-02  3.55379E-23  1.26908E-06  1.24693E-06   2.9E-09
  2.175E+01  3.55952E-02  3.39656E-23  1.21293E-06  1.19133E-06   2.4E-09
  2.200E+01  3.64081E-02  3.24798E-23  1.15987E-06  1.13881E-06   1.9E-09
  2.225E+01  3.72297E-02  3.10748E-23  1.10970E-06  1.08915E-06   1.3E-09
  2.250E+01  3.80602E-02  2.97454E-23  1.06223E-06  1.04218E-06   8.1E-10
  2.275E+01  3.88995E-02  2.84868E-23  1.01728E-06  9.97719E-07   7.8E-10
  2.300E+01  3.97476E-02  2.72944E-23  9.74700E-07  9.55608E-07   1.1E-09
