 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  26,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  7.13750E-16  5.15429E-16  3.21678E-16  0.00000E+00  1.0E-07
   1.50000E+01  3.48218E-16  2.89023E-16  9.96151E-17  0.00000E+00  1.0E-07
   2.00000E+01  2.70137E-16  2.20177E-16  8.98605E-17  0.00000E+00  1.0E-07
   2.50000E+01  2.72216E-16  2.01579E-16  1.29119E-16  0.00000E+00  1.0E-07
   3.00000E+01  2.97981E-16  2.00994E-16  1.75138E-16  0.00000E+00  1.0E-07
   3.50000E+01  3.28859E-16  2.06781E-16  2.15595E-16  0.00000E+00  1.0E-07
   4.00000E+01  3.58320E-16  2.14320E-16  2.47435E-16  0.00000E+00  1.0E-07
   4.50000E+01  3.84189E-16  2.21711E-16  2.70730E-16  0.00000E+00  1.0E-07
   5.00000E+01  4.05971E-16  2.28191E-16  2.86560E-16  0.00000E+00  1.0E-07
   5.50000E+01  4.23826E-16  2.33502E-16  2.96227E-16  0.00000E+00  1.0E-07
   6.00000E+01  4.38146E-16  2.37609E-16  3.00970E-16  0.00000E+00  1.0E-07
   6.50000E+01  4.49384E-16  2.40577E-16  3.01867E-16  0.00000E+00  4.2E-07
   7.00000E+01  4.57979E-16  2.42516E-16  2.99822E-16  0.00000E+00  1.0E-07
   7.50000E+01  4.64327E-16  2.43539E-16  2.95569E-16  0.00000E+00  1.0E-07
   8.00000E+01  4.68776E-16  2.43761E-16  2.89701E-16  0.00000E+00  1.0E-07
   8.50000E+01  4.71627E-16  2.43292E-16  2.82691E-16  0.00000E+00  1.0E-07
   9.00000E+01  4.73137E-16  2.42230E-16  2.74911E-16  0.00000E+00  1.0E-07
   9.50000E+01  4.73526E-16  2.40667E-16  2.66653E-16  0.00000E+00  1.0E-07
   1.00000E+02  4.72979E-16  2.38680E-16  2.58145E-16  0.00000E+00  1.4E-07
   2.00000E+02  3.98920E-16  1.73320E-16  1.36240E-16  0.00000E+00  1.0E-07
   3.00000E+02  3.31075E-16  1.22743E-16  9.49859E-17  0.00000E+00  1.0E-07
   4.00000E+02  2.85641E-16  9.13233E-17  7.70239E-17  0.00000E+00  1.0E-07
   5.00000E+02  2.53808E-16  7.10013E-17  6.59786E-17  0.00000E+00  1.0E-07
   6.00000E+02  2.30153E-16  5.71093E-17  5.78395E-17  0.00000E+00  1.0E-07
   7.00000E+02  2.11724E-16  4.71561E-17  5.13615E-17  0.00000E+00  1.0E-07
   8.00000E+02  1.96840E-16  3.97506E-17  4.60230E-17  0.00000E+00  1.1E-07
   9.00000E+02  1.84480E-16  3.40705E-17  4.15394E-17  0.00000E+00  1.2E-07
   1.00000E+03  1.73993E-16  2.96040E-17  3.77257E-17  0.00000E+00  1.6E-07
   2.00000E+03  1.16369E-16  1.11557E-17  1.80829E-17  0.00000E+00  3.8E-07
   3.00000E+03  9.03544E-17  6.09305E-18  1.09667E-17  0.00000E+00  6.4E-07
   4.00000E+03  7.48297E-17  3.91737E-18  7.49624E-18  0.00000E+00  1.0E-07
   5.00000E+03  6.43061E-17  2.76238E-18  5.50797E-18  0.00000E+00  1.0E-07
   6.00000E+03  5.66172E-17  2.06782E-18  4.24819E-18  0.00000E+00  1.0E-07
   7.00000E+03  5.07128E-17  1.61413E-18  3.39297E-18  0.00000E+00  1.0E-07
   8.00000E+03  4.60148E-17  1.29976E-18  2.78243E-18  0.00000E+00  1.0E-07
   9.00000E+03  4.21756E-17  1.07206E-18  2.32951E-18  0.00000E+00  1.0E-07
   1.00000E+04  3.89722E-17  9.01331E-19  1.98318E-18  0.00000E+00  1.0E-07
   2.00000E+04  2.26822E-17  2.81027E-19  6.60327E-19  0.00000E+00  1.0E-07
   3.00000E+04  1.63375E-17  1.40092E-19  3.38675E-19  0.00000E+00  1.0E-07
   4.00000E+04  1.29329E-17  8.52177E-20  2.09591E-19  0.00000E+00  1.0E-07
   5.00000E+04  1.08052E-17  5.79320E-20  1.44215E-19  0.00000E+00  1.0E-07
   6.00000E+04  9.34884E-18  4.22853E-20  1.06241E-19  0.00000E+00  1.0E-07
   7.00000E+04  8.28938E-18  3.24286E-20  8.20847E-20  0.00000E+00  1.0E-07
   8.00000E+04  7.48417E-18  2.57901E-20  6.56883E-20  0.00000E+00  1.0E-07
   9.00000E+04  6.85166E-18  2.10898E-20  5.40037E-20  0.00000E+00  1.0E-07
   1.00000E+05  6.34183E-18  1.76298E-20  4.53548E-20  0.00000E+00  1.0E-07
   2.00000E+05  4.01352E-18  5.56071E-21  1.47199E-20  0.00000E+00  1.0E-07
   3.00000E+05  3.23622E-18  2.90310E-21  7.80055E-21  0.00000E+00  1.0E-07
   4.00000E+05  2.85473E-18  1.85197E-21  5.02418E-21  0.00000E+00  1.0E-07
   5.00000E+05  2.63163E-18  1.31416E-21  3.58936E-21  0.00000E+00  1.0E-07
   6.00000E+05  2.49306E-18  9.95708E-22  2.73398E-21  0.00000E+00  1.0E-05
   7.00000E+05  2.39105E-18  7.88346E-22  2.17301E-21  0.00000E+00  1.0E-05
   8.00000E+05  2.31652E-18  6.44224E-22  1.78129E-21  0.00000E+00  1.0E-05
   9.00000E+05  2.26073E-18  5.39156E-22  1.49461E-21  0.00000E+00  1.0E-05
   1.00000E+06  2.21746E-18  4.59664E-22  1.27701E-21  0.00000E+00  1.0E-05
   2.00000E+06  2.04708E-18  1.58016E-22  4.44075E-22  0.00000E+00  1.0E-05
   3.00000E+06  2.00382E-18  8.25614E-23  2.33211E-22  0.00000E+00  1.0E-05
   4.00000E+06  1.98628E-18  5.13967E-23  1.45640E-22  0.00000E+00  1.0E-05
   5.00000E+06  1.98059E-18  3.53265E-23  1.00333E-22  0.00000E+00  1.0E-05
   6.00000E+06  1.97240E-18  2.58688E-23  7.36007E-23  0.00000E+00  1.0E-05
   7.00000E+06  1.96893E-18  1.98194E-23  5.64720E-23  0.00000E+00  1.0E-05
   8.00000E+06  1.96721E-18  1.57020E-23  4.47966E-23  0.00000E+00  1.0E-05
   9.00000E+06  1.96593E-18  1.27657E-23  3.64601E-23  0.00000E+00  1.0E-05
   1.00000E+07  1.96481E-18  1.05943E-23  3.02888E-23  0.00000E+00  1.0E-05
