 #
 # Differential cross section:               MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #--------------------------------------------------------------
  5.600E+00  2.38630E-03  5.73423E-21  2.04773E-04  0.00000E+00
  5.700E+00  2.47222E-03  5.34499E-21  1.90873E-04  0.00000E+00
  5.800E+00  2.55965E-03  4.98829E-21  1.78135E-04  0.00000E+00
  5.900E+00  2.64859E-03  4.66093E-21  1.66445E-04  0.00000E+00
  6.000E+00  2.73905E-03  4.36005E-21  1.55700E-04  0.00000E+00
  6.100E+00  2.83103E-03  4.08312E-21  1.45811E-04  0.00000E+00
  6.200E+00  2.92452E-03  3.82788E-21  1.36696E-04  0.00000E+00
  6.300E+00  3.01952E-03  3.59232E-21  1.28284E-04  0.00000E+00
  6.400E+00  3.11604E-03  3.37465E-21  1.20511E-04  0.00000E+00
  6.500E+00  3.21407E-03  3.17327E-21  1.13319E-04  0.00000E+00
  6.600E+00  3.31362E-03  2.98672E-21  1.06658E-04  0.00000E+00
  6.700E+00  3.41468E-03  2.81372E-21  1.00480E-04  0.00000E+00
  6.800E+00  3.51725E-03  2.65310E-21  9.47438E-05  0.00000E+00
  6.900E+00  3.62133E-03  2.50380E-21  8.94124E-05  0.00000E+00
  7.000E+00  3.72692E-03  2.36489E-21  8.44519E-05  0.00000E+00
  7.100E+00  3.83403E-03  2.23551E-21  7.98316E-05  0.00000E+00
  7.200E+00  3.94265E-03  2.11488E-21  7.55238E-05  0.00000E+00
  7.300E+00  4.05278E-03  2.00230E-21  7.15036E-05  0.00000E+00
  7.400E+00  4.16442E-03  1.89714E-21  6.77481E-05  0.00000E+00
  7.500E+00  4.27757E-03  1.79881E-21  6.42367E-05  0.00000E+00
  7.600E+00  4.39223E-03  1.70679E-21  6.09505E-05  0.00000E+00
  7.700E+00  4.50840E-03  1.62059E-21  5.78724E-05  0.00000E+00
  7.800E+00  4.62608E-03  1.53979E-21  5.49868E-05  0.00000E+00
  7.900E+00  4.74527E-03  1.46397E-21  5.22794E-05  0.00000E+00
  8.000E+00  4.86597E-03  1.39278E-21  4.97370E-05  0.00000E+00
  8.100E+00  4.98817E-03  1.32588E-21  4.73479E-05  0.00000E+00
  8.200E+00  5.11188E-03  1.26295E-21  4.51009E-05  0.00000E+00
  8.300E+00  5.23711E-03  1.20373E-21  4.29861E-05  0.00000E+00
  8.400E+00  5.36383E-03  1.14795E-21  4.09942E-05  0.00000E+00
  8.500E+00  5.49207E-03  1.09538E-21  3.91167E-05  0.00000E+00
  8.600E+00  5.62181E-03  1.04579E-21  3.73458E-05  0.00000E+00
  8.700E+00  5.75306E-03  9.98984E-22  3.56744E-05  0.00000E+00
  8.800E+00  5.88581E-03  9.54777E-22  3.40957E-05  0.00000E+00
  8.900E+00  6.02007E-03  9.12997E-22  3.26037E-05  0.00000E+00
  9.000E+00  6.15583E-03  8.73484E-22  3.11927E-05  0.00000E+00
  9.100E+00  6.29310E-03  8.36094E-22  2.98575E-05  0.00000E+00
  9.200E+00  6.43187E-03  8.00690E-22  2.85932E-05  0.00000E+00
  9.300E+00  6.57214E-03  7.67147E-22  2.73953E-05  0.00000E+00
  9.400E+00  6.71392E-03  7.35348E-22  2.62597E-05  0.00000E+00
  9.500E+00  6.85720E-03  7.05185E-22  2.51826E-05  0.00000E+00
  9.600E+00  7.00198E-03  6.76559E-22  2.41604E-05  0.00000E+00
  9.700E+00  7.14827E-03  6.49376E-22  2.31896E-05  0.00000E+00
  9.800E+00  7.29605E-03  6.23550E-22  2.22674E-05  0.00000E+00
  9.900E+00  7.44534E-03  5.98999E-22  2.13906E-05  0.00000E+00
  1.000E+01  7.59612E-03  5.75649E-22  2.05568E-05  0.00000E+00
  1.025E+01  7.97965E-03  5.22081E-22  1.86439E-05  0.00000E+00
  1.050E+01  8.37255E-03  4.74623E-22  1.69491E-05  0.00000E+00
  1.075E+01  8.77480E-03  4.32456E-22  1.54433E-05  0.00000E+00
  1.100E+01  9.18641E-03  3.94886E-22  1.41016E-05  0.00000E+00
  1.125E+01  9.60736E-03  3.61323E-22  1.29031E-05  0.00000E+00
  1.150E+01  1.00376E-02  3.31265E-22  1.18297E-05  0.00000E+00
  1.175E+01  1.04773E-02  3.04280E-22  1.08660E-05  0.00000E+00
  1.200E+01  1.09262E-02  2.79998E-22  9.99890E-06  0.00000E+00
  1.225E+01  1.13844E-02  2.58099E-22  9.21689E-06  0.00000E+00
  1.250E+01  1.18520E-02  2.38309E-22  8.51015E-06  0.00000E+00
  1.275E+01  1.23288E-02  2.20386E-22  7.87014E-06  0.00000E+00
  1.300E+01  1.28150E-02  2.04124E-22  7.28941E-06  0.00000E+00
  1.325E+01  1.33104E-02  1.89341E-22  6.76148E-06  0.00000E+00
  1.350E+01  1.38150E-02  1.75877E-22  6.28068E-06  0.00000E+00
  1.375E+01  1.43290E-02  1.63594E-22  5.84204E-06  0.00000E+00
  1.400E+01  1.48521E-02  1.52369E-22  5.44119E-06  0.00000E+00
  1.425E+01  1.53845E-02  1.42094E-22  5.07427E-06  0.00000E+00
  1.450E+01  1.59262E-02  1.32674E-22  4.73789E-06  0.00000E+00
  1.475E+01  1.64770E-02  1.24026E-22  4.42905E-06  0.00000E+00
  1.500E+01  1.70371E-02  1.16074E-22  4.14507E-06  0.00000E+00
  1.525E+01  1.76063E-02  1.08751E-22  3.88358E-06  0.00000E+00
  1.550E+01  1.81848E-02  1.02000E-22  3.64247E-06  0.00000E+00
  1.575E+01  1.87724E-02  9.57662E-23  3.41987E-06  0.00000E+00
  1.600E+01  1.93692E-02  9.00036E-23  3.21409E-06  0.00000E+00
  1.625E+01  1.99751E-02  8.46699E-23  3.02362E-06  0.00000E+00
  1.650E+01  2.05901E-02  7.97271E-23  2.84711E-06  0.00000E+00
  1.675E+01  2.12143E-02  7.51413E-23  2.68334E-06  0.00000E+00
  1.700E+01  2.18476E-02  7.08819E-23  2.53124E-06  0.00000E+00
  1.725E+01  2.24900E-02  6.69213E-23  2.38980E-06  0.00000E+00
  1.750E+01  2.31415E-02  6.32347E-23  2.25815E-06  0.00000E+00
  1.775E+01  2.38021E-02  5.97995E-23  2.13548E-06  0.00000E+00
  1.800E+01  2.44717E-02  5.65954E-23  2.02106E-06  0.00000E+00
  1.825E+01  2.51504E-02  5.36040E-23  1.91423E-06  0.00000E+00
  1.850E+01  2.58382E-02  5.08084E-23  1.81440E-06  0.00000E+00
  1.875E+01  2.65349E-02  4.81934E-23  1.72102E-06  0.00000E+00
  1.900E+01  2.72407E-02  4.57452E-23  1.63359E-06  0.00000E+00
  1.925E+01  2.79555E-02  4.34512E-23  1.55167E-06  0.00000E+00
  1.950E+01  2.86793E-02  4.12997E-23  1.47484E-06  0.00000E+00
  1.975E+01  2.94120E-02  3.92803E-23  1.40273E-06  0.00000E+00
  2.000E+01  3.01537E-02  3.73833E-23  1.33498E-06  0.00000E+00
  2.025E+01  3.09043E-02  3.55999E-23  1.27130E-06  0.00000E+00
  2.050E+01  3.16639E-02  3.39221E-23  1.21138E-06  0.00000E+00
  2.075E+01  3.24324E-02  3.23422E-23  1.15496E-06  0.00000E+00
  2.100E+01  3.32098E-02  3.08537E-23  1.10180E-06  0.00000E+00
  2.125E+01  3.39961E-02  2.94501E-23  1.05168E-06  0.00000E+00
  2.150E+01  3.47912E-02  2.81257E-23  1.00439E-06  0.00000E+00
  2.175E+01  3.55952E-02  2.68752E-23  9.59732E-07  0.00000E+00
  2.200E+01  3.64081E-02  2.56937E-23  9.17540E-07  0.00000E+00
  2.225E+01  3.72297E-02  2.45767E-23  8.77649E-07  0.00000E+00
  2.250E+01  3.80602E-02  2.35199E-23  8.39910E-07  0.00000E+00
  2.275E+01  3.88995E-02  2.25195E-23  8.04185E-07  0.00000E+00
  2.300E+01  3.97476E-02  2.15719E-23  7.70346E-07  0.00000E+00
  2.325E+01  4.06044E-02  2.06738E-23  7.38274E-07  0.00000E+00
  2.350E+01  4.14700E-02  1.98221E-23  7.07859E-07  0.00000E+00
  2.375E+01  4.23443E-02  1.90139E-23  6.79000E-07  0.00000E+00
  2.400E+01  4.32273E-02  1.82467E-23  6.51601E-07  0.00000E+00
  2.425E+01  4.41190E-02  1.75179E-23  6.25574E-07  0.00000E+00
  2.450E+01  4.50194E-02  1.68252E-23  6.00837E-07  0.00000E+00
  2.475E+01  4.59284E-02  1.61665E-23  5.77315E-07  0.00000E+00
  2.500E+01  4.68461E-02  1.55398E-23  5.54936E-07  0.00000E+00
  2.550E+01  4.87074E-02  1.43752E-23  5.13347E-07  0.00000E+00
  2.600E+01  5.06030E-02  1.33179E-23  4.75591E-07  0.00000E+00
  2.650E+01  5.25328E-02  1.23563E-23  4.41251E-07  0.00000E+00
  2.700E+01  5.44967E-02  1.14801E-23  4.09961E-07  0.00000E+00
  2.750E+01  5.64946E-02  1.06803E-23  3.81402E-07  0.00000E+00
  2.800E+01  5.85262E-02  9.94915E-24  3.55291E-07  0.00000E+00
  2.850E+01  6.05914E-02  9.27957E-24  3.31379E-07  0.00000E+00
  2.900E+01  6.26901E-02  8.66545E-24  3.09449E-07  0.00000E+00
  2.950E+01  6.48222E-02  8.10135E-24  2.89305E-07  0.00000E+00
  3.000E+01  6.69873E-02  7.58246E-24  2.70774E-07  0.00000E+00
  3.050E+01  6.91854E-02  7.10447E-24  2.53705E-07  0.00000E+00
  3.100E+01  7.14163E-02  6.66357E-24  2.37960E-07  0.00000E+00
  3.150E+01  7.36799E-02  6.25634E-24  2.23418E-07  0.00000E+00
  3.200E+01  7.59760E-02  5.87975E-24  2.09970E-07  0.00000E+00
  3.250E+01  7.83043E-02  5.53106E-24  1.97518E-07  0.00000E+00
  3.300E+01  8.06647E-02  5.20781E-24  1.85974E-07  0.00000E+00
  3.350E+01  8.30571E-02  4.90781E-24  1.75261E-07  0.00000E+00
  3.400E+01  8.54812E-02  4.62907E-24  1.65307E-07  0.00000E+00
  3.450E+01  8.79369E-02  4.36980E-24  1.56049E-07  0.00000E+00
  3.500E+01  9.04240E-02  4.12840E-24  1.47428E-07  0.00000E+00
  3.550E+01  9.29422E-02  3.90340E-24  1.39393E-07  0.00000E+00
  3.600E+01  9.54915E-02  3.69348E-24  1.31897E-07  0.00000E+00
  3.650E+01  9.80716E-02  3.49744E-24  1.24896E-07  0.00000E+00
  3.700E+01  1.00682E-01  3.31418E-24  1.18352E-07  0.00000E+00
  3.750E+01  1.03323E-01  3.14273E-24  1.12229E-07  0.00000E+00
  3.800E+01  1.05995E-01  2.98218E-24  1.06495E-07  0.00000E+00
  3.850E+01  1.08696E-01  2.83170E-24  1.01122E-07  0.00000E+00
  3.900E+01  1.11427E-01  2.69054E-24  9.60810E-08  0.00000E+00
  3.950E+01  1.14188E-01  2.55802E-24  9.13487E-08  0.00000E+00
  4.000E+01  1.16978E-01  2.43352E-24  8.69025E-08  0.00000E+00
  4.050E+01  1.19797E-01  2.31645E-24  8.27219E-08  0.00000E+00
  4.100E+01  1.22645E-01  2.20629E-24  7.87879E-08  0.00000E+00
  4.150E+01  1.25522E-01  2.10255E-24  7.50834E-08  0.00000E+00
  4.200E+01  1.28428E-01  2.00479E-24  7.15924E-08  0.00000E+00
  4.250E+01  1.31361E-01  1.91260E-24  6.83002E-08  0.00000E+00
  4.300E+01  1.34323E-01  1.82561E-24  6.51935E-08  0.00000E+00
  4.350E+01  1.37313E-01  1.74345E-24  6.22599E-08  0.00000E+00
  4.400E+01  1.40330E-01  1.66583E-24  5.94878E-08  0.00000E+00
  4.450E+01  1.43375E-01  1.59243E-24  5.68667E-08  0.00000E+00
  4.500E+01  1.46447E-01  1.52299E-24  5.43869E-08  0.00000E+00
  4.550E+01  1.49545E-01  1.45725E-24  5.20393E-08  0.00000E+00
  4.600E+01  1.52671E-01  1.39497E-24  4.98154E-08  0.00000E+00
  4.650E+01  1.55823E-01  1.33595E-24  4.77077E-08  0.00000E+00
  4.700E+01  1.59001E-01  1.27998E-24  4.57088E-08  0.00000E+00
  4.750E+01  1.62205E-01  1.22687E-24  4.38122E-08  0.00000E+00
  4.800E+01  1.65435E-01  1.17644E-24  4.20115E-08  0.00000E+00
  4.850E+01  1.68690E-01  1.12854E-24  4.03010E-08  0.00000E+00
  4.900E+01  1.71970E-01  1.08302E-24  3.86754E-08  0.00000E+00
  4.950E+01  1.75276E-01  1.03973E-24  3.71296E-08  0.00000E+00
