   2.01219991E-02   1.99126010E-03
   3.98749001E-02   1.99222006E-03
   6.21468993E-04   2.12202012E-03
   1.23209995E-03   2.12206994E-03
       -1137       -1137
   1.18800002E-04   4.80099989E-05
   2.78869993E-04   4.89699996E-05
   1.42970002E-05   1.78770002E-04
   2.50489993E-05   1.78820002E-04
       -1137       -1137
   7.54471016E-14   9.59999966E-07
   1.07309999E-04   1.21930003E-04
   9.51832035E-09   1.30810004E-04
       -1137       -1137
   1.00719997E-04   1.20969999E-04
   4.44839987E-09   1.29799999E-04
   4.38499992E-09   1.29849999E-04
       -1137       -1137
          -1          -1
