 #  Scattering field.
 #  All quantities in atomic units (a.u.), unless otherwise indicated.
 #  Z =  79, NELEC =  79,   projectile: electron
 #  Kinetic energy = 3.67493E+05 a.u. = 1.00000E+07 eV
 #
 #   i       r           r*V         r*Vst        r*Vex       r*Vpol       r*Wabs        rho_e
 #------------------------------------------------------------------------------------------------
     1  0.00000E+00 -0.00000E+00 -0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  2.22636E+06
     2  1.18834E-06 -1.13989E+00 -1.13989E+00 -1.68847E-06  0.00000E+00  0.00000E+00  2.22636E+06
     3  2.40073E-06 -2.30263E+00 -2.30263E+00 -3.38116E-06  0.00000E+00  0.00000E+00  2.20676E+06
     4  3.63767E-06 -3.48841E+00 -3.48840E+00 -5.08425E-06  0.00000E+00  0.00000E+00  2.18988E+06
     5  4.89965E-06 -4.69742E+00 -4.69741E+00 -6.80370E-06  0.00000E+00  0.00000E+00  2.17559E+06
     6  6.18718E-06 -5.92981E+00 -5.92980E+00 -8.54520E-06  0.00000E+00  0.00000E+00  2.16370E+06
     7  7.50077E-06 -7.18572E+00 -7.18571E+00 -1.03141E-05  0.00000E+00  0.00000E+00  2.15405E+06
     8  8.84096E-06 -8.46525E+00 -8.46524E+00 -1.21152E-05  0.00000E+00  0.00000E+00  2.14644E+06
     9  1.02083E-05 -9.76847E+00 -9.76846E+00 -1.39527E-05  0.00000E+00  0.00000E+00  2.14064E+06
    10  1.16033E-05 -1.10954E+01 -1.10954E+01 -1.58302E-05  0.00000E+00  0.00000E+00  2.13640E+06
    11  1.30265E-05 -1.24461E+01 -1.24460E+01 -1.77503E-05  0.00000E+00  0.00000E+00  2.13345E+06
    12  1.44786E-05 -1.38204E+01 -1.38204E+01 -1.97142E-05  0.00000E+00  0.00000E+00  2.13147E+06
    13  1.59600E-05 -1.52182E+01 -1.52182E+01 -2.17219E-05  0.00000E+00  0.00000E+00  2.13011E+06
    14  1.74714E-05 -1.66395E+01 -1.66395E+01 -2.37716E-05  0.00000E+00  0.00000E+00  2.12895E+06
    15  1.90135E-05 -1.80840E+01 -1.80840E+01 -2.58612E-05  0.00000E+00  0.00000E+00  2.12770E+06
    16  2.05867E-05 -1.95515E+01 -1.95514E+01 -2.79908E-05  0.00000E+00  0.00000E+00  2.12632E+06
    17  2.21918E-05 -2.10415E+01 -2.10415E+01 -3.01611E-05  0.00000E+00  0.00000E+00  2.12480E+06
    18  2.38294E-05 -2.25537E+01 -2.25537E+01 -3.23726E-05  0.00000E+00  0.00000E+00  2.12313E+06
    19  2.55002E-05 -2.40876E+01 -2.40876E+01 -3.46258E-05  0.00000E+00  0.00000E+00  2.12132E+06
    20  2.72048E-05 -2.56427E+01 -2.56427E+01 -3.69213E-05  0.00000E+00  0.00000E+00  2.11934E+06
    21  2.89439E-05 -2.72182E+01 -2.72182E+01 -3.92595E-05  0.00000E+00  0.00000E+00  2.11720E+06
    22  3.07181E-05 -2.88134E+01 -2.88134E+01 -4.16409E-05  0.00000E+00  0.00000E+00  2.11489E+06
    23  3.25284E-05 -3.04274E+01 -3.04274E+01 -4.40661E-05  0.00000E+00  0.00000E+00  2.11240E+06
    24  3.43752E-05 -3.20592E+01 -3.20592E+01 -4.65355E-05  0.00000E+00  0.00000E+00  2.10973E+06
    25  3.62595E-05 -3.37077E+01 -3.37077E+01 -4.90496E-05  0.00000E+00  0.00000E+00  2.10686E+06
    26  3.81818E-05 -3.53717E+01 -3.53716E+01 -5.16088E-05  0.00000E+00  0.00000E+00  2.10379E+06
    27  4.01431E-05 -3.70496E+01 -3.70496E+01 -5.42136E-05  0.00000E+00  0.00000E+00  2.10051E+06
    28  4.21442E-05 -3.87400E+01 -3.87400E+01 -5.68645E-05  0.00000E+00  0.00000E+00  2.09701E+06
    29  4.41857E-05 -4.04411E+01 -4.04411E+01 -5.95618E-05  0.00000E+00  0.00000E+00  2.09329E+06
    30  4.62685E-05 -4.21510E+01 -4.21509E+01 -6.23059E-05  0.00000E+00  0.00000E+00  2.08934E+06
    31  4.83935E-05 -4.38675E+01 -4.38675E+01 -6.50973E-05  0.00000E+00  0.00000E+00  2.08515E+06
    32  5.05616E-05 -4.55884E+01 -4.55883E+01 -6.79364E-05  0.00000E+00  0.00000E+00  2.08071E+06
    33  5.27735E-05 -4.73109E+01 -4.73109E+01 -7.08234E-05  0.00000E+00  0.00000E+00  2.07602E+06
    34  5.50302E-05 -4.90325E+01 -4.90324E+01 -7.37590E-05  0.00000E+00  0.00000E+00  2.07106E+06
    35  5.73326E-05 -5.07498E+01 -5.07498E+01 -7.67433E-05  0.00000E+00  0.00000E+00  2.06584E+06
    36  5.96816E-05 -5.24597E+01 -5.24596E+01 -7.97769E-05  0.00000E+00  0.00000E+00  2.06034E+06
    37  6.20782E-05 -5.41585E+01 -5.41584E+01 -8.28600E-05  0.00000E+00  0.00000E+00  2.05457E+06
    38  6.45232E-05 -5.58421E+01 -5.58420E+01 -8.59932E-05  0.00000E+00  0.00000E+00  2.04850E+06
    39  6.70178E-05 -5.75063E+01 -5.75063E+01 -8.91768E-05  0.00000E+00  0.00000E+00  2.04214E+06
    40  6.95629E-05 -5.91466E+01 -5.91465E+01 -9.24114E-05  0.00000E+00  0.00000E+00  2.03548E+06
    41  7.21595E-05 -6.07577E+01 -6.07576E+01 -9.56973E-05  0.00000E+00  0.00000E+00  2.02852E+06
    42  7.48086E-05 -6.23345E+01 -6.23344E+01 -9.90351E-05  0.00000E+00  0.00000E+00  2.02125E+06
    43  7.75114E-05 -6.38711E+01 -6.38710E+01 -1.02425E-04  0.00000E+00  0.00000E+00  2.01366E+06
    44  8.02690E-05 -6.53615E+01 -6.53614E+01 -1.05869E-04  0.00000E+00  0.00000E+00  2.00577E+06
    45  8.30823E-05 -6.67991E+01 -6.67990E+01 -1.09366E-04  0.00000E+00  0.00000E+00  1.99756E+06
    46  8.59526E-05 -6.81774E+01 -6.81772E+01 -1.12918E-04  0.00000E+00  0.00000E+00  1.98904E+06
    47  8.88810E-05 -6.94891E+01 -6.94890E+01 -1.16524E-04  0.00000E+00  0.00000E+00  1.98019E+06
    48  9.18686E-05 -7.07274E+01 -7.07273E+01 -1.20187E-04  0.00000E+00  0.00000E+00  1.97104E+06
    49  9.49168E-05 -7.18851E+01 -7.18850E+01 -1.23906E-04  0.00000E+00  0.00000E+00  1.96158E+06
    50  9.80267E-05 -7.29557E+01 -7.29556E+01 -1.27683E-04  0.00000E+00  0.00000E+00  1.95180E+06
    51  1.01199E-04 -7.39330E+01 -7.39329E+01 -1.31518E-04  0.00000E+00  0.00000E+00  1.94173E+06
    52  1.04437E-04 -7.48122E+01 -7.48121E+01 -1.35410E-04  0.00000E+00  0.00000E+00  1.93136E+06
    53  1.07739E-04 -7.55901E+01 -7.55899E+01 -1.39360E-04  0.00000E+00  0.00000E+00  1.92071E+06
    54  1.11109E-04 -7.62654E+01 -7.62653E+01 -1.43368E-04  0.00000E+00  0.00000E+00  1.90978E+06
    55  1.14546E-04 -7.68398E+01 -7.68396E+01 -1.47432E-04  0.00000E+00  0.00000E+00  1.89858E+06
    56  1.18054E-04 -7.73175E+01 -7.73174E+01 -1.51549E-04  0.00000E+00  0.00000E+00  1.88713E+06
    57  1.21632E-04 -7.77059E+01 -7.77057E+01 -1.55718E-04  0.00000E+00  0.00000E+00  1.87545E+06
    58  1.25282E-04 -7.80144E+01 -7.80142E+01 -1.59935E-04  0.00000E+00  0.00000E+00  1.86354E+06
    59  1.29007E-04 -7.82539E+01 -7.82538E+01 -1.64196E-04  0.00000E+00  0.00000E+00  1.85143E+06
    60  1.32807E-04 -7.84360E+01 -7.84358E+01 -1.68499E-04  0.00000E+00  0.00000E+00  1.83913E+06
    61  1.36684E-04 -7.85716E+01 -7.85714E+01 -1.72840E-04  0.00000E+00  0.00000E+00  1.82666E+06
    62  1.40639E-04 -7.86707E+01 -7.86705E+01 -1.77216E-04  0.00000E+00  0.00000E+00  1.81403E+06
    63  1.44675E-04 -7.87419E+01 -7.87417E+01 -1.81625E-04  0.00000E+00  0.00000E+00  1.80127E+06
    64  1.48792E-04 -7.87920E+01 -7.87918E+01 -1.86065E-04  0.00000E+00  0.00000E+00  1.78838E+06
    65  1.52993E-04 -7.88266E+01 -7.88264E+01 -1.90535E-04  0.00000E+00  0.00000E+00  1.77539E+06
    66  1.57278E-04 -7.88500E+01 -7.88498E+01 -1.95034E-04  0.00000E+00  0.00000E+00  1.76230E+06
    67  1.61650E-04 -7.88653E+01 -7.88651E+01 -1.99561E-04  0.00000E+00  0.00000E+00  1.74915E+06
    68  1.66111E-04 -7.88749E+01 -7.88747E+01 -2.04116E-04  0.00000E+00  0.00000E+00  1.73592E+06
    69  1.70662E-04 -7.88805E+01 -7.88803E+01 -2.08699E-04  0.00000E+00  0.00000E+00  1.72265E+06
    70  1.75306E-04 -7.88833E+01 -7.88831E+01 -2.13310E-04  0.00000E+00  0.00000E+00  1.70934E+06
    71  1.80043E-04 -7.88841E+01 -7.88839E+01 -2.17948E-04  0.00000E+00  0.00000E+00  1.69600E+06
    72  1.84876E-04 -7.88837E+01 -7.88834E+01 -2.22615E-04  0.00000E+00  0.00000E+00  1.68263E+06
    73  1.89807E-04 -7.88823E+01 -7.88821E+01 -2.27311E-04  0.00000E+00  0.00000E+00  1.66926E+06
    74  1.94838E-04 -7.88803E+01 -7.88800E+01 -2.32036E-04  0.00000E+00  0.00000E+00  1.65589E+06
    75  1.99971E-04 -7.88778E+01 -7.88776E+01 -2.36789E-04  0.00000E+00  0.00000E+00  1.64252E+06
    76  2.05207E-04 -7.88751E+01 -7.88748E+01 -2.41573E-04  0.00000E+00  0.00000E+00  1.62916E+06
    77  2.10550E-04 -7.88721E+01 -7.88718E+01 -2.46386E-04  0.00000E+00  0.00000E+00  1.61582E+06
    78  2.16001E-04 -7.88690E+01 -7.88687E+01 -2.51230E-04  0.00000E+00  0.00000E+00  1.60251E+06
    79  2.21562E-04 -7.88657E+01 -7.88654E+01 -2.56105E-04  0.00000E+00  0.00000E+00  1.58922E+06
    80  2.27235E-04 -7.88623E+01 -7.88620E+01 -2.61011E-04  0.00000E+00  0.00000E+00  1.57597E+06
    81  2.33024E-04 -7.88588E+01 -7.88586E+01 -2.65949E-04  0.00000E+00  0.00000E+00  1.56276E+06
    82  2.38930E-04 -7.88553E+01 -7.88550E+01 -2.70918E-04  0.00000E+00  0.00000E+00  1.54959E+06
    83  2.44955E-04 -7.88517E+01 -7.88514E+01 -2.75921E-04  0.00000E+00  0.00000E+00  1.53646E+06
    84  2.51102E-04 -7.88479E+01 -7.88477E+01 -2.80955E-04  0.00000E+00  0.00000E+00  1.52339E+06
    85  2.57374E-04 -7.88441E+01 -7.88439E+01 -2.86023E-04  0.00000E+00  0.00000E+00  1.51036E+06
    86  2.63773E-04 -7.88403E+01 -7.88400E+01 -2.91125E-04  0.00000E+00  0.00000E+00  1.49739E+06
    87  2.70301E-04 -7.88363E+01 -7.88360E+01 -2.96260E-04  0.00000E+00  0.00000E+00  1.48448E+06
    88  2.76961E-04 -7.88323E+01 -7.88320E+01 -3.01430E-04  0.00000E+00  0.00000E+00  1.47162E+06
    89  2.83756E-04 -7.88282E+01 -7.88279E+01 -3.06633E-04  0.00000E+00  0.00000E+00  1.45883E+06
    90  2.90689E-04 -7.88240E+01 -7.88237E+01 -3.11872E-04  0.00000E+00  0.00000E+00  1.44610E+06
    91  2.97762E-04 -7.88197E+01 -7.88194E+01 -3.17146E-04  0.00000E+00  0.00000E+00  1.43343E+06
    92  3.04979E-04 -7.88153E+01 -7.88150E+01 -3.22455E-04  0.00000E+00  0.00000E+00  1.42083E+06
    93  3.12341E-04 -7.88109E+01 -7.88106E+01 -3.27800E-04  0.00000E+00  0.00000E+00  1.40830E+06
