 #
 # Subroutine MOTTSC. Elastic scattering of electrons and positrons
 #                    by unscreened Coulomb fields
 #
 # Projectile: electron
 # Kinetic energy = 1.00000E+07 eV = 3.67493E+05 a.u.
 #
 # Z =  79
 #
 # Differential cross section      MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS       McKinl-Fesh    error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)   (a0**2/sr)
 #-----------------------------------------------------------------------
  8.250E-03  5.18326E-09  1.09518E-08  3.91096E+08  3.91124E+08   1.0E+00
  8.500E-03  5.50215E-09  9.71912E-09  3.47076E+08  3.47101E+08   1.0E+00
  8.750E-03  5.83057E-09  8.65508E-09  3.09079E+08  3.09101E+08   1.0E+00
  9.000E-03  6.16850E-09  7.73275E-09  2.76142E+08  2.76163E+08   1.0E+00
  9.250E-03  6.51596E-09  6.93008E-09  2.47478E+08  2.47497E+08   1.0E+00
  9.500E-03  6.87293E-09  6.22890E-09  2.22438E+08  2.22456E+08   1.0E+00
  9.750E-03  7.23942E-09  5.61420E-09  2.00487E+08  2.00503E+08   1.0E+00
  1.000E-02  7.61544E-09  5.07350E-09  1.81178E+08  1.81193E+08   1.0E+00
  1.250E-02  1.18991E-08  2.07814E-09  7.42118E+07  7.42197E+07   1.0E+00
  1.500E-02  1.71347E-08  1.00221E-09  3.57895E+07  3.57941E+07   1.0E+00
  1.750E-02  2.33223E-08  5.40977E-10  1.93187E+07  1.93215E+07   1.0E+00
  2.000E-02  3.04617E-08  3.17117E-10  1.13244E+07  1.13264E+07   1.0E+00
  2.250E-02  3.85531E-08  1.97978E-10  7.06993E+06  7.07127E+06   1.0E+00
  2.500E-02  4.75965E-08  1.29896E-10  4.63866E+06  4.63964E+06   1.0E+00
  2.750E-02  5.75917E-08  8.87222E-11  3.16833E+06  3.16906E+06   1.0E+00
  3.000E-02  6.85389E-08  6.26450E-11  2.23709E+06  2.23766E+06   1.0E+00
  3.250E-02  8.04380E-08  4.54826E-11  1.62421E+06  1.62466E+06   1.0E+00
  3.500E-02  9.32891E-08  3.38154E-11  1.20757E+06  1.20793E+06   1.0E+00
  3.750E-02  1.07092E-07  2.56608E-11  9.16363E+05  9.16653E+05   1.0E+00
  4.000E-02  1.21847E-07  1.98227E-11  7.07882E+05  7.08121E+05   1.0E+00
  4.250E-02  1.37554E-07  1.55545E-11  5.55460E+05  5.55660E+05   1.0E+00
  4.500E-02  1.54213E-07  1.23757E-11  4.41943E+05  4.42111E+05   1.0E+00
  4.750E-02  1.71823E-07  9.96902E-12  3.56000E+05  3.56143E+05   1.0E+00
  5.000E-02  1.90386E-07  8.11998E-12  2.89970E+05  2.90092E+05   1.0E+00
  5.250E-02  2.09900E-07  6.68045E-12  2.38563E+05  2.38669E+05   1.0E+00
  5.500E-02  2.30367E-07  5.54626E-12  1.98060E+05  1.98152E+05   1.0E+00
  5.750E-02  2.51785E-07  4.64288E-12  1.65800E+05  1.65881E+05   1.0E+00
  6.000E-02  2.74156E-07  3.91617E-12  1.39849E+05  1.39920E+05   1.0E+00
  6.250E-02  2.97478E-07  3.32625E-12  1.18782E+05  1.18845E+05   1.0E+00
  6.500E-02  3.21752E-07  2.84334E-12  1.01538E+05  1.01593E+05   1.0E+00
  6.750E-02  3.46978E-07  2.44498E-12  8.73118E+04  8.73616E+04   1.0E+00
  7.000E-02  3.73156E-07  2.11401E-12  7.54925E+04  7.55371E+04   1.0E+00
  7.250E-02  4.00286E-07  1.83719E-12  6.56073E+04  6.56474E+04   1.0E+00
  7.500E-02  4.28368E-07  1.60424E-12  5.72884E+04  5.73247E+04   1.0E+00
  7.750E-02  4.57402E-07  1.40707E-12  5.02474E+04  5.02802E+04   1.0E+00
  8.000E-02  4.87388E-07  1.23928E-12  4.42556E+04  4.42854E+04   1.0E+00
  8.250E-02  5.18325E-07  1.09578E-12  3.91309E+04  3.91582E+04   1.0E+00
  8.500E-02  5.50215E-07  9.72457E-13  3.47271E+04  3.47520E+04   1.0E+00
  8.750E-02  5.83057E-07  8.66008E-13  3.09257E+04  3.09485E+04   1.0E+00
  9.000E-02  6.16850E-07  7.73735E-13  2.76306E+04  2.76515E+04   1.0E+00
  9.250E-02  6.51596E-07  6.93431E-13  2.47629E+04  2.47822E+04   1.0E+00
  9.500E-02  6.87293E-07  6.23281E-13  2.22578E+04  2.22756E+04   1.0E+00
  9.750E-02  7.23942E-07  5.61782E-13  2.00616E+04  2.00781E+04   1.0E+00
  1.000E-01  7.61543E-07  5.07685E-13  1.81297E+04  1.81450E+04   1.0E+00
  1.250E-01  1.18991E-06  2.07986E-13  7.42731E+03  7.43513E+03   1.0E+00
  1.500E-01  1.71347E-06  1.00320E-13  3.58250E+03  3.58702E+03   1.0E+00
  1.750E-01  2.33223E-06  5.41603E-14  1.93410E+03  1.93694E+03   1.0E+00
  2.000E-01  3.04617E-06  3.17536E-14  1.13394E+03  1.13585E+03   1.0E+00
  2.250E-01  3.85531E-06  1.98272E-14  7.08043E+02  7.09381E+02   1.0E+00
  2.500E-01  4.75964E-06  1.30110E-14  4.64632E+02  4.65607E+02   1.0E+00
  2.750E-01  5.75916E-06  8.88834E-15  3.17408E+02  3.18140E+02   1.0E+00
  3.000E-01  6.85388E-06  6.27692E-15  2.24153E+02  2.24716E+02   1.0E+00
  3.250E-01  8.04378E-06  4.55803E-15  1.62770E+02  1.63213E+02   1.0E+00
  3.500E-01  9.32888E-06  3.38937E-15  1.21036E+02  1.21391E+02   1.0E+00
  3.750E-01  1.07092E-05  2.57244E-15  9.18635E+01  9.21514E+01   1.0E+00
  4.000E-01  1.21846E-05  1.98751E-15  7.09754E+01  7.12124E+01   1.0E+00
  4.250E-01  1.37553E-05  1.55982E-15  5.57022E+01  5.58996E+01   1.0E+00
  4.500E-01  1.54212E-05  1.24125E-15  4.43259E+01  4.44921E+01   1.0E+00
  4.750E-01  1.71822E-05  1.00003E-15  3.57119E+01  3.58532E+01   1.0E+00
  5.000E-01  1.90385E-05  8.14205E-16  2.90758E+01  2.92139E+01   5.8E-05
  5.250E-01  2.09899E-05  6.70448E-16  2.39421E+01  2.40437E+01   5.1E-05
  5.500E-01  2.30365E-05  5.56969E-16  1.98897E+01  1.99690E+01   2.6E-05
  5.750E-01  2.51783E-05  4.66379E-16  1.66547E+01  1.67226E+01   3.4E-06
  6.000E-01  2.74153E-05  3.93376E-16  1.40477E+01  1.41103E+01   2.6E-05
  6.250E-01  2.97475E-05  3.34066E-16  1.19297E+01  1.19892E+01   3.4E-05
  6.500E-01  3.21749E-05  2.85526E-16  1.01963E+01  1.02524E+01   2.8E-05
  6.750E-01  3.46974E-05  2.45518E-16  8.76761E+00  8.81921E+00   1.3E-05
  7.000E-01  3.73152E-05  2.12312E-16  7.58181E+00  7.62816E+00   5.3E-06
  7.250E-01  4.00281E-05  1.84561E-16  6.59079E+00  6.63173E+00   1.8E-05
  7.500E-01  4.28362E-05  1.61211E-16  5.75695E+00  5.79296E+00   2.2E-05
  7.750E-01  4.57395E-05  1.41440E-16  5.05093E+00  5.08283E+00   1.7E-05
  8.000E-01  4.87380E-05  1.24604E-16  4.44968E+00  4.47836E+00   6.1E-06
  8.250E-01  5.18317E-05  1.10193E-16  3.93505E+00  3.96123E+00   5.5E-06
  8.500E-01  5.50205E-05  9.78009E-17  3.49253E+00  3.51671E+00   1.3E-05
  8.750E-01  5.83045E-05  8.71019E-17  3.11046E+00  3.13289E+00   1.5E-05
  9.000E-01  6.16838E-05  7.78283E-17  2.77930E+00  2.80010E+00   1.1E-05
  9.250E-01  6.51582E-05  6.97597E-17  2.49116E+00  2.51040E+00   2.7E-06
  9.500E-01  6.87277E-05  6.27132E-17  2.23953E+00  2.25726E+00   5.3E-06
  9.750E-01  7.23925E-05  5.65365E-17  2.01895E+00  2.03527E+00   1.0E-05
  1.000E+00  7.61524E-05  5.11028E-17  1.82491E+00  1.83995E+00   1.1E-05
  1.100E+00  9.21439E-05  3.49292E-17  1.24734E+00  1.25862E+00   7.9E-06
  1.200E+00  1.09658E-04  2.46788E-17  8.81296E-01  8.90018E-01   4.3E-06
  1.300E+00  1.28695E-04  1.79307E-17  6.40315E-01  6.47151E-01   8.9E-07
  1.400E+00  1.49255E-04  1.33398E-17  4.76375E-01  4.81859E-01   1.7E-06
  1.500E+00  1.71338E-04  1.01299E-17  3.61745E-01  3.66199E-01   3.1E-06
  1.600E+00  1.94942E-04  7.83050E-18  2.79632E-01  2.83303E-01   3.3E-06
  1.700E+00  2.20070E-04  6.14856E-18  2.19569E-01  2.22629E-01   2.6E-06
  1.800E+00  2.46720E-04  4.89529E-18  1.74814E-01  1.77390E-01   1.5E-06
  1.900E+00  2.74892E-04  3.94595E-18  1.40912E-01  1.43102E-01   2.5E-07
  2.000E+00  3.04586E-04  3.21619E-18  1.14852E-01  1.16729E-01   7.7E-07
  2.100E+00  3.35803E-04  2.64778E-18  9.45540E-02  9.61745E-02   1.4E-06
  2.200E+00  3.68542E-04  2.19970E-18  7.85527E-02  7.99615E-02   1.5E-06
  2.300E+00  4.02802E-04  1.84263E-18  6.58015E-02  6.70336E-02   1.2E-06
  2.400E+00  4.38585E-04  1.55525E-18  5.55389E-02  5.66225E-02   6.8E-07
  2.500E+00  4.75889E-04  1.32184E-18  4.72036E-02  4.81617E-02   7.6E-08
  2.600E+00  5.14715E-04  1.13068E-18  4.03773E-02  4.12281E-02   4.4E-07
  2.700E+00  5.55063E-04  9.72906E-19  3.47431E-02  3.55022E-02   7.5E-07
  2.800E+00  5.96931E-04  8.41760E-19  3.00598E-02  3.07397E-02   8.1E-07
  2.900E+00  6.40321E-04  7.32020E-19  2.61409E-02  2.67521E-02   6.6E-07
  3.000E+00  6.85233E-04  6.39622E-19  2.28413E-02  2.33928E-02   3.6E-07
  3.100E+00  7.31665E-04  5.61380E-19  2.00472E-02  2.05463E-02   1.6E-08
  3.200E+00  7.79618E-04  4.94763E-19  1.76683E-02  1.81215E-02   2.8E-07
  3.300E+00  8.29092E-04  4.37762E-19  1.56327E-02  1.60453E-02   4.6E-07
  3.400E+00  8.80086E-04  3.88752E-19  1.38826E-02  1.42592E-02   5.0E-07
  3.500E+00  9.32601E-04  3.46428E-19  1.23712E-02  1.27158E-02   4.0E-07
  3.600E+00  9.86636E-04  3.09722E-19  1.10604E-02  1.13766E-02   2.1E-07
  3.700E+00  1.04219E-03  2.77761E-19  9.91904E-03  1.02098E-02   1.1E-08
  3.800E+00  1.09927E-03  2.49829E-19  8.92157E-03  9.18941E-03   2.0E-07
  3.900E+00  1.15786E-03  2.25329E-19  8.04666E-03  8.29394E-03   3.1E-07
  4.000E+00  1.21797E-03  2.03768E-19  7.27670E-03  7.50541E-03   3.3E-07
  4.100E+00  1.27961E-03  1.84732E-19  6.59690E-03  6.80883E-03   2.6E-07
  4.200E+00  1.34276E-03  1.67874E-19  5.99487E-03  6.19158E-03   1.3E-07
  4.300E+00  1.40743E-03  1.52901E-19  5.46018E-03  5.64305E-03   2.0E-08
  4.400E+00  1.47362E-03  1.39565E-19  4.98395E-03  5.15423E-03   1.5E-07
  4.500E+00  1.54133E-03  1.27656E-19  4.55869E-03  4.71747E-03   2.2E-07
  4.600E+00  1.61056E-03  1.16995E-19  4.17797E-03  4.32624E-03   2.3E-07
  4.700E+00  1.68131E-03  1.07427E-19  3.83630E-03  3.97495E-03   1.8E-07
  4.800E+00  1.75357E-03  9.88213E-20  3.52897E-03  3.65878E-03   8.5E-08
  4.900E+00  1.82735E-03  9.10629E-20  3.25192E-03  3.37360E-03   2.4E-08
  5.000E+00  1.90265E-03  8.40539E-20  3.00162E-03  3.11583E-03   1.1E-07
  5.100E+00  1.97947E-03  7.77089E-20  2.77503E-03  2.88234E-03   1.7E-07
  5.200E+00  2.05780E-03  7.19536E-20  2.56951E-03  2.67044E-03   1.7E-07
  5.300E+00  2.13765E-03  6.67236E-20  2.38274E-03  2.47777E-03   1.3E-07
  5.400E+00  2.21902E-03  6.19620E-20  2.21270E-03  2.30227E-03   5.7E-08
  5.500E+00  2.30190E-03  5.76195E-20  2.05763E-03  2.14213E-03   2.4E-08
  5.600E+00  2.38630E-03  5.36524E-20  1.91596E-03  1.99576E-03   9.0E-08
  5.700E+00  2.47222E-03  5.00225E-20  1.78633E-03  1.86175E-03   1.3E-07
  5.800E+00  2.55965E-03  4.66957E-20  1.66753E-03  1.73887E-03   1.3E-07
  5.900E+00  2.64859E-03  4.36423E-20  1.55849E-03  1.62603E-03   9.4E-08
  6.000E+00  2.73905E-03  4.08356E-20  1.45827E-03  1.52225E-03   3.8E-08
  6.100E+00  2.83103E-03  3.82520E-20  1.36600E-03  1.42667E-03   2.4E-08
  6.200E+00  2.92452E-03  3.58706E-20  1.28096E-03  1.33853E-03   7.4E-08
  6.300E+00  3.01952E-03  3.36726E-20  1.20247E-03  1.25714E-03   1.0E-07
  6.400E+00  3.11604E-03  3.16414E-20  1.12993E-03  1.18188E-03   9.8E-08
  6.500E+00  3.21407E-03  2.97618E-20  1.06281E-03  1.11220E-03   7.0E-08
  6.600E+00  3.31362E-03  2.80205E-20  1.00063E-03  1.04762E-03   2.6E-08
  6.700E+00  3.41468E-03  2.64055E-20  9.42958E-04  9.87696E-04   2.3E-08
  6.800E+00  3.51725E-03  2.49058E-20  8.89404E-04  9.32023E-04   6.1E-08
  6.900E+00  3.62133E-03  2.35118E-20  8.39622E-04  8.80246E-04   8.0E-08
  7.000E+00  3.72692E-03  2.22146E-20  7.93297E-04  8.32040E-04   7.7E-08
  7.100E+00  3.83403E-03  2.10061E-20  7.50143E-04  7.87113E-04   5.4E-08
  7.200E+00  3.94265E-03  1.98793E-20  7.09903E-04  7.45200E-04   1.8E-08
  7.300E+00  4.05278E-03  1.88275E-20  6.72344E-04  7.06061E-04   2.2E-08
  7.400E+00  4.16442E-03  1.78449E-20  6.37253E-04  6.69476E-04   5.1E-08
  7.500E+00  4.27757E-03  1.69260E-20  6.04438E-04  6.35249E-04   6.5E-08
  7.600E+00  4.39223E-03  1.60659E-20  5.73723E-04  6.03198E-04   6.1E-08
  7.700E+00  4.50840E-03  1.52601E-20  5.44949E-04  5.73158E-04   4.1E-08
  7.800E+00  4.62608E-03  1.45046E-20  5.17970E-04  5.44980E-04   1.2E-08
  7.900E+00  4.74527E-03  1.37957E-20  4.92654E-04  5.18525E-04   2.0E-08
  8.000E+00  4.86597E-03  1.31299E-20  4.68877E-04  4.93670E-04   4.4E-08
  8.100E+00  4.98817E-03  1.25041E-20  4.46529E-04  4.70297E-04   5.4E-08
  8.200E+00  5.11188E-03  1.19154E-20  4.25508E-04  4.48303E-04   5.0E-08
  8.300E+00  5.23711E-03  1.13613E-20  4.05720E-04  4.27589E-04   3.2E-08
  8.400E+00  5.36383E-03  1.08393E-20  3.87079E-04  4.08068E-04   7.4E-09
  8.500E+00  5.49207E-03  1.03472E-20  3.69505E-04  3.89658E-04   1.9E-08
  8.600E+00  5.62181E-03  9.88297E-21  3.52927E-04  3.72282E-04   3.8E-08
  8.700E+00  5.75306E-03  9.44471E-21  3.37277E-04  3.55873E-04   4.5E-08
  8.800E+00  5.88581E-03  9.03071E-21  3.22492E-04  3.40365E-04   4.1E-08
  8.900E+00  6.02007E-03  8.63936E-21  3.08517E-04  3.25700E-04   2.5E-08
  9.000E+00  6.15583E-03  8.26919E-21  2.95298E-04  3.11823E-04   4.4E-09
  9.100E+00  6.29310E-03  7.91884E-21  2.82787E-04  2.98683E-04   1.7E-08
  9.200E+00  6.43187E-03  7.58703E-21  2.70938E-04  2.86235E-04   3.3E-08
  9.300E+00  6.57214E-03  7.27260E-21  2.59709E-04  2.74433E-04   3.8E-08
  9.400E+00  6.71392E-03  6.97446E-21  2.49062E-04  2.63239E-04   3.3E-08
  9.500E+00  6.85720E-03  6.69161E-21  2.38962E-04  2.52615E-04   2.0E-08
  9.600E+00  7.00198E-03  6.42311E-21  2.29373E-04  2.42526E-04   2.1E-09
  9.700E+00  7.14827E-03  6.16810E-21  2.20267E-04  2.32941E-04   1.6E-08
  9.800E+00  7.29605E-03  5.92576E-21  2.11613E-04  2.23828E-04   2.9E-08
  9.900E+00  7.44534E-03  5.69534E-21  2.03384E-04  2.15161E-04   3.3E-08
  1.000E+01  7.59612E-03  5.47615E-21  1.95557E-04  2.06913E-04   2.8E-08
  1.025E+01  7.97965E-03  4.97309E-21  1.77592E-04  1.87972E-04   2.9E-08
  1.050E+01  8.37255E-03  4.52717E-21  1.61668E-04  1.71168E-04   2.8E-08
  1.075E+01  8.77480E-03  4.13073E-21  1.47511E-04  1.56217E-04   2.6E-08
  1.100E+01  9.18641E-03  3.77729E-21  1.34890E-04  1.42877E-04   2.2E-08
  1.125E+01  9.60736E-03  3.46136E-21  1.23607E-04  1.30943E-04   1.8E-08
  1.150E+01  1.00376E-02  3.17824E-21  1.13497E-04  1.20241E-04   1.3E-08
  1.175E+01  1.04773E-02  2.92389E-21  1.04414E-04  1.10620E-04   7.8E-09
  1.200E+01  1.09262E-02  2.69486E-21  9.62353E-05  1.01951E-04   2.9E-09
  1.225E+01  1.13844E-02  2.48818E-21  8.88544E-05  9.41226E-05   2.2E-09
  1.250E+01  1.18520E-02  2.30125E-21  8.21791E-05  8.70383E-05   6.2E-09
  1.275E+01  1.23288E-02  2.13185E-21  7.61296E-05  8.06144E-05   9.4E-09
  1.300E+01  1.28150E-02  1.97802E-21  7.06362E-05  7.47779E-05   1.2E-08
  1.325E+01  1.33104E-02  1.83806E-21  6.56384E-05  6.94651E-05   1.3E-08
  1.350E+01  1.38150E-02  1.71050E-21  6.10831E-05  6.46205E-05   1.4E-08
  1.375E+01  1.43290E-02  1.59403E-21  5.69239E-05  6.01949E-05   1.4E-08
  1.400E+01  1.48521E-02  1.48750E-21  5.31197E-05  5.61455E-05   1.3E-08
  1.425E+01  1.53845E-02  1.38991E-21  4.96346E-05  5.24343E-05   1.1E-08
  1.450E+01  1.59262E-02  1.30036E-21  4.64367E-05  4.90276E-05   8.9E-09
  1.475E+01  1.64770E-02  1.21806E-21  4.34979E-05  4.58960E-05   6.5E-09
  1.500E+01  1.70371E-02  1.14232E-21  4.07931E-05  4.30129E-05   3.9E-09
  1.525E+01  1.76063E-02  1.07252E-21  3.83002E-05  4.03549E-05   1.4E-09
  1.550E+01  1.81848E-02  1.00809E-21  3.59995E-05  3.79011E-05   1.3E-09
  1.575E+01  1.87724E-02  9.48544E-22  3.38731E-05  3.56329E-05   3.4E-09
  1.600E+01  1.93692E-02  8.93443E-22  3.19054E-05  3.35336E-05   5.2E-09
  1.625E+01  1.99751E-02  8.42389E-22  3.00823E-05  3.15881E-05   6.5E-09
  1.650E+01  2.05901E-02  7.95028E-22  2.83910E-05  2.97832E-05   7.3E-09
  1.675E+01  2.12143E-02  7.51039E-22  2.68201E-05  2.81066E-05   7.6E-09
  1.700E+01  2.18476E-02  7.10136E-22  2.53594E-05  2.65476E-05   7.6E-09
  1.725E+01  2.24900E-02  6.72060E-22  2.39997E-05  2.50962E-05   7.1E-09
  1.750E+01  2.31415E-02  6.36577E-22  2.27326E-05  2.37437E-05   6.2E-09
  1.775E+01  2.38021E-02  6.03476E-22  2.15505E-05  2.24820E-05   5.0E-09
  1.800E+01  2.44717E-02  5.72565E-22  2.04466E-05  2.13039E-05   3.7E-09
  1.825E+01  2.51504E-02  5.43670E-22  1.94148E-05  2.02027E-05   2.2E-09
  1.850E+01  2.58382E-02  5.16633E-22  1.84493E-05  1.91725E-05   7.4E-10
  1.875E+01  2.65349E-02  4.91312E-22  1.75451E-05  1.82078E-05   8.5E-10
  1.900E+01  2.72407E-02  4.67575E-22  1.66974E-05  1.73036E-05   2.1E-09
  1.925E+01  2.79555E-02  4.45304E-22  1.59021E-05  1.64554E-05   3.1E-09
  1.950E+01  2.86793E-02  4.24390E-22  1.51552E-05  1.56591E-05   3.9E-09
  1.975E+01  2.94120E-02  4.04733E-22  1.44533E-05  1.49108E-05   4.4E-09
  2.000E+01  3.01537E-02  3.86242E-22  1.37930E-05  1.42072E-05   4.6E-09
  2.025E+01  3.09043E-02  3.68835E-22  1.31713E-05  1.35450E-05   4.6E-09
  2.050E+01  3.16639E-02  3.52434E-22  1.25856E-05  1.29213E-05   4.3E-09
  2.075E+01  3.24324E-02  3.36970E-22  1.20334E-05  1.23334E-05   3.8E-09
  2.100E+01  3.32098E-02  3.22378E-22  1.15123E-05  1.17790E-05   3.0E-09
  2.125E+01  3.39961E-02  3.08599E-22  1.10203E-05  1.12556E-05   2.2E-09
  2.150E+01  3.47912E-02  2.95578E-22  1.05553E-05  1.07613E-05   1.3E-09
  2.175E+01  3.55952E-02  2.83265E-22  1.01156E-05  1.02941E-05   4.1E-10
  2.200E+01  3.64081E-02  2.71613E-22  9.69949E-06  9.85218E-06   5.8E-10
  2.225E+01  3.72297E-02  2.60580E-22  9.30549E-06  9.43398E-06   1.3E-09
  2.250E+01  3.80602E-02  2.50126E-22  8.93215E-06  9.03794E-06   2.0E-09
  2.275E+01  3.88995E-02  2.40214E-22  8.57818E-06  8.66267E-06   2.5E-09
  2.300E+01  3.97476E-02  2.30809E-22  8.24235E-06  8.30685E-06   2.8E-09
