 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  79,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  5.03437E-16  5.75780E-16  3.49861E-16  0.00000E+00  1.0E-07
   1.50000E+01  3.08791E-16  4.72227E-16  1.73477E-16  0.00000E+00  1.0E-07
   2.00000E+01  3.67078E-16  4.75912E-16  2.16561E-16  0.00000E+00  1.0E-07
   2.50000E+01  4.86708E-16  5.05213E-16  3.17070E-16  0.00000E+00  1.0E-07
   3.00000E+01  6.12625E-16  5.30501E-16  4.18532E-16  0.00000E+00  1.0E-07
   3.50000E+01  7.24205E-16  5.40034E-16  4.97645E-16  0.00000E+00  1.0E-07
   4.00000E+01  8.13451E-16  5.31722E-16  5.47438E-16  0.00000E+00  1.0E-07
   4.50000E+01  8.78988E-16  5.08808E-16  5.70110E-16  0.00000E+00  1.0E-07
   5.00000E+01  9.23186E-16  4.76479E-16  5.71948E-16  0.00000E+00  1.0E-07
   5.50000E+01  9.50064E-16  4.39651E-16  5.59846E-16  0.00000E+00  1.0E-07
   6.00000E+01  9.63857E-16  4.01992E-16  5.39535E-16  0.00000E+00  1.0E-07
   6.50000E+01  9.68262E-16  3.65817E-16  5.15106E-16  0.00000E+00  1.0E-07
   7.00000E+01  9.66195E-16  3.32363E-16  4.89188E-16  0.00000E+00  1.0E-07
   7.50000E+01  9.59809E-16  3.02142E-16  4.63331E-16  0.00000E+00  1.0E-07
   8.00000E+01  9.50633E-16  2.75228E-16  4.38373E-16  0.00000E+00  1.0E-07
   8.50000E+01  9.39715E-16  2.51461E-16  4.14721E-16  0.00000E+00  1.0E-07
   9.00000E+01  9.27762E-16  2.30573E-16  3.92530E-16  0.00000E+00  1.0E-07
   9.50000E+01  9.15235E-16  2.12261E-16  3.71826E-16  0.00000E+00  1.0E-07
   1.00000E+02  9.02431E-16  1.96225E-16  3.52568E-16  0.00000E+00  1.0E-07
   2.00000E+02  6.65784E-16  9.54494E-17  1.74965E-16  0.00000E+00  1.0E-07
   3.00000E+02  5.02586E-16  9.80861E-17  1.53164E-16  0.00000E+00  1.0E-07
   4.00000E+02  4.09494E-16  1.01071E-16  1.40112E-16  0.00000E+00  1.0E-07
   5.00000E+02  3.54886E-16  9.87121E-17  1.23141E-16  0.00000E+00  1.0E-07
   6.00000E+02  3.19912E-16  9.35196E-17  1.06361E-16  0.00000E+00  1.0E-07
   7.00000E+02  2.95481E-16  8.72960E-17  9.18911E-17  0.00000E+00  1.0E-07
   8.00000E+02  2.77129E-16  8.09563E-17  8.01084E-17  0.00000E+00  1.0E-07
   9.00000E+02  2.62539E-16  7.49176E-17  7.07160E-17  0.00000E+00  1.0E-07
   1.00000E+03  2.50439E-16  6.93439E-17  6.32546E-17  0.00000E+00  1.0E-07
   2.00000E+03  1.83299E-16  3.60146E-17  3.31888E-17  0.00000E+00  1.0E-07
   3.00000E+03  1.51018E-16  2.25493E-17  2.37814E-17  0.00000E+00  1.0E-07
   4.00000E+03  1.31024E-16  1.57557E-17  1.84901E-17  0.00000E+00  1.4E-07
   5.00000E+03  1.17050E-16  1.17883E-17  1.49774E-17  0.00000E+00  1.0E-07
   6.00000E+03  1.06546E-16  9.23906E-18  1.24722E-17  0.00000E+00  1.0E-07
   7.00000E+03  9.82651E-17  7.48804E-18  1.06036E-17  0.00000E+00  1.0E-07
   8.00000E+03  9.15169E-17  6.22472E-18  9.16371E-18  0.00000E+00  1.0E-07
   9.00000E+03  8.58803E-17  5.27826E-18  8.02524E-18  0.00000E+00  1.0E-07
   1.00000E+04  8.10816E-17  4.54773E-18  7.10616E-18  0.00000E+00  1.0E-07
   2.00000E+04  5.47880E-17  1.65986E-18  3.00739E-18  0.00000E+00  1.0E-07
   3.00000E+04  4.31377E-17  9.04974E-19  1.75138E-18  0.00000E+00  1.0E-07
   4.00000E+04  3.62858E-17  5.85452E-19  1.17922E-18  0.00000E+00  1.0E-07
   5.00000E+04  3.16964E-17  4.16740E-19  8.63127E-19  0.00000E+00  1.0E-07
   6.00000E+04  2.83798E-17  3.15373E-19  6.67079E-19  0.00000E+00  1.0E-07
   7.00000E+04  2.58592E-17  2.49053E-19  5.35681E-19  0.00000E+00  1.0E-07
   8.00000E+04  2.38733E-17  2.02952E-19  4.42570E-19  0.00000E+00  1.0E-07
   9.00000E+04  2.22654E-17  1.69418E-19  3.73762E-19  0.00000E+00  1.0E-07
   1.00000E+05  2.09354E-17  1.44152E-19  3.21215E-19  0.00000E+00  1.0E-07
   2.00000E+05  1.43910E-17  5.01003E-20  1.18243E-19  0.00000E+00  1.0E-07
