 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  13,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  1.24356E-16  1.07487E-16  1.28179E-16  0.00000E+00  1.0E-07
   1.50000E+01  1.72477E-16  1.40539E-16  1.69542E-16  0.00000E+00  1.0E-07
   2.00000E+01  2.22294E-16  1.78828E-16  2.04066E-16  0.00000E+00  1.0E-07
   2.50000E+01  2.65050E-16  2.14440E-16  2.25434E-16  0.00000E+00  1.0E-07
   3.00000E+01  2.95942E-16  2.41062E-16  2.33446E-16  0.00000E+00  1.0E-07
   3.50000E+01  3.15210E-16  2.56995E-16  2.31900E-16  0.00000E+00  1.0E-07
   4.00000E+01  3.25652E-16  2.63812E-16  2.25131E-16  0.00000E+00  1.0E-07
   4.50000E+01  3.30291E-16  2.64117E-16  2.16263E-16  0.00000E+00  1.0E-07
   5.00000E+01  3.31412E-16  2.60271E-16  2.07033E-16  0.00000E+00  1.0E-07
   5.50000E+01  3.30472E-16  2.54006E-16  1.98208E-16  0.00000E+00  1.0E-07
   6.00000E+01  3.28318E-16  2.46462E-16  1.90024E-16  0.00000E+00  1.0E-07
   6.50000E+01  3.25423E-16  2.38347E-16  1.82479E-16  0.00000E+00  1.0E-07
   7.00000E+01  3.22046E-16  2.30074E-16  1.75496E-16  0.00000E+00  1.0E-07
   7.50000E+01  3.18340E-16  2.21879E-16  1.68994E-16  0.00000E+00  1.0E-07
   8.00000E+01  3.14402E-16  2.13889E-16  1.62912E-16  0.00000E+00  1.0E-07
   8.50000E+01  3.10299E-16  2.06166E-16  1.57207E-16  0.00000E+00  1.0E-07
   9.00000E+01  3.06085E-16  1.98737E-16  1.51852E-16  0.00000E+00  1.0E-07
   9.50000E+01  3.01802E-16  1.91610E-16  1.46829E-16  0.00000E+00  1.0E-07
   1.00000E+02  2.97487E-16  1.84783E-16  1.42121E-16  0.00000E+00  1.0E-07
