   7.20378989E-03   2.74294000E-02
   8.80211033E-03   2.77773999E-02
   9.64949001E-03   2.82298997E-02
   2.63775000E-03   3.25328000E-02
   1.73380994E-03   3.26827988E-02
   1.93646003E-03   3.27721983E-02
   1.32403002E-04   3.30372006E-02
   1.37609997E-04   3.30565982E-02
   5.97347971E-04   3.36576998E-02
   3.74571013E-04   3.37141007E-02
   4.16433002E-04   3.37333009E-02
   2.71279005E-05   3.38268988E-02
   2.80262993E-05   3.38303000E-02
   1.01325000E-04   3.39009017E-02
   5.20989997E-05   3.39162983E-02
   5.64108996E-05   3.39190997E-02
   9.34230957E-06   3.39379013E-02
   9.75664996E-04   2.81253997E-02
   2.01197993E-02   2.85778996E-02
   1.34367996E-03   3.28808017E-02
   3.42593994E-04   3.30308005E-02
   3.36462003E-03   3.31202000E-02
   1.53775996E-04   3.33851986E-02
   5.02482988E-04   3.34045999E-02
   2.92826997E-04   3.40057015E-02
   7.24003985E-05   3.40620987E-02
   6.98318996E-04   3.40812989E-02
   3.10805008E-05   3.41749005E-02
   1.01149002E-04   3.41783017E-02
   4.92233994E-05   3.42488997E-02
   1.00603002E-05   3.42643000E-02
   9.39567035E-05   3.42671014E-02
   4.49123991E-06   3.42858993E-02
   9.84780956E-03   2.90303994E-02
   1.42714998E-03   3.33333015E-02
   3.25793005E-03   3.34833004E-02
   3.38561996E-03   3.35726999E-02
   5.92641998E-04   3.38376984E-02
   5.38585009E-04   3.38570997E-02
   3.08993011E-04   3.44582014E-02
   6.78158016E-04   3.45145985E-02
   7.07278028E-04   3.45337987E-02
   1.19638004E-04   3.46274003E-02
   1.08503002E-04   3.46308015E-02
   1.79652005E-07   3.47363017E-02
   5.19177011E-05   3.47013995E-02
   9.37724981E-05   3.47167999E-02
   9.52140035E-05   3.47196013E-02
   4.67077007E-06   3.47383991E-02
   2.37854998E-04   3.76362018E-02
   2.66966003E-04   3.77862006E-02
   2.88876996E-04   3.78756002E-02
   1.88633003E-05   3.81405987E-02
   1.86833004E-05   3.81600000E-02
   1.07437001E-04   3.87611017E-02
   5.78473991E-05   3.88174988E-02
   6.23383021E-05   3.88366990E-02
   3.77265997E-06   3.89303006E-02
   3.77265997E-06   3.89337018E-02
   1.81449996E-05   3.90042998E-02
   8.08445020E-06   3.90197001E-02
   8.44361966E-06   3.90225016E-02
   1.61691003E-06   3.90412994E-02
   2.91031993E-05   3.79361995E-02
   5.54753991E-04   3.80255990E-02
   1.99414008E-05   3.82906012E-02
   6.34156022E-05   3.83099988E-02
   5.82065004E-05   3.89111005E-02
   1.22161000E-05   3.89675014E-02
   1.15513001E-04   3.89867015E-02
   3.95227016E-06   3.90802994E-02
   1.29354003E-05   3.90837006E-02
   9.88013016E-06   3.91542986E-02
   1.61688001E-06   3.91696990E-02
   1.54494992E-05   3.91725004E-02
   8.98227995E-07   3.91912982E-02
   2.92290002E-04   3.81149985E-02
   8.08437035E-05   3.83800007E-02
   7.16798022E-05   3.83993983E-02
   6.26977999E-05   3.90005000E-02
   1.15873998E-04   3.90569009E-02
   1.22162004E-04   3.90761010E-02
   1.65279998E-05   3.91696990E-02
   1.45521999E-05   3.91731001E-02
   1.05994995E-05   3.92437018E-02
   1.59889005E-05   3.92590985E-02
   1.65279998E-05   3.92618999E-02
   8.98234987E-07   3.92807014E-02
   1.76463004E-07   3.86449993E-02
   9.35241042E-06   3.86644006E-02
   4.05851006E-06   3.92654985E-02
   3.88203989E-06   3.93218994E-02
   1.58815001E-05   3.93412001E-02
   1.76463004E-06   3.94380987E-02
   7.05805007E-07   3.95088010E-02
   5.29370993E-07   3.95242013E-02
   2.11740007E-06   3.95268984E-02
   2.32924003E-06   3.86837013E-02
   3.94186009E-06   3.92847992E-02
   1.25422002E-05   3.93413007E-02
   1.41545997E-05   3.93605009E-02
   1.79182996E-06   3.94540988E-02
   8.95863025E-07   3.94573994E-02
   7.16680972E-07   3.95281017E-02
   1.79182996E-06   3.95434983E-02
   1.97103009E-06   3.95462997E-02
   1.17013997E-05   3.98860015E-02
   1.22255997E-05   3.99423987E-02
   1.30990002E-05   3.99615988E-02
   8.73254010E-07   4.00552005E-02
   8.73254010E-07   4.00585011E-02
   4.01704983E-06   4.01291996E-02
   1.74661000E-06   4.01446000E-02
   1.74661000E-06   4.01474014E-02
   3.49302013E-07   4.01661992E-02
   1.20636003E-06   3.99987996E-02
   2.30936002E-05   4.00181003E-02
   6.89332978E-07   4.01116014E-02
   2.41271005E-06   4.01149988E-02
   2.06798995E-06   4.01857011E-02
   3.44671008E-07   4.02011015E-02
   3.10206997E-06   4.02037986E-02
   1.72344997E-07   4.02226001E-02
   1.21472003E-05   4.00373004E-02
   3.07948994E-06   4.01308984E-02
   2.73727005E-06   4.01341990E-02
   2.22404992E-06   4.02049012E-02
   3.25050996E-06   4.02203016E-02
   3.25050996E-06   4.02230993E-02
   1.71091003E-07   4.02418002E-02
   3.91893991E-07   4.02278006E-02
   1.95957995E-07   4.02984992E-02
   1.95957995E-07   4.03138995E-02
   3.91893991E-07   4.03166004E-02
   1.79656993E-07   4.03017998E-02
   3.59293011E-07   4.03172001E-02
   3.59293011E-07   4.03200015E-02
   3.21424011E-07   4.03724983E-02
   3.21424011E-07   4.03878987E-02
   3.21424011E-07   4.03907001E-02
   5.50002028E-07   4.04061005E-02
   1.79661001E-07   4.04088013E-02
       -1137       -1137
   5.47841005E-02   6.29900023E-05
   3.99794988E-02   1.19420001E-04
   4.92255017E-02   1.38649993E-04
   1.30869998E-02   2.32210004E-04
   2.11469997E-02   2.35560001E-04
   7.53160985E-03   3.41150007E-04
   8.88050999E-03   3.06250004E-04
   5.23510017E-03   3.21650004E-04
   6.27375999E-03   3.24410008E-04
   8.07259989E-04   3.43190011E-04
   6.72892034E-02   5.15490014E-04
   2.91699003E-02   5.71920013E-04
   5.34164011E-02   5.91150019E-04
   6.53385967E-02   6.84709987E-04
   8.31461027E-02   6.88060012E-04
   1.04117002E-02   7.93649990E-04
   1.09805996E-02   7.58750015E-04
   3.90620995E-03   7.74150016E-04
   7.04269018E-03   7.76909990E-04
   1.00091996E-03   7.95689994E-04
   1.26117002E-02   3.69350007E-03
   2.51439996E-02   3.84350005E-03
   4.57876995E-02   3.93289980E-03
   3.59850004E-02   4.19790996E-03
   5.03293015E-02   4.21726005E-03
   4.85554012E-03   4.81839012E-03
   5.31260995E-03   4.87481989E-03
   9.60003026E-03   4.89404984E-03
   6.26093009E-03   4.98761004E-03
   8.71121045E-03   4.99096001E-03
   5.83742003E-05   5.09655010E-03
   8.03706003E-04   5.06165018E-03
   7.36079994E-04   5.07705007E-03
   1.29202998E-03   5.07981004E-03
   7.33225970E-05   5.09859016E-03
   1.26005994E-04   3.99350002E-03
   8.54949991E-04   4.08290001E-03
   1.12619996E-03   4.34791017E-03
   1.36588998E-02   4.36725980E-03
   3.86822992E-03   4.96838987E-03
   2.56273997E-05   5.02482010E-03
   1.69421997E-04   5.04405005E-03
   1.95059998E-04   5.13760978E-03
   1.56035996E-03   5.14096022E-03
   1.99321003E-05   5.24654984E-03
   6.09348994E-04   5.21164993E-03
   2.84736007E-06   5.22704981E-03
   2.27792007E-05   5.22980979E-03
