 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 5.00000E+01 eV = 1.83747E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element: Ag,  Z =  47,  atomic weight = 1.07868E+02 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 5.09348E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 47
 #
 # Electron density: Read from file ./database/z_047.den                                                                                                    
 #                   Number of data points =  813
 #                   Volume integral = 4.70000E+01
 #
 # Furness-McCarthy exchange potential
 #
 # No absorption potential
 #
 # No correlation-polarization potential
 #
 # Integrated cross sections:
 # Total elastic cross section = 8.07789E-16 cm**2 = 2.88467E+01 a0**2
 # 1st transport cross section = 5.14040E-16 cm**2 = 1.83567E+01 a0**2
 # 2nd transport cross section = 5.42374E-16 cm**2 = 1.93685E+01 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  6.90076E-16  2.46431E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  6.90076E-16  2.46431E+01 -4.49769E-08  1.0E-07
  1.250E-04  1.18994E-12  6.90076E-16  2.46431E+01 -5.62211E-08  1.0E-07
  1.500E-04  1.71346E-12  6.90076E-16  2.46431E+01 -6.74653E-08  1.0E-07
  1.750E-04  2.33225E-12  6.90076E-16  2.46431E+01 -7.87096E-08  1.0E-07
  2.000E-04  3.04617E-12  6.90076E-16  2.46431E+01 -8.99538E-08  1.0E-07
  2.250E-04  3.85530E-12  6.90076E-16  2.46431E+01 -1.01198E-07  1.0E-07
  2.500E-04  4.75964E-12  6.90076E-16  2.46431E+01 -1.12442E-07  1.0E-07
  2.750E-04  5.75917E-12  6.90076E-16  2.46431E+01 -1.23686E-07  1.0E-07
  3.000E-04  6.85391E-12  6.90076E-16  2.46431E+01 -1.34931E-07  1.0E-07
  3.250E-04  8.04379E-12  6.90076E-16  2.46431E+01 -1.46175E-07  1.0E-07
  3.500E-04  9.32893E-12  6.90076E-16  2.46431E+01 -1.57419E-07  1.0E-07
  3.750E-04  1.07092E-11  6.90076E-16  2.46431E+01 -1.68663E-07  1.0E-07
  4.000E-04  1.21847E-11  6.90076E-16  2.46431E+01 -1.79908E-07  1.0E-07
  4.250E-04  1.37554E-11  6.90076E-16  2.46431E+01 -1.91152E-07  1.0E-07
  4.500E-04  1.54213E-11  6.90076E-16  2.46431E+01 -2.02396E-07  1.0E-07
  4.750E-04  1.71823E-11  6.90076E-16  2.46431E+01 -2.13640E-07  1.0E-07
  5.000E-04  1.90386E-11  6.90076E-16  2.46431E+01 -2.24884E-07  1.0E-07
  5.250E-04  2.09900E-11  6.90076E-16  2.46431E+01 -2.36129E-07  1.0E-07
  5.500E-04  2.30367E-11  6.90076E-16  2.46431E+01 -2.47373E-07  1.0E-07
  5.750E-04  2.51785E-11  6.90076E-16  2.46431E+01 -2.58617E-07  1.0E-07
  6.000E-04  2.74156E-11  6.90076E-16  2.46431E+01 -2.69861E-07  1.0E-07
  6.250E-04  2.97478E-11  6.90076E-16  2.46431E+01 -2.81106E-07  1.0E-07
  6.500E-04  3.21752E-11  6.90076E-16  2.46431E+01 -2.92350E-07  1.0E-07
  6.750E-04  3.46979E-11  6.90076E-16  2.46431E+01 -3.03594E-07  1.0E-07
  7.000E-04  3.73157E-11  6.90076E-16  2.46431E+01 -3.14838E-07  1.0E-07
  7.250E-04  4.00286E-11  6.90076E-16  2.46431E+01 -3.26082E-07  1.0E-07
  7.500E-04  4.28368E-11  6.90076E-16  2.46431E+01 -3.37327E-07  1.0E-07
  7.750E-04  4.57402E-11  6.90076E-16  2.46431E+01 -3.48571E-07  1.0E-07
  8.000E-04  4.87388E-11  6.90076E-16  2.46431E+01 -3.59815E-07  1.0E-07
  8.250E-04  5.18325E-11  6.90076E-16  2.46431E+01 -3.71059E-07  1.0E-07
  8.500E-04  5.50215E-11  6.90076E-16  2.46431E+01 -3.82304E-07  1.0E-07
  8.750E-04  5.83057E-11  6.90076E-16  2.46431E+01 -3.93548E-07  1.0E-07
  9.000E-04  6.16850E-11  6.90076E-16  2.46431E+01 -4.04792E-07  1.0E-07
  9.250E-04  6.51595E-11  6.90076E-16  2.46431E+01 -4.16036E-07  1.0E-07
  9.500E-04  6.87293E-11  6.90076E-16  2.46431E+01 -4.27280E-07  1.0E-07
  9.750E-04  7.23943E-11  6.90076E-16  2.46431E+01 -4.38525E-07  1.0E-07
  1.000E-03  7.61544E-11  6.90076E-16  2.46431E+01 -4.49769E-07  1.0E-07
  1.250E-03  1.18991E-10  6.90076E-16  2.46431E+01 -5.62211E-07  1.0E-07
  1.500E-03  1.71347E-10  6.90076E-16  2.46431E+01 -6.74653E-07  1.0E-07
  1.750E-03  2.33223E-10  6.90076E-16  2.46431E+01 -7.87096E-07  1.0E-07
  2.000E-03  3.04617E-10  6.90076E-16  2.46431E+01 -8.99538E-07  1.0E-07
  2.250E-03  3.85531E-10  6.90076E-16  2.46431E+01 -1.01198E-06  1.0E-07
  2.500E-03  4.75965E-10  6.90076E-16  2.46431E+01 -1.12442E-06  1.0E-07
  2.750E-03  5.75917E-10  6.90076E-16  2.46431E+01 -1.23686E-06  1.0E-07
  3.000E-03  6.85389E-10  6.90076E-16  2.46431E+01 -1.34931E-06  1.0E-07
  3.250E-03  8.04380E-10  6.90076E-16  2.46431E+01 -1.46175E-06  1.0E-07
  3.500E-03  9.32891E-10  6.90076E-16  2.46431E+01 -1.57419E-06  1.0E-07
  3.750E-03  1.07092E-09  6.90076E-16  2.46431E+01 -1.68663E-06  1.0E-07
  4.000E-03  1.21847E-09  6.90076E-16  2.46431E+01 -1.79908E-06  1.0E-07
  4.250E-03  1.37554E-09  6.90076E-16  2.46431E+01 -1.91152E-06  1.0E-07
  4.500E-03  1.54213E-09  6.90076E-16  2.46431E+01 -2.02396E-06  1.0E-07
  4.750E-03  1.71823E-09  6.90076E-16  2.46431E+01 -2.13640E-06  1.0E-07
  5.000E-03  1.90386E-09  6.90076E-16  2.46431E+01 -2.24884E-06  1.0E-07
  5.250E-03  2.09900E-09  6.90076E-16  2.46431E+01 -2.36129E-06  1.0E-07
  5.500E-03  2.30367E-09  6.90076E-16  2.46431E+01 -2.47373E-06  1.0E-07
  5.750E-03  2.51785E-09  6.90076E-16  2.46431E+01 -2.58617E-06  1.0E-07
  6.000E-03  2.74156E-09  6.90076E-16  2.46431E+01 -2.69861E-06  1.0E-07
  6.250E-03  2.97478E-09  6.90076E-16  2.46431E+01 -2.81106E-06  1.0E-07
  6.500E-03  3.21752E-09  6.90076E-16  2.46431E+01 -2.92350E-06  1.0E-07
  6.750E-03  3.46978E-09  6.90076E-16  2.46431E+01 -3.03594E-06  1.0E-07
  7.000E-03  3.73156E-09  6.90076E-16  2.46431E+01 -3.14838E-06  1.0E-07
  7.250E-03  4.00286E-09  6.90076E-16  2.46431E+01 -3.26082E-06  1.0E-07
  7.500E-03  4.28368E-09  6.90076E-16  2.46431E+01 -3.37327E-06  1.0E-07
  7.750E-03  4.57402E-09  6.90076E-16  2.46431E+01 -3.48571E-06  1.0E-07
  8.000E-03  4.87388E-09  6.90076E-16  2.46431E+01 -3.59815E-06  1.0E-07
  8.250E-03  5.18326E-09  6.90076E-16  2.46431E+01 -3.71059E-06  1.0E-07
