 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  47,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  3.57517E-16  4.19271E-16  1.72554E-16  0.00000E+00  1.0E-07
   1.50000E+01  2.09962E-16  3.29636E-16  7.87713E-17  0.00000E+00  1.0E-07
   2.00000E+01  2.56494E-16  3.29364E-16  1.36884E-16  0.00000E+00  1.0E-07
   2.50000E+01  3.50108E-16  3.59556E-16  2.29952E-16  0.00000E+00  1.0E-07
   3.00000E+01  4.54328E-16  4.00355E-16  3.24799E-16  0.00000E+00  1.0E-07
   3.50000E+01  5.57594E-16  4.42024E-16  4.08528E-16  0.00000E+00  1.0E-07
   4.00000E+01  6.54208E-16  4.77983E-16  4.74631E-16  0.00000E+00  1.0E-07
   4.50000E+01  7.39236E-16  5.03123E-16  5.19566E-16  0.00000E+00  1.0E-07
   5.00000E+01  8.07789E-16  5.14040E-16  5.42374E-16  0.00000E+00  1.0E-07
   5.50000E+01  8.56124E-16  5.09786E-16  5.44951E-16  0.00000E+00  1.0E-07
   6.00000E+01  8.83003E-16  4.92140E-16  5.31711E-16  0.00000E+00  1.0E-07
   6.50000E+01  8.90161E-16  4.64897E-16  5.08361E-16  0.00000E+00  1.0E-07
   7.00000E+01  8.81553E-16  4.32533E-16  4.80378E-16  0.00000E+00  1.0E-07
   7.50000E+01  8.61987E-16  3.98986E-16  4.51921E-16  0.00000E+00  1.2E-07
   8.00000E+01  8.35927E-16  3.67027E-16  4.25527E-16  0.00000E+00  1.0E-07
   8.50000E+01  8.06865E-16  3.38217E-16  4.02349E-16  0.00000E+00  1.0E-07
   9.00000E+01  7.77205E-16  3.13177E-16  3.82618E-16  0.00000E+00  1.0E-07
   9.50000E+01  7.48425E-16  2.91925E-16  3.66055E-16  0.00000E+00  1.0E-07
   1.00000E+02  7.21331E-16  2.74155E-16  3.52174E-16  0.00000E+00  1.0E-07
   2.00000E+02  4.71450E-16  1.80801E-16  2.24719E-16  0.00000E+00  1.0E-07
   3.00000E+02  3.85546E-16  1.51677E-16  1.52387E-16  0.00000E+00  1.0E-07
   4.00000E+02  3.34590E-16  1.26054E-16  1.13234E-16  0.00000E+00  1.0E-07
   5.00000E+02  3.00442E-16  1.05571E-16  9.09244E-17  0.00000E+00  1.0E-07
   6.00000E+02  2.75723E-16  8.96127E-17  7.67938E-17  0.00000E+00  1.0E-07
   7.00000E+02  2.56721E-16  7.71134E-17  6.70023E-17  0.00000E+00  1.1E-07
   8.00000E+02  2.41436E-16  6.71842E-17  5.97448E-17  0.00000E+00  1.0E-07
   9.00000E+02  2.28721E-16  5.91721E-17  5.40917E-17  0.00000E+00  1.0E-07
   1.00000E+03  2.17875E-16  5.26100E-17  4.95226E-17  0.00000E+00  1.0E-07
   2.00000E+03  1.56070E-16  2.24916E-17  2.70958E-17  0.00000E+00  1.8E-07
   3.00000E+03  1.26398E-16  1.30324E-17  1.81712E-17  0.00000E+00  3.3E-07
   4.00000E+03  1.08022E-16  8.69962E-18  1.33078E-17  0.00000E+00  1.0E-07
   5.00000E+03  9.52138E-17  6.30552E-18  1.02854E-17  0.00000E+00  1.0E-07
   6.00000E+03  8.56349E-17  4.82394E-18  8.25152E-18  0.00000E+00  1.0E-07
   7.00000E+03  7.81286E-17  3.83441E-18  6.80491E-18  0.00000E+00  1.0E-07
   8.00000E+03  7.20475E-17  3.13614E-18  5.73267E-18  0.00000E+00  1.0E-07
   9.00000E+03  6.69967E-17  2.62247E-18  4.91200E-18  0.00000E+00  1.0E-07
   1.00000E+04  6.27197E-17  2.23207E-18  4.26748E-18  0.00000E+00  1.0E-07
   2.00000E+04  3.97927E-17  7.54144E-19  1.60878E-18  0.00000E+00  1.0E-07
   3.00000E+04  3.00717E-17  3.93055E-19  8.79447E-19  0.00000E+00  1.0E-07
   4.00000E+04  2.45602E-17  2.46121E-19  5.66515E-19  0.00000E+00  1.0E-07
   5.00000E+04  2.09768E-17  1.70778E-19  4.00801E-19  0.00000E+00  1.0E-07
   6.00000E+04  1.84497E-17  1.26576E-19  3.01390E-19  0.00000E+00  1.0E-07
   7.00000E+04  1.65677E-17  9.82338E-20  2.36580E-19  0.00000E+00  1.0E-07
   8.00000E+04  1.51102E-17  7.88736E-20  1.91727E-19  0.00000E+00  1.0E-07
   9.00000E+04  1.39475E-17  6.50060E-20  1.59256E-19  0.00000E+00  1.0E-07
   1.00000E+05  1.29982E-17  5.46987E-20  1.34905E-19  0.00000E+00  1.0E-07
   2.00000E+05  8.50708E-18  1.78411E-20  4.57327E-20  0.00000E+00  1.0E-07
   3.00000E+05  6.94277E-18  9.43688E-21  2.46486E-20  0.00000E+00  1.0E-07
   4.00000E+05  6.16126E-18  6.06175E-21  1.60196E-20  0.00000E+00  1.0E-07
   5.00000E+05  5.69967E-18  4.31944E-21  1.15086E-20  0.00000E+00  1.0E-07
   6.00000E+05  5.39880E-18  3.28147E-21  8.79614E-21  0.00000E+00  1.0E-07
   7.00000E+05  5.18941E-18  2.60315E-21  7.01078E-21  0.00000E+00  1.0E-07
   8.00000E+05  5.03670E-18  2.13031E-21  5.75907E-21  0.00000E+00  1.0E-07
   9.00000E+05  4.92131E-18  1.78469E-21  4.83980E-21  0.00000E+00  1.0E-07
   1.00000E+06  4.85119E-18  1.52420E-21  4.14562E-21  0.00000E+00  1.0E-05
   2.00000E+06  4.47397E-18  5.24676E-22  1.44703E-21  0.00000E+00  1.0E-05
   3.00000E+06  4.37776E-18  2.73992E-22  7.60559E-22  0.00000E+00  1.0E-05
   4.00000E+06  4.34008E-18  1.70424E-22  4.75036E-22  0.00000E+00  1.0E-05
   5.00000E+06  4.32893E-18  1.17021E-22  3.27192E-22  0.00000E+00  1.0E-05
   6.00000E+06  4.31075E-18  8.56143E-23  2.39968E-22  0.00000E+00  1.0E-05
   7.00000E+06  4.30387E-18  6.55298E-23  1.84060E-22  0.00000E+00  1.0E-05
   8.00000E+06  4.30016E-18  5.18628E-23  1.45942E-22  0.00000E+00  1.0E-05
   9.00000E+06  4.29704E-18  4.21195E-23  1.18724E-22  0.00000E+00  1.0E-05
   1.00000E+07  4.29423E-18  3.49175E-23  9.85757E-23  0.00000E+00  1.0E-05
